,Date and Time,PM10,PM2.5,SO2,Site,location
430,31/03/2021 22:00,20.15,16.49,,EPA-10,"Heatherton Park, Cork"
431,31/03/2021 23:00,18.67,15.3,,EPA-10,"Heatherton Park, Cork"
432,01/04/2021 00:00,17.71,16.16,,EPA-10,"Heatherton Park, Cork"
433,01/04/2021 01:00,13.78,11.56,,EPA-10,"Heatherton Park, Cork"
434,01/04/2021 02:00,16.57,13.95,,EPA-10,"Heatherton Park, Cork"
435,01/04/2021 03:00,18.13,15.36,,EPA-10,"Heatherton Park, Cork"
436,01/04/2021 04:00,28.32,21.59,,EPA-10,"Heatherton Park, Cork"
437,01/04/2021 05:00,20.88,17.58,,EPA-10,"Heatherton Park, Cork"
438,01/04/2021 06:00,16.26,13.68,,EPA-10,"Heatherton Park, Cork"
439,01/04/2021 07:00,12.81,9.63,,EPA-10,"Heatherton Park, Cork"
440,01/04/2021 08:00,14.29,11.02,,EPA-10,"Heatherton Park, Cork"
441,01/04/2021 09:00,20.34,13.2,,EPA-10,"Heatherton Park, Cork"
442,01/04/2021 10:00,22.79,13.78,,EPA-10,"Heatherton Park, Cork"
443,01/04/2021 11:00,24.56,15.39,,EPA-10,"Heatherton Park, Cork"
444,01/04/2021 12:00,32.26,21.03,,EPA-10,"Heatherton Park, Cork"
445,01/04/2021 13:00,45.28,26.63,,EPA-10,"Heatherton Park, Cork"
446,01/04/2021 14:00,40.39,28.5,,EPA-10,"Heatherton Park, Cork"
447,01/04/2021 15:00,41.23,30.69,,EPA-10,"Heatherton Park, Cork"
448,01/04/2021 16:00,43.3,30,,EPA-10,"Heatherton Park, Cork"
449,01/04/2021 17:00,37.89,25.89,,EPA-10,"Heatherton Park, Cork"
450,01/04/2021 18:00,27.08,19.7,,EPA-10,"Heatherton Park, Cork"
451,01/04/2021 19:00,23.7,17.32,,EPA-10,"Heatherton Park, Cork"
452,01/04/2021 20:00,25.33,17.09,,EPA-10,"Heatherton Park, Cork"
453,01/04/2021 21:00,31.99,22.89,,EPA-10,"Heatherton Park, Cork"
454,01/04/2021 22:00,31.74,22.83,,EPA-10,"Heatherton Park, Cork"
455,01/04/2021 23:00,27.67,20.46,,EPA-10,"Heatherton Park, Cork"
456,02/04/2021 00:00,27.82,20.25,,EPA-10,"Heatherton Park, Cork"
457,02/04/2021 01:00,28.86,22.05,,EPA-10,"Heatherton Park, Cork"
458,02/04/2021 02:00,23.3,18.83,,EPA-10,"Heatherton Park, Cork"
459,02/04/2021 03:00,20.98,16.79,,EPA-10,"Heatherton Park, Cork"
460,02/04/2021 04:00,17.91,14.33,,EPA-10,"Heatherton Park, Cork"
461,02/04/2021 05:00,16.88,13.33,,EPA-10,"Heatherton Park, Cork"
462,02/04/2021 06:00,14.92,11.97,,EPA-10,"Heatherton Park, Cork"
463,02/04/2021 07:00,17.34,14.45,,EPA-10,"Heatherton Park, Cork"
464,02/04/2021 08:00,19.79,15.4,,EPA-10,"Heatherton Park, Cork"
465,02/04/2021 09:00,19.45,15.17,,EPA-10,"Heatherton Park, Cork"
466,02/04/2021 10:00,26.86,19.26,,EPA-10,"Heatherton Park, Cork"
467,02/04/2021 11:00,27.05,20.03,,EPA-10,"Heatherton Park, Cork"
468,02/04/2021 12:00,30.41,21.98,,EPA-10,"Heatherton Park, Cork"
469,02/04/2021 13:00,30.65,21.97,,EPA-10,"Heatherton Park, Cork"
470,02/04/2021 14:00,31.61,22.08,,EPA-10,"Heatherton Park, Cork"
471,02/04/2021 15:00,28.39,20.31,,EPA-10,"Heatherton Park, Cork"
472,02/04/2021 16:00,22.12,15.34,,EPA-10,"Heatherton Park, Cork"
473,02/04/2021 17:00,20.85,12.53,,EPA-10,"Heatherton Park, Cork"
474,02/04/2021 18:00,21.9,13.55,,EPA-10,"Heatherton Park, Cork"
475,02/04/2021 19:00,18.09,9.8,,EPA-10,"Heatherton Park, Cork"
476,02/04/2021 20:00,15.87,9.12,,EPA-10,"Heatherton Park, Cork"
477,02/04/2021 21:00,14.47,8.66,,EPA-10,"Heatherton Park, Cork"
478,02/04/2021 22:00,16.68,11.47,,EPA-10,"Heatherton Park, Cork"
479,02/04/2021 22:01,,,,EPA-10,"Heatherton Park, Cork"
480,02/04/2021 23:01,,,,EPA-10,"Heatherton Park, Cork"
481,03/04/2021 00:00,19.98,16.02,,EPA-10,"Heatherton Park, Cork"
482,03/04/2021 01:00,23.3,17.27,,EPA-10,"Heatherton Park, Cork"
483,03/04/2021 02:00,19.72,15.16,,EPA-10,"Heatherton Park, Cork"
484,03/04/2021 03:00,19.64,15.06,,EPA-10,"Heatherton Park, Cork"
485,03/04/2021 04:00,16.11,12.89,,EPA-10,"Heatherton Park, Cork"
486,03/04/2021 05:00,14.01,11.22,,EPA-10,"Heatherton Park, Cork"
487,03/04/2021 06:00,12.56,9.6,,EPA-10,"Heatherton Park, Cork"
488,03/04/2021 07:00,9.88,7.63,,EPA-10,"Heatherton Park, Cork"
489,03/04/2021 08:00,10.31,7.5,,EPA-10,"Heatherton Park, Cork"
490,03/04/2021 09:00,12.67,7.93,,EPA-10,"Heatherton Park, Cork"
491,03/04/2021 10:00,15.91,8.8,,EPA-10,"Heatherton Park, Cork"
492,03/04/2021 11:00,16.15,10.19,,EPA-10,"Heatherton Park, Cork"
493,03/04/2021 12:00,15.5,10.54,,EPA-10,"Heatherton Park, Cork"
494,03/04/2021 13:00,12.12,8.48,,EPA-10,"Heatherton Park, Cork"
495,03/04/2021 14:00,10.17,7,,EPA-10,"Heatherton Park, Cork"
496,03/04/2021 15:00,11,7.78,,EPA-10,"Heatherton Park, Cork"
497,03/04/2021 16:00,11,7.99,,EPA-10,"Heatherton Park, Cork"
498,03/04/2021 17:00,13.6,10.29,,EPA-10,"Heatherton Park, Cork"
499,03/04/2021 18:00,14.68,10.57,,EPA-10,"Heatherton Park, Cork"
500,03/04/2021 19:00,15.19,11.03,,EPA-10,"Heatherton Park, Cork"
501,03/04/2021 20:00,14.99,10.93,,EPA-10,"Heatherton Park, Cork"
502,03/04/2021 21:00,18.5,14.13,,EPA-10,"Heatherton Park, Cork"
503,03/04/2021 22:00,20.38,16.59,,EPA-10,"Heatherton Park, Cork"
504,03/04/2021 23:00,21.7,18.01,,EPA-10,"Heatherton Park, Cork"
505,04/04/2021 00:00,25.46,21.04,,EPA-10,"Heatherton Park, Cork"
506,04/04/2021 01:00,23.69,20.42,,EPA-10,"Heatherton Park, Cork"
507,04/04/2021 02:00,19.39,16.8,,EPA-10,"Heatherton Park, Cork"
508,04/04/2021 03:00,20.77,17.41,,EPA-10,"Heatherton Park, Cork"
509,04/04/2021 04:00,17.05,14.63,,EPA-10,"Heatherton Park, Cork"
510,04/04/2021 05:00,16.91,14.35,,EPA-10,"Heatherton Park, Cork"
511,04/04/2021 06:00,17.53,14.63,,EPA-10,"Heatherton Park, Cork"
512,04/04/2021 07:00,17.41,14.54,,EPA-10,"Heatherton Park, Cork"
513,04/04/2021 08:00,16.11,13.48,,EPA-10,"Heatherton Park, Cork"
514,04/04/2021 09:00,15,12.81,,EPA-10,"Heatherton Park, Cork"
515,04/04/2021 10:00,11.46,10.45,,EPA-10,"Heatherton Park, Cork"
516,04/04/2021 11:00,12.04,10.08,,EPA-10,"Heatherton Park, Cork"
517,04/04/2021 12:00,10.74,8.97,,EPA-10,"Heatherton Park, Cork"
518,04/04/2021 13:00,11.73,9.15,,EPA-10,"Heatherton Park, Cork"
519,04/04/2021 14:00,11.54,9.14,,EPA-10,"Heatherton Park, Cork"
520,04/04/2021 15:00,13.74,10.5,,EPA-10,"Heatherton Park, Cork"
521,04/04/2021 16:00,12.71,9.1,,EPA-10,"Heatherton Park, Cork"
522,04/04/2021 17:00,12.67,8.48,,EPA-10,"Heatherton Park, Cork"
523,04/04/2021 18:00,10.89,7.5,,EPA-10,"Heatherton Park, Cork"
524,04/04/2021 19:00,10.93,7.15,,EPA-10,"Heatherton Park, Cork"
525,04/04/2021 20:00,11.29,7.87,,EPA-10,"Heatherton Park, Cork"
526,04/04/2021 21:00,16.41,12.34,,EPA-10,"Heatherton Park, Cork"
527,04/04/2021 22:00,13.03,9.6,,EPA-10,"Heatherton Park, Cork"
528,04/04/2021 23:00,11.5,7.4,,EPA-10,"Heatherton Park, Cork"
529,05/04/2021 00:00,10.78,7.18,,EPA-10,"Heatherton Park, Cork"
530,05/04/2021 01:00,11.72,6.72,,EPA-10,"Heatherton Park, Cork"
531,05/04/2021 02:00,9.58,5.05,,EPA-10,"Heatherton Park, Cork"
532,05/04/2021 03:00,8.44,4.08,,EPA-10,"Heatherton Park, Cork"
533,05/04/2021 04:00,7.3,3.36,,EPA-10,"Heatherton Park, Cork"
534,05/04/2021 05:00,9.62,6.88,,EPA-10,"Heatherton Park, Cork"
535,05/04/2021 06:00,3.89,1.98,,EPA-10,"Heatherton Park, Cork"
536,05/04/2021 07:00,14,7.46,,EPA-10,"Heatherton Park, Cork"
537,05/04/2021 08:00,17.44,8.97,,EPA-10,"Heatherton Park, Cork"
538,05/04/2021 09:00,17.78,8.8,,EPA-10,"Heatherton Park, Cork"
539,05/04/2021 10:00,15.74,7.96,,EPA-10,"Heatherton Park, Cork"
540,05/04/2021 11:00,12.28,6.46,,EPA-10,"Heatherton Park, Cork"
541,05/04/2021 12:00,13.24,7.47,,EPA-10,"Heatherton Park, Cork"
542,05/04/2021 13:00,8.36,4.78,,EPA-10,"Heatherton Park, Cork"
543,05/04/2021 14:00,7.68,4.2,,EPA-10,"Heatherton Park, Cork"
544,05/04/2021 15:00,5.52,3.13,,EPA-10,"Heatherton Park, Cork"
545,05/04/2021 16:00,6.79,5.18,,EPA-10,"Heatherton Park, Cork"
546,05/04/2021 17:00,6.47,5.2,,EPA-10,"Heatherton Park, Cork"
547,05/04/2021 18:00,12.13,8.96,,EPA-10,"Heatherton Park, Cork"
548,05/04/2021 19:00,14.88,11.33,,EPA-10,"Heatherton Park, Cork"
549,05/04/2021 20:00,17.67,14.34,,EPA-10,"Heatherton Park, Cork"
550,05/04/2021 21:00,24.88,21.85,,EPA-10,"Heatherton Park, Cork"
551,05/04/2021 22:00,27.21,23.01,,EPA-10,"Heatherton Park, Cork"
552,05/04/2021 23:00,17.91,14.93,,EPA-10,"Heatherton Park, Cork"
553,06/04/2021 00:00,12.44,9.45,,EPA-10,"Heatherton Park, Cork"
554,06/04/2021 01:00,8.7,6.16,,EPA-10,"Heatherton Park, Cork"
555,06/04/2021 02:00,7.04,4.34,,EPA-10,"Heatherton Park, Cork"
556,06/04/2021 03:00,7.16,4.24,,EPA-10,"Heatherton Park, Cork"
557,06/04/2021 04:00,6.76,4.39,,EPA-10,"Heatherton Park, Cork"
558,06/04/2021 05:00,7.38,4.42,,EPA-10,"Heatherton Park, Cork"
559,06/04/2021 06:00,6.77,3.67,,EPA-10,"Heatherton Park, Cork"
560,06/04/2021 07:00,6.26,3.49,,EPA-10,"Heatherton Park, Cork"
561,06/04/2021 08:00,7.02,3.56,,EPA-10,"Heatherton Park, Cork"
562,06/04/2021 09:00,7.22,3.24,,EPA-10,"Heatherton Park, Cork"
563,06/04/2021 10:00,9.08,3.38,,EPA-10,"Heatherton Park, Cork"
564,06/04/2021 11:00,6.16,2.67,,EPA-10,"Heatherton Park, Cork"
565,06/04/2021 12:00,6.72,2.6,,EPA-10,"Heatherton Park, Cork"
566,06/04/2021 13:00,8.33,2.92,,EPA-10,"Heatherton Park, Cork"
567,06/04/2021 14:00,6.69,2.64,,EPA-10,"Heatherton Park, Cork"
568,06/04/2021 15:00,5.57,2.14,,EPA-10,"Heatherton Park, Cork"
569,06/04/2021 16:00,7.73,2.55,,EPA-10,"Heatherton Park, Cork"
570,06/04/2021 17:00,8.39,2.7,,EPA-10,"Heatherton Park, Cork"
571,06/04/2021 18:00,8.62,5.12,,EPA-10,"Heatherton Park, Cork"
572,06/04/2021 19:00,10.37,6.68,,EPA-10,"Heatherton Park, Cork"
573,06/04/2021 20:00,17.75,11.22,,EPA-10,"Heatherton Park, Cork"
574,06/04/2021 21:00,27.34,20.79,,EPA-10,"Heatherton Park, Cork"
575,06/04/2021 22:00,22.58,18.04,,EPA-10,"Heatherton Park, Cork"
576,06/04/2021 23:00,19.89,14.54,,EPA-10,"Heatherton Park, Cork"
577,07/04/2021 00:00,15.79,10.33,,EPA-10,"Heatherton Park, Cork"
578,07/04/2021 01:00,11.88,8.23,,EPA-10,"Heatherton Park, Cork"
579,07/04/2021 02:00,10.41,5.18,,EPA-10,"Heatherton Park, Cork"
580,07/04/2021 03:00,10.15,5.37,,EPA-10,"Heatherton Park, Cork"
581,07/04/2021 04:00,8.59,4.63,,EPA-10,"Heatherton Park, Cork"
582,07/04/2021 05:00,8.39,4.15,,EPA-10,"Heatherton Park, Cork"
583,07/04/2021 06:00,8.23,3.93,,EPA-10,"Heatherton Park, Cork"
584,07/04/2021 07:00,6.89,3.21,,EPA-10,"Heatherton Park, Cork"
585,07/04/2021 08:00,5.49,2.74,,EPA-10,"Heatherton Park, Cork"
586,07/04/2021 09:00,4.84,2.41,,EPA-10,"Heatherton Park, Cork"
587,07/04/2021 10:00,5.47,2.45,,EPA-10,"Heatherton Park, Cork"
588,07/04/2021 11:00,3.9,2.27,,EPA-10,"Heatherton Park, Cork"
589,07/04/2021 12:00,3.55,2.03,,EPA-10,"Heatherton Park, Cork"
590,07/04/2021 13:00,2.57,1.77,,EPA-10,"Heatherton Park, Cork"
591,07/04/2021 14:00,1.89,1.05,,EPA-10,"Heatherton Park, Cork"
592,07/04/2021 15:00,2.03,1.23,,EPA-10,"Heatherton Park, Cork"
593,07/04/2021 16:00,3.43,2.17,,EPA-10,"Heatherton Park, Cork"
594,07/04/2021 17:00,6.2,3.91,,EPA-10,"Heatherton Park, Cork"
595,07/04/2021 18:00,6.74,4.08,,EPA-10,"Heatherton Park, Cork"
596,07/04/2021 19:00,9.05,5.5,,EPA-10,"Heatherton Park, Cork"
597,07/04/2021 20:00,10.82,7.13,,EPA-10,"Heatherton Park, Cork"
598,07/04/2021 21:00,13.21,8.6,,EPA-10,"Heatherton Park, Cork"
599,07/04/2021 22:00,14.91,11.22,,EPA-10,"Heatherton Park, Cork"
600,07/04/2021 23:00,16.88,12.44,,EPA-10,"Heatherton Park, Cork"
601,08/04/2021 00:00,11.82,8,,EPA-10,"Heatherton Park, Cork"
602,08/04/2021 01:00,9.86,7.38,,EPA-10,"Heatherton Park, Cork"
603,08/04/2021 02:00,8.4,5.3,,EPA-10,"Heatherton Park, Cork"
604,08/04/2021 03:00,8.13,5.83,,EPA-10,"Heatherton Park, Cork"
605,08/04/2021 04:00,6.47,4.53,,EPA-10,"Heatherton Park, Cork"
606,08/04/2021 05:00,7.26,4.85,,EPA-10,"Heatherton Park, Cork"
607,08/04/2021 06:00,6.75,4.64,,EPA-10,"Heatherton Park, Cork"
608,08/04/2021 07:00,6.65,4.75,,EPA-10,"Heatherton Park, Cork"
609,08/04/2021 08:00,8.21,4.99,,EPA-10,"Heatherton Park, Cork"
610,08/04/2021 09:00,6.98,4.66,,EPA-10,"Heatherton Park, Cork"
611,08/04/2021 10:00,9.71,5.72,,EPA-10,"Heatherton Park, Cork"
612,08/04/2021 11:00,8.38,4.23,,EPA-10,"Heatherton Park, Cork"
613,08/04/2021 12:00,6.99,3.05,,EPA-10,"Heatherton Park, Cork"
614,08/04/2021 13:00,7.92,2.85,,EPA-10,"Heatherton Park, Cork"
615,08/04/2021 14:00,7.36,2.64,,EPA-10,"Heatherton Park, Cork"
616,08/04/2021 15:00,5.97,2.7,,EPA-10,"Heatherton Park, Cork"
617,08/04/2021 16:00,8.33,2.97,,EPA-10,"Heatherton Park, Cork"
618,08/04/2021 17:00,7.28,2.34,,EPA-10,"Heatherton Park, Cork"
619,08/04/2021 18:00,5.96,2.62,,EPA-10,"Heatherton Park, Cork"
620,08/04/2021 19:00,5.62,2.94,,EPA-10,"Heatherton Park, Cork"
621,08/04/2021 20:00,7.96,4.65,,EPA-10,"Heatherton Park, Cork"
622,08/04/2021 21:00,6.78,3.71,,EPA-10,"Heatherton Park, Cork"
623,08/04/2021 21:01,,,,EPA-10,"Heatherton Park, Cork"
624,08/04/2021 22:01,,,,EPA-10,"Heatherton Park, Cork"
625,08/04/2021 23:00,7.95,4.95,,EPA-10,"Heatherton Park, Cork"
626,09/04/2021 00:00,7.13,4.81,,EPA-10,"Heatherton Park, Cork"
627,09/04/2021 01:00,7.56,5.39,,EPA-10,"Heatherton Park, Cork"
628,09/04/2021 02:00,8.58,6.62,,EPA-10,"Heatherton Park, Cork"
629,09/04/2021 03:00,5.33,2.94,,EPA-10,"Heatherton Park, Cork"
630,09/04/2021 04:00,5.69,3.52,,EPA-10,"Heatherton Park, Cork"
631,09/04/2021 05:00,5.22,3.12,,EPA-10,"Heatherton Park, Cork"
632,09/04/2021 06:00,4.34,2.8,,EPA-10,"Heatherton Park, Cork"
633,09/04/2021 07:00,5.44,3.26,,EPA-10,"Heatherton Park, Cork"
634,09/04/2021 08:00,3.43,2.04,,EPA-10,"Heatherton Park, Cork"
635,09/04/2021 09:00,6.78,2.81,,EPA-10,"Heatherton Park, Cork"
636,09/04/2021 10:00,9.18,3.81,,EPA-10,"Heatherton Park, Cork"
637,09/04/2021 11:00,13.11,5.13,,EPA-10,"Heatherton Park, Cork"
638,09/04/2021 12:00,16.14,7.75,,EPA-10,"Heatherton Park, Cork"
639,09/04/2021 13:00,11.46,5.85,,EPA-10,"Heatherton Park, Cork"
640,09/04/2021 14:00,11.97,5.82,,EPA-10,"Heatherton Park, Cork"
641,09/04/2021 15:00,13,5.95,,EPA-10,"Heatherton Park, Cork"
642,09/04/2021 16:00,11.28,7.47,,EPA-10,"Heatherton Park, Cork"
643,09/04/2021 17:00,8.05,6.17,,EPA-10,"Heatherton Park, Cork"
644,09/04/2021 18:00,11.72,8.13,,EPA-10,"Heatherton Park, Cork"
645,09/04/2021 19:00,13.91,10.36,,EPA-10,"Heatherton Park, Cork"
646,09/04/2021 20:00,10.61,7.65,,EPA-10,"Heatherton Park, Cork"
647,09/04/2021 21:00,17.3,14.57,,EPA-10,"Heatherton Park, Cork"
648,09/04/2021 22:00,13.54,11.83,,EPA-10,"Heatherton Park, Cork"
649,09/04/2021 23:00,7.72,6.7,,EPA-10,"Heatherton Park, Cork"
650,10/04/2021 00:00,10.07,9.34,,EPA-10,"Heatherton Park, Cork"
651,10/04/2021 01:00,6.92,6,,EPA-10,"Heatherton Park, Cork"
652,10/04/2021 02:00,5.17,4.3,,EPA-10,"Heatherton Park, Cork"
653,10/04/2021 03:00,5.6,4.45,,EPA-10,"Heatherton Park, Cork"
654,10/04/2021 04:00,6.61,5.42,,EPA-10,"Heatherton Park, Cork"
655,10/04/2021 05:00,14.52,12.86,,EPA-10,"Heatherton Park, Cork"
656,10/04/2021 06:00,8.32,6.78,,EPA-10,"Heatherton Park, Cork"
657,10/04/2021 07:00,7.33,5.29,,EPA-10,"Heatherton Park, Cork"
658,10/04/2021 08:00,7.88,6.07,,EPA-10,"Heatherton Park, Cork"
659,10/04/2021 09:00,7.68,5.05,,EPA-10,"Heatherton Park, Cork"
660,10/04/2021 10:00,6.86,4.26,,EPA-10,"Heatherton Park, Cork"
661,10/04/2021 11:00,6.88,3.18,,EPA-10,"Heatherton Park, Cork"
662,10/04/2021 12:00,4.66,2.41,,EPA-10,"Heatherton Park, Cork"
663,10/04/2021 13:00,4.4,1.86,,EPA-10,"Heatherton Park, Cork"
664,10/04/2021 14:00,3.7,2.03,,EPA-10,"Heatherton Park, Cork"
665,10/04/2021 15:00,3.6,1.98,,EPA-10,"Heatherton Park, Cork"
666,10/04/2021 16:00,3.61,2.1,,EPA-10,"Heatherton Park, Cork"
667,10/04/2021 17:00,3.91,2.67,,EPA-10,"Heatherton Park, Cork"
668,10/04/2021 18:00,5.21,3.42,,EPA-10,"Heatherton Park, Cork"
669,10/04/2021 19:00,4.92,3.59,,EPA-10,"Heatherton Park, Cork"
670,10/04/2021 20:00,12.96,10.81,,EPA-10,"Heatherton Park, Cork"
671,10/04/2021 21:00,11.9,9.66,,EPA-10,"Heatherton Park, Cork"
672,10/04/2021 22:00,11.26,10.02,,EPA-10,"Heatherton Park, Cork"
673,10/04/2021 23:00,9.21,8.45,,EPA-10,"Heatherton Park, Cork"
674,11/04/2021 00:00,10.33,9.5,,EPA-10,"Heatherton Park, Cork"
675,11/04/2021 01:00,7.74,6.94,,EPA-10,"Heatherton Park, Cork"
676,11/04/2021 02:00,6.88,5.97,,EPA-10,"Heatherton Park, Cork"
677,11/04/2021 03:00,5.95,5.14,,EPA-10,"Heatherton Park, Cork"
678,11/04/2021 04:00,3.84,3.46,,EPA-10,"Heatherton Park, Cork"
679,11/04/2021 05:00,5.18,4.83,,EPA-10,"Heatherton Park, Cork"
680,11/04/2021 06:00,5.47,4.85,,EPA-10,"Heatherton Park, Cork"
681,11/04/2021 07:00,5.31,4.86,,EPA-10,"Heatherton Park, Cork"
682,11/04/2021 08:00,5.98,5.27,,EPA-10,"Heatherton Park, Cork"
683,11/04/2021 09:00,6.49,5.69,,EPA-10,"Heatherton Park, Cork"
684,11/04/2021 10:00,5.78,4.67,,EPA-10,"Heatherton Park, Cork"
685,11/04/2021 11:00,4.19,2.92,,EPA-10,"Heatherton Park, Cork"
686,11/04/2021 12:00,4.11,2.29,,EPA-10,"Heatherton Park, Cork"
687,11/04/2021 13:00,3.8,2.6,,EPA-10,"Heatherton Park, Cork"
688,11/04/2021 14:00,3.03,1.63,,EPA-10,"Heatherton Park, Cork"
689,11/04/2021 15:00,3.24,1.9,,EPA-10,"Heatherton Park, Cork"
690,11/04/2021 16:00,3.05,2.13,,EPA-10,"Heatherton Park, Cork"
691,11/04/2021 17:00,2.7,1.72,,EPA-10,"Heatherton Park, Cork"
692,11/04/2021 18:00,3.22,2.02,,EPA-10,"Heatherton Park, Cork"
693,11/04/2021 19:00,6.32,5.24,,EPA-10,"Heatherton Park, Cork"
694,11/04/2021 20:00,9.75,8.16,,EPA-10,"Heatherton Park, Cork"
695,11/04/2021 21:00,9.34,6.72,,EPA-10,"Heatherton Park, Cork"
696,11/04/2021 22:00,9.75,7.3,,EPA-10,"Heatherton Park, Cork"
697,11/04/2021 23:00,9.17,6.93,,EPA-10,"Heatherton Park, Cork"
698,12/04/2021 00:00,5.56,3.71,,EPA-10,"Heatherton Park, Cork"
699,12/04/2021 01:00,5.45,3.23,,EPA-10,"Heatherton Park, Cork"
700,12/04/2021 02:00,5.8,3.69,,EPA-10,"Heatherton Park, Cork"
701,12/04/2021 03:00,4.3,2.58,,EPA-10,"Heatherton Park, Cork"
702,12/04/2021 04:00,5.41,3.42,,EPA-10,"Heatherton Park, Cork"
703,12/04/2021 05:00,5.42,3.05,,EPA-10,"Heatherton Park, Cork"
704,12/04/2021 06:00,4.57,2.68,,EPA-10,"Heatherton Park, Cork"
705,12/04/2021 07:00,4.1,2.44,,EPA-10,"Heatherton Park, Cork"
706,12/04/2021 08:00,5.4,2.77,,EPA-10,"Heatherton Park, Cork"
707,12/04/2021 09:00,8.8,4.12,,EPA-10,"Heatherton Park, Cork"
708,12/04/2021 10:00,6.86,3.15,,EPA-10,"Heatherton Park, Cork"
709,12/04/2021 11:00,5.85,2.3,,EPA-10,"Heatherton Park, Cork"
710,12/04/2021 12:00,4.71,1.89,,EPA-10,"Heatherton Park, Cork"
711,12/04/2021 13:00,4.76,1.88,,EPA-10,"Heatherton Park, Cork"
712,12/04/2021 14:00,3.87,1.51,,EPA-10,"Heatherton Park, Cork"
713,12/04/2021 15:00,5.48,2,,EPA-10,"Heatherton Park, Cork"
714,12/04/2021 16:00,5.55,2.33,,EPA-10,"Heatherton Park, Cork"
715,12/04/2021 17:00,5.03,2.38,,EPA-10,"Heatherton Park, Cork"
716,12/04/2021 18:00,6.2,4.37,,EPA-10,"Heatherton Park, Cork"
717,12/04/2021 19:00,5.72,3.58,,EPA-10,"Heatherton Park, Cork"
718,12/04/2021 20:00,7.17,4.14,,EPA-10,"Heatherton Park, Cork"
719,12/04/2021 21:00,6.61,4.25,,EPA-10,"Heatherton Park, Cork"
720,12/04/2021 22:00,17.83,15.13,,EPA-10,"Heatherton Park, Cork"
721,12/04/2021 23:00,12.54,10.3,,EPA-10,"Heatherton Park, Cork"
722,13/04/2021 00:00,8.84,7.13,,EPA-10,"Heatherton Park, Cork"
723,13/04/2021 01:00,8.38,6.88,,EPA-10,"Heatherton Park, Cork"
724,13/04/2021 02:00,8.63,6.7,,EPA-10,"Heatherton Park, Cork"
725,13/04/2021 03:00,7.44,6.26,,EPA-10,"Heatherton Park, Cork"
726,13/04/2021 04:00,7.31,6.05,,EPA-10,"Heatherton Park, Cork"
727,13/04/2021 05:00,6.79,5.39,,EPA-10,"Heatherton Park, Cork"
728,13/04/2021 06:00,6.37,5.17,,EPA-10,"Heatherton Park, Cork"
729,13/04/2021 07:00,6.05,5.09,,EPA-10,"Heatherton Park, Cork"
730,13/04/2021 08:00,8.21,6.02,,EPA-10,"Heatherton Park, Cork"
731,13/04/2021 09:00,9.73,7.1,,EPA-10,"Heatherton Park, Cork"
732,13/04/2021 10:00,10.22,7.16,,EPA-10,"Heatherton Park, Cork"
733,13/04/2021 11:00,10.96,6.39,,EPA-10,"Heatherton Park, Cork"
734,13/04/2021 12:00,7.61,4.31,,EPA-10,"Heatherton Park, Cork"
735,13/04/2021 13:00,7.17,4.86,,EPA-10,"Heatherton Park, Cork"
736,13/04/2021 14:00,6.56,4.58,,EPA-10,"Heatherton Park, Cork"
737,13/04/2021 15:00,6.79,4.68,,EPA-10,"Heatherton Park, Cork"
738,13/04/2021 16:00,5.72,3.89,,EPA-10,"Heatherton Park, Cork"
739,13/04/2021 17:00,5.1,3.01,,EPA-10,"Heatherton Park, Cork"
740,13/04/2021 18:00,5.9,3.12,,EPA-10,"Heatherton Park, Cork"
741,13/04/2021 19:00,5.24,2.94,,EPA-10,"Heatherton Park, Cork"
742,13/04/2021 20:00,4.83,2.51,,EPA-10,"Heatherton Park, Cork"
743,13/04/2021 21:00,5.28,2.72,,EPA-10,"Heatherton Park, Cork"
744,13/04/2021 22:00,6.87,4.09,,EPA-10,"Heatherton Park, Cork"
745,13/04/2021 23:00,12.61,9.66,,EPA-10,"Heatherton Park, Cork"
746,14/04/2021 00:00,16.5,13.85,,EPA-10,"Heatherton Park, Cork"
747,14/04/2021 01:00,18.71,16.59,,EPA-10,"Heatherton Park, Cork"
748,14/04/2021 02:00,15.04,12.78,,EPA-10,"Heatherton Park, Cork"
749,14/04/2021 03:00,10.52,8.78,,EPA-10,"Heatherton Park, Cork"
750,14/04/2021 04:00,13.38,9.43,,EPA-10,"Heatherton Park, Cork"
751,14/04/2021 05:00,11.87,8.51,,EPA-10,"Heatherton Park, Cork"
752,14/04/2021 06:00,9.77,7.26,,EPA-10,"Heatherton Park, Cork"
753,14/04/2021 07:00,12.4,9.28,,EPA-10,"Heatherton Park, Cork"
754,14/04/2021 08:00,25.66,19.18,,EPA-10,"Heatherton Park, Cork"
755,14/04/2021 09:00,22.73,18.57,,EPA-10,"Heatherton Park, Cork"
756,14/04/2021 10:00,18.57,15.1,,EPA-10,"Heatherton Park, Cork"
757,14/04/2021 11:00,14.52,9.92,,EPA-10,"Heatherton Park, Cork"
758,14/04/2021 12:00,9.77,6.22,,EPA-10,"Heatherton Park, Cork"
759,14/04/2021 13:00,8.16,5.5,,EPA-10,"Heatherton Park, Cork"
760,14/04/2021 14:00,6.82,4.54,,EPA-10,"Heatherton Park, Cork"
761,14/04/2021 15:00,6.34,3.6,,EPA-10,"Heatherton Park, Cork"
762,14/04/2021 16:00,5.66,3.58,,EPA-10,"Heatherton Park, Cork"
