,Date and Time,PM10,PM2.5,SO2,Site,location,date,time,daily mean,daily max
161569,2021-08-16 01:00:00,23.6,18.03,,EPA-48,"Phoenix Park, Dublin 8",2021-08-16,01:00:00,6.3475,18.03
161613,2021-08-17 21:00:00,6.79,4.72,,EPA-48,"Phoenix Park, Dublin 8",2021-08-17,21:00:00,3.0262499999999997,4.72
161637,2021-08-18 21:00:00,7.34,5.4,,EPA-48,"Phoenix Park, Dublin 8",2021-08-18,21:00:00,2.9879166666666666,5.4
161663,2021-08-19 22:00:00,10.21,9.39,,EPA-48,"Phoenix Park, Dublin 8",2021-08-19,22:00:00,5.046521739130435,9.39
161675,2021-08-20 10:00:00,21.78,15.71,,EPA-48,"Phoenix Park, Dublin 8",2021-08-20,10:00:00,6.350434782608696,15.71
161711,2021-08-21 21:00:00,8.86,3.94,,EPA-48,"Phoenix Park, Dublin 8",2021-08-21,21:00:00,2.5016666666666665,3.94
161737,2021-08-22 23:00:00,12.8,7.06,,EPA-48,"Phoenix Park, Dublin 8",2021-08-22,23:00:00,4.672916666666667,7.06
161748,2021-08-23 10:00:00,14.24,10.12,,EPA-48,"Phoenix Park, Dublin 8",2021-08-23,10:00:00,4.9750000000000005,10.12
161775,2021-08-24 13:00:00,20.61,15.23,,EPA-48,"Phoenix Park, Dublin 8",2021-08-24,13:00:00,8.878333333333334,15.23
161797,2021-08-25 11:00:00,21.74,11.1,,EPA-48,"Phoenix Park, Dublin 8",2021-08-25,11:00:00,6.465,11.1
161821,2021-08-26 11:00:00,49.58,15.3,,EPA-48,"Phoenix Park, Dublin 8",2021-08-26,11:00:00,9.101304347826087,15.3
161843,2021-08-27 08:00:00,13.46,10.47,,EPA-48,"Phoenix Park, Dublin 8",2021-08-27,08:00:00,7.89875,10.47
161859,2021-08-28 00:00:00,11.75,9.33,,EPA-48,"Phoenix Park, Dublin 8",2021-08-28,00:00:00,6.408695652173913,9.33
161894,2021-08-29 10:00:00,23.42,19.27,,EPA-48,"Phoenix Park, Dublin 8",2021-08-29,10:00:00,10.090416666666666,19.27
161908,2021-08-30 00:00:00,8.24,5.6,,EPA-48,"Phoenix Park, Dublin 8",2021-08-30,00:00:00,3.5245833333333336,5.6
161944,2021-08-31 12:00:00,8.87,4.74,,EPA-48,"Phoenix Park, Dublin 8",2021-08-31,12:00:00,3.892916666666667,4.74
161978,2021-09-01 22:00:00,13.59,9.3,,EPA-48,"Phoenix Park, Dublin 8",2021-09-01,22:00:00,4.855833333333333,9.3
161993,2021-09-02 13:00:00,16.13,11.41,,EPA-48,"Phoenix Park, Dublin 8",2021-09-02,13:00:00,8.1725,11.41
162013,2021-09-03 09:00:00,29.94,17.27,,EPA-48,"Phoenix Park, Dublin 8",2021-09-03,09:00:00,10.305416666666668,17.27
162048,2021-09-04 20:00:00,25.93,20.24,,EPA-48,"Phoenix Park, Dublin 8",2021-09-04,20:00:00,16.559583333333332,20.24
162064,2021-09-05 12:00:00,28.29,21.47,,EPA-48,"Phoenix Park, Dublin 8",2021-09-05,12:00:00,17.300833333333333,21.47
162076,2021-09-06 00:00:00,18.49,14.68,,EPA-48,"Phoenix Park, Dublin 8",2021-09-06,00:00:00,10.985,14.68
162123,2021-09-07 23:00:00,32.36,28.97,,EPA-48,"Phoenix Park, Dublin 8",2021-09-07,23:00:00,15.142083333333334,28.97
162125,2021-09-08 01:00:00,40.25,37.5,,EPA-48,"Phoenix Park, Dublin 8",2021-09-08,01:00:00,23.36,37.5
162149,2021-09-29 21:00:00,9.23,4.07,,EPA-48,"Phoenix Park, Dublin 8",2021-09-29,21:00:00,2.9692857142857143,4.07
162170,2021-09-30 18:00:00,12.24,7.24,,EPA-48,"Phoenix Park, Dublin 8",2021-09-30,18:00:00,2.9075,7.24
162178,2021-10-01 02:00:00,8.26,5.13,,EPA-48,"Phoenix Park, Dublin 8",2021-10-01,02:00:00,3.386086956521739,5.13
162224,2021-10-02 23:00:00,6.98,4.51,,EPA-48,"Phoenix Park, Dublin 8",2021-10-02,23:00:00,2.2420833333333334,4.51
162246,2021-10-03 21:00:00,7.27,4.99,,EPA-48,"Phoenix Park, Dublin 8",2021-10-03,21:00:00,2.4391666666666665,4.99
162249,2021-10-04 00:00:00,6.41,3.54,,EPA-48,"Phoenix Park, Dublin 8",2021-10-04,00:00:00,2.5120833333333334,3.54
162280,2021-10-05 07:00:00,5.1,3.34,,EPA-48,"Phoenix Park, Dublin 8",2021-10-05,07:00:00,1.8204166666666666,3.34
162308,2021-10-06 11:00:00,11.24,3.79,,EPA-48,"Phoenix Park, Dublin 8",2021-10-06,11:00:00,2.612083333333333,3.79
162323,2021-10-07 02:00:00,6.1,3.59,,EPA-48,"Phoenix Park, Dublin 8",2021-10-07,02:00:00,1.5,3.59
162355,2021-10-08 10:00:00,7.76,4.19,,EPA-48,"Phoenix Park, Dublin 8",2021-10-08,10:00:00,2.669583333333333,4.19
162369,2021-10-09 00:00:00,4.62,3.32,,EPA-48,"Phoenix Park, Dublin 8",2021-10-09,00:00:00,1.9958333333333333,3.32
162398,2021-10-10 05:00:00,9.23,8.19,,EPA-48,"Phoenix Park, Dublin 8",2021-10-10,05:00:00,4.343333333333333,8.19
162440,2021-10-11 23:00:00,13.59,10.39,,EPA-48,"Phoenix Park, Dublin 8",2021-10-11,23:00:00,6.58125,10.39
162442,2021-10-12 01:00:00,13.28,10.18,,EPA-48,"Phoenix Park, Dublin 8",2021-10-12,01:00:00,5.144166666666666,10.18
162488,2021-10-13 23:00:00,10.09,7.54,,EPA-48,"Phoenix Park, Dublin 8",2021-10-13,23:00:00,5.150416666666667,7.54
162489,2021-10-14 00:00:00,9.67,7.66,,EPA-48,"Phoenix Park, Dublin 8",2021-10-14,00:00:00,4.55625,7.66
162515,2021-10-15 23:00:00,10.41,8.91,,EPA-48,"Phoenix Park, Dublin 8",2021-10-15,23:00:00,3.7353333333333336,8.91
162518,2021-10-16 02:00:00,10.13,8.62,,EPA-48,"Phoenix Park, Dublin 8",2021-10-16,02:00:00,4.1068181818181815,8.62
162561,2021-10-17 21:00:00,5.39,4.08,,EPA-48,"Phoenix Park, Dublin 8",2021-10-17,21:00:00,1.3916666666666666,4.08
162569,2021-10-18 05:00:00,6.12,4.34,,EPA-48,"Phoenix Park, Dublin 8",2021-10-18,05:00:00,2.09625,4.34
162608,2021-10-19 20:00:00,10.87,6.01,,EPA-48,"Phoenix Park, Dublin 8",2021-10-19,20:00:00,2.779166666666667,6.01
162632,2021-10-20 20:00:00,11.95,6.35,,EPA-48,"Phoenix Park, Dublin 8",2021-10-20,20:00:00,4.572916666666667,6.35
162658,2021-10-21 22:00:00,8.52,5.51,,EPA-48,"Phoenix Park, Dublin 8",2021-10-21,22:00:00,3.390416666666667,5.51
162660,2021-10-22 00:00:00,8.18,4.74,,EPA-48,"Phoenix Park, Dublin 8",2021-10-22,00:00:00,2.4829166666666667,4.74
162705,2021-10-23 21:00:00,8.91,5.1,,EPA-48,"Phoenix Park, Dublin 8",2021-10-23,21:00:00,2.2570833333333336,5.1
162718,2021-10-24 10:00:00,7.26,4.08,,EPA-48,"Phoenix Park, Dublin 8",2021-10-24,10:00:00,2.73625,4.08
162721,2021-10-24 13:00:00,7.34,4.08,,EPA-48,"Phoenix Park, Dublin 8",2021-10-24,13:00:00,2.73625,4.08
162753,2021-10-25 21:00:00,9.31,6.51,,EPA-48,"Phoenix Park, Dublin 8",2021-10-25,21:00:00,3.594583333333333,6.51
162777,2021-10-26 21:00:00,9.91,6.14,,EPA-48,"Phoenix Park, Dublin 8",2021-10-26,21:00:00,3.9691666666666667,6.14
162781,2021-10-27 01:00:00,7.79,4.62,,EPA-48,"Phoenix Park, Dublin 8",2021-10-27,01:00:00,1.4191666666666667,4.62
162826,2021-10-28 22:00:00,6.59,3.74,,EPA-48,"Phoenix Park, Dublin 8",2021-10-28,22:00:00,1.9033333333333333,3.74
162831,2021-10-29 03:00:00,7.68,4.79,,EPA-48,"Phoenix Park, Dublin 8",2021-10-29,03:00:00,3.46625,4.79
162873,2021-10-30 21:00:00,11.27,9.42,,EPA-48,"Phoenix Park, Dublin 8",2021-10-30,21:00:00,2.12125,9.42
162898,2021-10-31 22:00:00,7.85,7.13,,EPA-48,"Phoenix Park, Dublin 8",2021-10-31,22:00:00,3.1345833333333335,7.13
162922,2021-11-01 22:00:00,6.98,5.48,,EPA-48,"Phoenix Park, Dublin 8",2021-11-01,22:00:00,3.237083333333333,5.48
162946,2021-11-02 22:00:00,6.96,4.89,,EPA-48,"Phoenix Park, Dublin 8",2021-11-02,22:00:00,3.3974999999999995,4.89
162968,2021-11-03 20:00:00,7.52,4.35,,EPA-48,"Phoenix Park, Dublin 8",2021-11-03,20:00:00,2.7579166666666666,4.35
162993,2021-11-04 21:00:00,8.85,4.69,,EPA-48,"Phoenix Park, Dublin 8",2021-11-04,21:00:00,2.6795833333333334,4.69
162998,2021-11-05 02:00:00,9.43,5.4,,EPA-48,"Phoenix Park, Dublin 8",2021-11-05,02:00:00,3.8370833333333336,5.4
163040,2021-11-06 20:00:00,14.99,9.52,,EPA-48,"Phoenix Park, Dublin 8",2021-11-06,20:00:00,3.6970833333333335,9.52
163065,2021-11-07 21:00:00,16.98,12.9,,EPA-48,"Phoenix Park, Dublin 8",2021-11-07,21:00:00,7.577500000000001,12.9
163069,2021-11-08 01:00:00,17.4,14.7,,EPA-48,"Phoenix Park, Dublin 8",2021-11-08,01:00:00,5.540416666666666,14.7
163112,2021-11-09 20:00:00,14.58,8.53,,EPA-48,"Phoenix Park, Dublin 8",2021-11-09,20:00:00,3.6975,8.53
163138,2021-11-10 22:00:00,17.76,10.66,,EPA-48,"Phoenix Park, Dublin 8",2021-11-10,22:00:00,5.819166666666667,10.66
163140,2021-11-11 00:00:00,12.04,7.97,,EPA-48,"Phoenix Park, Dublin 8",2021-11-11,00:00:00,3.347826086956522,7.97
163170,2021-11-12 05:00:00,19.46,11.56,,EPA-48,"Phoenix Park, Dublin 8",2021-11-12,05:00:00,4.8966666666666665,11.56
163209,2021-11-13 20:00:00,12.79,9.03,,EPA-48,"Phoenix Park, Dublin 8",2021-11-13,20:00:00,3.762916666666667,9.03
163215,2021-11-14 02:00:00,22.26,17.95,,EPA-48,"Phoenix Park, Dublin 8",2021-11-14,02:00:00,9.5825,17.95
163260,2021-11-15 23:00:00,17.67,11.94,,EPA-48,"Phoenix Park, Dublin 8",2021-11-15,23:00:00,4.141666666666667,11.94
163261,2021-11-16 00:00:00,15.43,10.84,,EPA-48,"Phoenix Park, Dublin 8",2021-11-16,00:00:00,4.82,10.84
163288,2021-11-17 03:00:00,24.07,12.21,,EPA-48,"Phoenix Park, Dublin 8",2021-11-17,03:00:00,9.86125,12.21
163309,2021-11-18 00:00:00,10.37,6.55,,EPA-48,"Phoenix Park, Dublin 8",2021-11-18,00:00:00,2.3058333333333336,6.55
163355,2021-11-19 22:00:00,7.68,5.22,,EPA-48,"Phoenix Park, Dublin 8",2021-11-19,22:00:00,2.1225,5.22
163378,2021-11-20 21:00:00,16.61,10.65,,EPA-48,"Phoenix Park, Dublin 8",2021-11-20,21:00:00,4.203333333333333,10.65
163402,2021-11-21 21:00:00,14.05,10.82,,EPA-48,"Phoenix Park, Dublin 8",2021-11-21,21:00:00,5.709583333333334,10.82
163428,2021-11-22 23:00:00,29.39,26.0,,EPA-48,"Phoenix Park, Dublin 8",2021-11-22,23:00:00,9.580833333333333,26.0
163429,2021-11-23 00:00:00,26.79,24.3,,EPA-48,"Phoenix Park, Dublin 8",2021-11-23,00:00:00,10.738750000000001,24.3
163474,2021-11-24 21:00:00,15.33,12.07,,EPA-48,"Phoenix Park, Dublin 8",2021-11-24,21:00:00,6.298333333333333,12.07
163499,2021-11-25 22:00:00,15.14,10.04,,EPA-48,"Phoenix Park, Dublin 8",2021-11-25,22:00:00,6.685833333333334,10.04
163524,2021-11-26 23:00:00,13.96,8.07,,EPA-48,"Phoenix Park, Dublin 8",2021-11-26,23:00:00,4.654166666666667,8.07
163525,2021-11-27 00:00:00,19.97,10.38,,EPA-48,"Phoenix Park, Dublin 8",2021-11-27,00:00:00,5.5425,10.38
163572,2021-11-28 23:00:00,16.45,14.68,,EPA-48,"Phoenix Park, Dublin 8",2021-11-28,23:00:00,6.993333333333333,14.68
163573,2021-11-29 00:00:00,18.31,16.18,,EPA-48,"Phoenix Park, Dublin 8",2021-11-29,00:00:00,7.364999999999999,16.18
163597,2021-11-30 00:00:00,4.45,3.73,,EPA-48,"Phoenix Park, Dublin 8",2021-11-30,00:00:00,1.7270833333333335,3.73
163632,2021-12-01 11:00:00,15.14,8.18,,EPA-48,"Phoenix Park, Dublin 8",2021-12-01,11:00:00,4.057083333333334,8.18
163665,2021-12-02 20:00:00,12.91,7.49,,EPA-48,"Phoenix Park, Dublin 8",2021-12-02,20:00:00,4.7404166666666665,7.49
163687,2021-12-03 18:00:00,22.91,11.15,,EPA-48,"Phoenix Park, Dublin 8",2021-12-03,18:00:00,6.475416666666667,11.15
163696,2021-12-04 03:00:00,9.05,5.08,,EPA-48,"Phoenix Park, Dublin 8",2021-12-04,03:00:00,3.314583333333333,5.08
163738,2021-12-05 21:00:00,21.74,18.88,,EPA-48,"Phoenix Park, Dublin 8",2021-12-05,21:00:00,6.013333333333333,18.88
163742,2021-12-06 01:00:00,18.66,16.65,,EPA-48,"Phoenix Park, Dublin 8",2021-12-06,01:00:00,5.472083333333333,16.65
163776,2021-12-07 11:00:00,12.13,6.7,,EPA-48,"Phoenix Park, Dublin 8",2021-12-07,11:00:00,3.6495833333333336,6.7
163808,2021-12-08 19:00:00,16.3,8.77,,EPA-48,"Phoenix Park, Dublin 8",2021-12-08,19:00:00,4.815416666666667,8.77
163832,2021-12-09 19:00:00,12.53,7.98,,EPA-48,"Phoenix Park, Dublin 8",2021-12-09,19:00:00,4.66125,7.98
163858,2021-12-10 21:00:00,18.27,12.64,,EPA-48,"Phoenix Park, Dublin 8",2021-12-10,21:00:00,5.8566666666666665,12.64
163861,2021-12-11 00:00:00,18.45,10.29,,EPA-48,"Phoenix Park, Dublin 8",2021-12-11,00:00:00,4.182916666666666,10.29
163907,2021-12-12 22:00:00,7.71,4.74,,EPA-48,"Phoenix Park, Dublin 8",2021-12-12,22:00:00,2.36875,4.74
163930,2021-12-13 21:00:00,49.97,43.29,,EPA-48,"Phoenix Park, Dublin 8",2021-12-13,21:00:00,11.276666666666666,43.29
163933,2021-12-14 00:00:00,24.82,23.52,,EPA-48,"Phoenix Park, Dublin 8",2021-12-14,00:00:00,6.59,23.52
163978,2021-12-15 21:00:00,8.47,6.78,,EPA-48,"Phoenix Park, Dublin 8",2021-12-15,21:00:00,3.0208333333333335,6.78
164003,2021-12-16 22:00:00,11.37,9.23,,EPA-48,"Phoenix Park, Dublin 8",2021-12-16,22:00:00,5.1025,9.23
164015,2021-12-17 10:00:00,19.9,16.99,,EPA-48,"Phoenix Park, Dublin 8",2021-12-17,10:00:00,8.777916666666666,16.99
164052,2021-12-18 23:00:00,37.22,34.97,,EPA-48,"Phoenix Park, Dublin 8",2021-12-18,23:00:00,15.704166666666666,34.97
164053,2021-12-19 00:00:00,34.13,32.53,,EPA-48,"Phoenix Park, Dublin 8",2021-12-19,00:00:00,15.739583333333334,32.53
164082,2021-12-20 05:00:00,15.76,14.71,,EPA-48,"Phoenix Park, Dublin 8",2021-12-20,05:00:00,8.133333333333333,14.71
164124,2021-12-21 23:00:00,23.51,17.26,,EPA-48,"Phoenix Park, Dublin 8",2021-12-21,23:00:00,10.957500000000001,17.26
164130,2021-12-22 05:00:00,24.32,19.79,,EPA-48,"Phoenix Park, Dublin 8",2021-12-22,05:00:00,11.286666666666667,19.79
164171,2021-12-23 22:00:00,14.37,9.37,,EPA-48,"Phoenix Park, Dublin 8",2021-12-23,22:00:00,5.205,9.37
164196,2021-12-24 23:00:00,15.33,13.18,,EPA-48,"Phoenix Park, Dublin 8",2021-12-24,23:00:00,7.597916666666666,13.18
164197,2021-12-25 00:00:00,16.12,13.31,,EPA-48,"Phoenix Park, Dublin 8",2021-12-25,00:00:00,5.779583333333334,13.31
164240,2021-12-26 19:00:00,14.06,12.46,,EPA-48,"Phoenix Park, Dublin 8",2021-12-26,19:00:00,4.976666666666667,12.46
164248,2021-12-27 03:00:00,15.39,13.24,,EPA-48,"Phoenix Park, Dublin 8",2021-12-27,03:00:00,7.819583333333333,13.24
164292,2021-12-28 23:00:00,32.02,29.41,,EPA-48,"Phoenix Park, Dublin 8",2021-12-28,23:00:00,9.389166666666666,29.41
164294,2021-12-29 01:00:00,49.08,44.81,,EPA-48,"Phoenix Park, Dublin 8",2021-12-29,01:00:00,11.040416666666667,44.81
164335,2021-12-30 18:00:00,13.48,11.97,,EPA-48,"Phoenix Park, Dublin 8",2021-12-30,18:00:00,2.56875,11.97
164360,2021-12-31 19:00:00,15.04,9.53,,EPA-48,"Phoenix Park, Dublin 8",2021-12-31,19:00:00,6.544583333333333,9.53
164372,2022-01-01 07:00:00,27.44,16.65,,EPA-48,"Phoenix Park, Dublin 8",2022-01-01,07:00:00,12.045833333333334,16.65
164389,2022-01-02 00:00:00,20.2,11.3,,EPA-48,"Phoenix Park, Dublin 8",2022-01-02,00:00:00,6.827916666666667,11.3
164432,2022-01-03 19:00:00,13.59,8.52,,EPA-48,"Phoenix Park, Dublin 8",2022-01-03,19:00:00,6.516666666666667,8.52
164459,2022-01-04 22:00:00,13.56,10.19,,EPA-48,"Phoenix Park, Dublin 8",2022-01-04,22:00:00,6.3254166666666665,10.19
164482,2022-01-05 21:00:00,29.02,22.7,,EPA-48,"Phoenix Park, Dublin 8",2022-01-05,21:00:00,10.137916666666667,22.7
164485,2022-01-06 00:00:00,16.05,12.06,,EPA-48,"Phoenix Park, Dublin 8",2022-01-06,00:00:00,3.86,12.06
164530,2022-01-07 21:00:00,12.85,8.83,,EPA-48,"Phoenix Park, Dublin 8",2022-01-07,21:00:00,4.17375,8.83
164544,2022-01-08 11:00:00,28.51,17.18,,EPA-48,"Phoenix Park, Dublin 8",2022-01-08,11:00:00,6.980833333333333,17.18
164576,2022-01-09 19:00:00,23.74,15.6,,EPA-48,"Phoenix Park, Dublin 8",2022-01-09,19:00:00,7.989583333333333,15.6
164582,2022-01-10 01:00:00,13.71,12.33,,EPA-48,"Phoenix Park, Dublin 8",2022-01-10,01:00:00,5.294583333333333,12.33
164623,2022-01-11 18:00:00,21.9,12.49,,EPA-48,"Phoenix Park, Dublin 8",2022-01-11,18:00:00,9.412083333333333,12.49
164649,2022-01-12 20:00:00,20.34,14.98,,EPA-48,"Phoenix Park, Dublin 8",2022-01-12,20:00:00,6.764166666666667,14.98
164675,2022-01-13 22:00:00,20.08,17.03,,EPA-48,"Phoenix Park, Dublin 8",2022-01-13,22:00:00,8.1075,17.03
164700,2022-01-14 23:00:00,39.07,37.08,,EPA-48,"Phoenix Park, Dublin 8",2022-01-14,23:00:00,15.25625,37.08
164701,2022-01-15 00:00:00,56.0,53.28,,EPA-48,"Phoenix Park, Dublin 8",2022-01-15,00:00:00,18.298333333333332,53.28
164748,2022-01-16 23:00:00,32.33,26.4,,EPA-48,"Phoenix Park, Dublin 8",2022-01-16,23:00:00,10.847083333333332,26.4
164771,2022-01-17 22:00:00,94.11,87.94,,EPA-48,"Phoenix Park, Dublin 8",2022-01-17,22:00:00,20.3825,87.94
164773,2022-01-18 00:00:00,98.98,90.48,,EPA-48,"Phoenix Park, Dublin 8",2022-01-18,00:00:00,22.3425,90.48
164818,2022-01-19 21:00:00,16.36,10.88,,EPA-48,"Phoenix Park, Dublin 8",2022-01-19,21:00:00,6.545833333333333,10.88
164843,2022-01-20 22:00:00,38.45,30.35,,EPA-48,"Phoenix Park, Dublin 8",2022-01-20,22:00:00,10.1925,30.35
164845,2022-01-21 00:00:00,31.58,25.12,,EPA-48,"Phoenix Park, Dublin 8",2022-01-21,00:00:00,10.875833333333333,25.12
164869,2022-01-22 00:00:00,13.07,10.95,,EPA-48,"Phoenix Park, Dublin 8",2022-01-22,00:00:00,5.5225,10.95
164913,2022-01-23 20:00:00,19.69,10.62,,EPA-48,"Phoenix Park, Dublin 8",2022-01-23,20:00:00,6.213333333333334,10.62
164938,2022-01-24 21:00:00,43.82,32.51,,EPA-48,"Phoenix Park, Dublin 8",2022-01-24,21:00:00,19.554166666666667,32.51
164941,2022-01-25 00:00:00,29.07,21.66,,EPA-48,"Phoenix Park, Dublin 8",2022-01-25,00:00:00,13.020000000000001,21.66
164969,2022-01-26 04:00:00,22.94,16.72,,EPA-48,"Phoenix Park, Dublin 8",2022-01-26,04:00:00,9.952083333333333,16.72
165012,2022-01-27 23:00:00,13.8,10.69,,EPA-48,"Phoenix Park, Dublin 8",2022-01-27,23:00:00,3.855833333333333,10.69
165015,2022-01-28 02:00:00,21.83,18.34,,EPA-48,"Phoenix Park, Dublin 8",2022-01-28,02:00:00,5.746086956521739,18.34
165062,2022-01-29 23:00:00,22.2,15.12,,EPA-48,"Phoenix Park, Dublin 8",2022-01-29,23:00:00,7.6726086956521735,15.12
165063,2022-01-30 00:00:00,21.83,15.41,,EPA-48,"Phoenix Park, Dublin 8",2022-01-30,00:00:00,7.990833333333334,15.41
165109,2022-01-31 22:00:00,17.95,10.13,,EPA-48,"Phoenix Park, Dublin 8",2022-01-31,22:00:00,7.437916666666666,10.13
165111,2022-02-01 00:00:00,14.7,9.08,,EPA-48,"Phoenix Park, Dublin 8",2022-02-01,00:00:00,3.03,9.08
165146,2022-02-02 11:00:00,20.34,10.04,,EPA-48,"Phoenix Park, Dublin 8",2022-02-02,11:00:00,5.765833333333333,10.04
165177,2022-02-03 18:00:00,22.09,8.7,,EPA-48,"Phoenix Park, Dublin 8",2022-02-03,18:00:00,3.9966666666666666,8.7
165206,2022-02-04 23:00:00,11.64,8.04,,EPA-48,"Phoenix Park, Dublin 8",2022-02-04,23:00:00,4.354583333333333,8.04
165207,2022-02-05 00:00:00,12.53,7.64,,EPA-48,"Phoenix Park, Dublin 8",2022-02-05,00:00:00,4.59625,7.64
165251,2022-02-06 20:00:00,17.84,11.01,,EPA-48,"Phoenix Park, Dublin 8",2022-02-06,20:00:00,5.225416666666667,11.01
165255,2022-02-07 00:00:00,15.44,10.16,,EPA-48,"Phoenix Park, Dublin 8",2022-02-07,00:00:00,5.2375,10.16
165280,2022-02-08 01:00:00,7.43,4.13,,EPA-48,"Phoenix Park, Dublin 8",2022-02-08,01:00:00,2.0545833333333334,4.13
165324,2022-02-09 21:00:00,10.75,7.21,,EPA-48,"Phoenix Park, Dublin 8",2022-02-09,21:00:00,4.4525,7.21
165350,2022-02-10 22:00:00,11.31,9.42,,EPA-48,"Phoenix Park, Dublin 8",2022-02-10,22:00:00,4.885217391304348,9.42
165352,2022-02-11 00:00:00,11.82,8.09,,EPA-48,"Phoenix Park, Dublin 8",2022-02-11,00:00:00,5.04,8.09
165395,2022-02-12 19:00:00,13.46,8.95,,EPA-48,"Phoenix Park, Dublin 8",2022-02-12,19:00:00,3.8058333333333336,8.95
165400,2022-02-13 00:00:00,8.56,5.49,,EPA-48,"Phoenix Park, Dublin 8",2022-02-13,00:00:00,2.0175,5.49
165445,2022-02-14 21:00:00,12.57,8.37,,EPA-48,"Phoenix Park, Dublin 8",2022-02-14,21:00:00,3.09125,8.37
165459,2022-02-15 11:00:00,24.15,12.94,,EPA-48,"Phoenix Park, Dublin 8",2022-02-15,11:00:00,7.859583333333333,12.94
165479,2022-02-16 07:00:00,26.96,17.94,,EPA-48,"Phoenix Park, Dublin 8",2022-02-16,07:00:00,8.522083333333333,17.94
165518,2022-02-17 22:00:00,19.0,9.98,,EPA-48,"Phoenix Park, Dublin 8",2022-02-17,22:00:00,4.942916666666666,9.98
165525,2022-02-18 05:00:00,19.38,10.34,,EPA-48,"Phoenix Park, Dublin 8",2022-02-18,05:00:00,3.4745833333333334,10.34
165563,2022-02-19 19:00:00,12.5,8.51,,EPA-48,"Phoenix Park, Dublin 8",2022-02-19,19:00:00,3.705833333333333,8.51
165570,2022-02-20 02:00:00,19.13,13.55,,EPA-48,"Phoenix Park, Dublin 8",2022-02-20,02:00:00,5.760000000000001,13.55
165612,2022-02-21 20:00:00,36.91,21.11,,EPA-48,"Phoenix Park, Dublin 8",2022-02-21,20:00:00,12.162083333333333,21.11
165638,2022-02-22 22:00:00,16.34,9.52,,EPA-48,"Phoenix Park, Dublin 8",2022-02-22,22:00:00,6.305833333333333,9.52
165641,2022-02-23 01:00:00,19.1,9.9,,EPA-48,"Phoenix Park, Dublin 8",2022-02-23,01:00:00,4.873333333333334,9.9
165683,2022-02-24 19:00:00,13.47,7.99,,EPA-48,"Phoenix Park, Dublin 8",2022-02-24,19:00:00,3.9904166666666665,7.99
165698,2022-02-25 10:00:00,18.57,9.0,,EPA-48,"Phoenix Park, Dublin 8",2022-02-25,10:00:00,6.171250000000001,9.0
165733,2022-02-26 21:00:00,18.61,10.21,,EPA-48,"Phoenix Park, Dublin 8",2022-02-26,21:00:00,5.295,10.21
165746,2022-02-27 10:00:00,22.69,11.46,,EPA-48,"Phoenix Park, Dublin 8",2022-02-27,10:00:00,8.53125,11.46
165783,2022-02-28 23:00:00,19.42,15.24,,EPA-48,"Phoenix Park, Dublin 8",2022-02-28,23:00:00,5.7562500000000005,15.24
165784,2022-03-01 00:00:00,20.46,16.81,,EPA-48,"Phoenix Park, Dublin 8",2022-03-01,00:00:00,10.165833333333333,16.81
165810,2022-03-02 02:00:00,19.56,12.34,,EPA-48,"Phoenix Park, Dublin 8",2022-03-02,02:00:00,4.769583333333333,12.34
165855,2022-03-03 23:00:00,11.35,8.59,,EPA-48,"Phoenix Park, Dublin 8",2022-03-03,23:00:00,5.510416666666667,8.59
165877,2022-03-04 21:00:00,19.89,16.68,,EPA-48,"Phoenix Park, Dublin 8",2022-03-04,21:00:00,4.869166666666667,16.68
165901,2022-03-05 21:00:00,26.95,21.63,,EPA-48,"Phoenix Park, Dublin 8",2022-03-05,21:00:00,7.264166666666667,21.63
165927,2022-03-06 23:00:00,35.69,28.22,,EPA-48,"Phoenix Park, Dublin 8",2022-03-06,23:00:00,13.684166666666668,28.22
165929,2022-03-07 01:00:00,42.7,36.41,,EPA-48,"Phoenix Park, Dublin 8",2022-03-07,01:00:00,10.071250000000001,36.41
165961,2022-03-08 09:00:00,39.4,29.93,,EPA-48,"Phoenix Park, Dublin 8",2022-03-08,09:00:00,17.19875,29.93
165999,2022-03-09 23:00:00,8.86,8.19,,EPA-48,"Phoenix Park, Dublin 8",2022-03-09,23:00:00,4.539583333333334,8.19
166000,2022-03-10 00:00:00,8.41,7.89,,EPA-48,"Phoenix Park, Dublin 8",2022-03-10,00:00:00,4.822916666666667,7.89
166030,2022-03-11 06:00:00,14.2,8.92,,EPA-48,"Phoenix Park, Dublin 8",2022-03-11,06:00:00,5.451666666666667,8.92
166069,2022-03-12 21:00:00,12.59,7.14,,EPA-48,"Phoenix Park, Dublin 8",2022-03-12,21:00:00,4.572916666666667,7.14
166075,2022-03-13 03:00:00,25.84,15.38,,EPA-48,"Phoenix Park, Dublin 8",2022-03-13,03:00:00,6.065416666666667,15.38
166119,2022-03-14 23:00:00,22.44,13.9,,EPA-48,"Phoenix Park, Dublin 8",2022-03-14,23:00:00,5.777916666666666,13.9
124531,2021-08-07 06:00:00,14.6,9.22,,EPA-49,"Davitt Road, Inchicore, Dublin 12",2021-08-07,06:00:00,5.218695652173913,9.22
124569,2021-08-08 20:00:00,10.62,6.63,,EPA-49,"Davitt Road, Inchicore, Dublin 12",2021-08-08,20:00:00,3.579166666666667,6.63
124596,2021-08-09 23:00:00,7.95,4.25,,EPA-49,"Davitt Road, Inchicore, Dublin 12",2021-08-09,23:00:00,3.1666666666666665,4.25
