,Date and Time,PM10,PM2.5,SO2,Site,location,date,time,daily mean,daily max
156985,2021-09-15 00:00:00,15.3,13.04,,EPA-59,"Brownes Road, Waterford",2021-09-15,00:00:00,5.734166666666667,13.04
157030,2021-09-16 21:00:00,17.39,10.59,,EPA-59,"Brownes Road, Waterford",2021-09-16,21:00:00,4.965833333333333,10.59
157055,2021-09-17 22:00:00,17.14,10.93,,EPA-59,"Brownes Road, Waterford",2021-09-17,22:00:00,4.729583333333333,10.93
157080,2021-09-18 23:00:00,9.45,6.71,,EPA-59,"Brownes Road, Waterford",2021-09-18,23:00:00,4.015416666666667,6.71
157082,2021-09-19 01:00:00,8.72,4.47,,EPA-59,"Brownes Road, Waterford",2021-09-19,01:00:00,3.1566666666666667,4.47
157128,2021-09-20 23:00:00,12.34,7.22,,EPA-59,"Brownes Road, Waterford",2021-09-20,23:00:00,4.71625,7.22
157131,2021-09-21 02:00:00,13.96,8.45,,EPA-59,"Brownes Road, Waterford",2021-09-21,02:00:00,6.465833333333333,8.45
157154,2021-09-22 01:00:00,11.85,9.23,,EPA-59,"Brownes Road, Waterford",2021-09-22,01:00:00,3.06,9.23
157200,2021-09-23 23:00:00,11.5,6.57,,EPA-59,"Brownes Road, Waterford",2021-09-23,23:00:00,3.7475,6.57
157223,2021-09-24 22:00:00,12.89,11.11,,EPA-59,"Brownes Road, Waterford",2021-09-24,22:00:00,3.9916666666666667,11.11
157226,2021-09-25 01:00:00,8.85,6.27,,EPA-59,"Brownes Road, Waterford",2021-09-25,01:00:00,4.127083333333333,6.27
157264,2021-09-26 15:00:00,17.42,8.97,,EPA-59,"Brownes Road, Waterford",2021-09-26,15:00:00,3.7241666666666666,8.97
157273,2021-09-27 00:00:00,7.38,4.02,,EPA-59,"Brownes Road, Waterford",2021-09-27,00:00:00,2.651666666666667,4.02
157299,2021-09-28 02:00:00,12.84,4.78,,EPA-59,"Brownes Road, Waterford",2021-09-28,02:00:00,3.2229166666666664,4.78
157307,2021-09-28 10:00:00,10.45,4.78,,EPA-59,"Brownes Road, Waterford",2021-09-28,10:00:00,3.2229166666666664,4.78
157328,2021-09-29 07:00:00,11.38,7.65,,EPA-59,"Brownes Road, Waterford",2021-09-29,07:00:00,4.721666666666667,7.65
157366,2021-09-30 21:00:00,29.51,15.97,,EPA-59,"Brownes Road, Waterford",2021-09-30,21:00:00,7.197500000000001,15.97
157371,2021-10-01 02:00:00,12.61,7.48,,EPA-59,"Brownes Road, Waterford",2021-10-01,02:00:00,4.720833333333333,7.48
157405,2021-10-02 12:00:00,9.45,4.44,,EPA-59,"Brownes Road, Waterford",2021-10-02,12:00:00,2.9004166666666666,4.44
157428,2021-10-03 11:00:00,9.97,4.52,,EPA-59,"Brownes Road, Waterford",2021-10-03,11:00:00,2.6820833333333334,4.52
157460,2021-10-04 19:00:00,25.3,22.99,,EPA-59,"Brownes Road, Waterford",2021-10-04,19:00:00,5.0304166666666665,22.99
157465,2021-10-05 00:00:00,5.64,3.92,,EPA-59,"Brownes Road, Waterford",2021-10-05,00:00:00,2.3337499999999998,3.92
157508,2021-10-06 19:00:00,9.77,8.5,,EPA-59,"Brownes Road, Waterford",2021-10-06,19:00:00,4.659166666666667,8.5
157531,2021-10-07 18:00:00,19.62,12.29,,EPA-59,"Brownes Road, Waterford",2021-10-07,18:00:00,7.03125,12.29
157559,2021-10-08 22:00:00,20.39,13.28,,EPA-59,"Brownes Road, Waterford",2021-10-08,22:00:00,10.819166666666666,13.28
157581,2021-10-09 20:00:00,20.55,19.29,,EPA-59,"Brownes Road, Waterford",2021-10-09,20:00:00,6.769583333333333,19.29
157607,2021-10-10 22:00:00,14.52,10.66,,EPA-59,"Brownes Road, Waterford",2021-10-10,22:00:00,4.875,10.66
157632,2021-10-11 23:00:00,19.53,15.4,,EPA-59,"Brownes Road, Waterford",2021-10-11,23:00:00,8.1875,15.4
157633,2021-10-12 00:00:00,19.68,16.11,,EPA-59,"Brownes Road, Waterford",2021-10-12,00:00:00,8.406666666666666,16.11
157678,2021-10-13 21:00:00,42.37,38.42,,EPA-59,"Brownes Road, Waterford",2021-10-13,21:00:00,11.14,38.42
157706,2021-10-14 23:00:00,13.2,8.24,,EPA-59,"Brownes Road, Waterford",2021-10-14,23:00:00,6.014166666666667,8.24
157729,2021-10-15 21:00:00,20.64,16.4,,EPA-59,"Brownes Road, Waterford",2021-10-15,21:00:00,8.2105,16.4
157736,2021-10-16 02:00:00,22.01,18.5,,EPA-59,"Brownes Road, Waterford",2021-10-16,02:00:00,9.829565217391304,18.5
157777,2021-10-17 19:00:00,19.11,15.12,,EPA-59,"Brownes Road, Waterford",2021-10-17,19:00:00,5.284166666666667,15.12
157803,2021-10-18 21:00:00,22.26,13.55,,EPA-59,"Brownes Road, Waterford",2021-10-18,21:00:00,5.54375,13.55
157826,2021-10-19 20:00:00,34.58,19.8,,EPA-59,"Brownes Road, Waterford",2021-10-19,20:00:00,7.125416666666666,19.8
157842,2021-10-20 12:00:00,125.08,17.86,,EPA-59,"Brownes Road, Waterford",2021-10-20,12:00:00,5.889166666666667,17.86
157875,2021-10-21 21:00:00,12.21,7.13,,EPA-59,"Brownes Road, Waterford",2021-10-21,21:00:00,3.96125,7.13
157901,2021-10-22 23:00:00,12.45,10.79,,EPA-59,"Brownes Road, Waterford",2021-10-22,23:00:00,4.671666666666667,10.79
157923,2021-10-23 21:00:00,20.01,12.42,,EPA-59,"Brownes Road, Waterford",2021-10-23,21:00:00,6.69875,12.42
157946,2021-10-24 20:00:00,22.35,12.71,,EPA-59,"Brownes Road, Waterford",2021-10-24,20:00:00,9.241666666666667,12.71
157968,2021-10-25 18:00:00,14.32,11.8,,EPA-59,"Brownes Road, Waterford",2021-10-25,18:00:00,4.5562499999999995,11.8
157993,2021-10-26 19:00:00,21.12,13.47,,EPA-59,"Brownes Road, Waterford",2021-10-26,19:00:00,8.765416666666667,13.47
158017,2021-10-27 19:00:00,17.12,12.59,,EPA-59,"Brownes Road, Waterford",2021-10-27,19:00:00,8.917083333333332,12.59
158044,2021-10-28 22:00:00,36.82,28.9,,EPA-59,"Brownes Road, Waterford",2021-10-28,22:00:00,7.540833333333333,28.9
158046,2021-10-29 00:00:00,24.22,18.06,,EPA-59,"Brownes Road, Waterford",2021-10-29,00:00:00,6.19,18.06
158089,2021-10-30 19:00:00,22.91,17.09,,EPA-59,"Brownes Road, Waterford",2021-10-30,19:00:00,5.264166666666667,17.09
158095,2021-10-31 01:00:00,13.56,7.92,,EPA-59,"Brownes Road, Waterford",2021-10-31,01:00:00,3.2291666666666665,7.92
158139,2021-11-01 21:00:00,52.06,46.98,,EPA-59,"Brownes Road, Waterford",2021-11-01,21:00:00,9.0975,46.98
158142,2021-11-02 00:00:00,25.3,22.22,,EPA-59,"Brownes Road, Waterford",2021-11-02,00:00:00,6.03875,22.22
158182,2021-11-03 16:00:00,53.94,47.1,,EPA-59,"Brownes Road, Waterford",2021-11-03,16:00:00,8.819166666666666,47.1
158190,2021-11-04 00:00:00,3.06,2.16,,EPA-59,"Brownes Road, Waterford",2021-11-04,00:00:00,0.5329166666666666,2.16
158214,2021-11-05 00:00:00,0.0,0.0,,EPA-59,"Brownes Road, Waterford",2021-11-05,00:00:00,0.0,0.0
158218,2021-11-05 02:00:00,0.0,0.0,,EPA-59,"Brownes Road, Waterford",2021-11-05,02:00:00,0.0,0.0
158228,2021-11-05 10:00:00,0.0,0.0,,EPA-59,"Brownes Road, Waterford",2021-11-05,10:00:00,0.0,0.0
158232,2021-11-05 12:00:00,0.0,0.0,,EPA-59,"Brownes Road, Waterford",2021-11-05,12:00:00,0.0,0.0
158233,2021-11-05 13:00:00,0.0,0.0,,EPA-59,"Brownes Road, Waterford",2021-11-05,13:00:00,0.0,0.0
158263,2021-11-06 13:00:00,1.25,0.77,,EPA-59,"Brownes Road, Waterford",2021-11-06,13:00:00,0.19142857142857145,0.77
158292,2021-11-07 16:00:00,7.06,3.82,,EPA-59,"Brownes Road, Waterford",2021-11-07,16:00:00,1.7129999999999999,3.82
158320,2021-11-08 20:00:00,25.11,18.19,,EPA-59,"Brownes Road, Waterford",2021-11-08,20:00:00,7.505416666666666,18.19
158341,2021-11-09 17:00:00,27.32,17.13,,EPA-59,"Brownes Road, Waterford",2021-11-09,17:00:00,6.94625,17.13
158367,2021-11-10 19:00:00,91.76,83.09,,EPA-59,"Brownes Road, Waterford",2021-11-10,19:00:00,22.698333333333334,83.09
158373,2021-11-11 01:00:00,66.52,62.13,,EPA-59,"Brownes Road, Waterford",2021-11-11,01:00:00,16.361666666666668,62.13
158398,2021-11-12 02:00:00,32.31,20.58,,EPA-59,"Brownes Road, Waterford",2021-11-12,02:00:00,8.300416666666665,20.58
158442,2021-11-13 22:00:00,73.56,68.95,,EPA-59,"Brownes Road, Waterford",2021-11-13,22:00:00,14.270000000000001,68.95
158444,2021-11-14 00:00:00,62.25,57.86,,EPA-59,"Brownes Road, Waterford",2021-11-14,00:00:00,17.980833333333333,57.86
158488,2021-11-15 20:00:00,113.16,101.13,,EPA-59,"Brownes Road, Waterford",2021-11-15,20:00:00,18.47375,101.13
158492,2021-11-16 00:00:00,40.19,36.36,,EPA-59,"Brownes Road, Waterford",2021-11-16,00:00:00,10.0325,36.36
158536,2021-11-17 20:00:00,19.76,15.68,,EPA-59,"Brownes Road, Waterford",2021-11-17,20:00:00,9.587083333333334,15.68
158545,2021-11-18 05:00:00,14.9,13.76,,EPA-59,"Brownes Road, Waterford",2021-11-18,05:00:00,10.202916666666667,13.76
158583,2021-11-19 19:00:00,12.45,10.24,,EPA-59,"Brownes Road, Waterford",2021-11-19,19:00:00,8.238333333333333,10.24
158608,2021-11-20 20:00:00,13.51,11.21,,EPA-59,"Brownes Road, Waterford",2021-11-20,20:00:00,7.3975,11.21
158612,2021-11-21 00:00:00,10.69,8.02,,EPA-59,"Brownes Road, Waterford",2021-11-21,00:00:00,6.635000000000001,8.02
158632,2021-11-21 20:00:00,10.02,8.02,,EPA-59,"Brownes Road, Waterford",2021-11-21,20:00:00,6.635000000000001,8.02
158655,2021-11-22 19:00:00,42.31,37.41,,EPA-59,"Brownes Road, Waterford",2021-11-22,19:00:00,11.425833333333332,37.41
158678,2021-11-23 18:00:00,47.36,42.62,,EPA-59,"Brownes Road, Waterford",2021-11-23,18:00:00,15.927916666666667,42.62
158694,2021-11-24 10:00:00,19.45,15.96,,EPA-59,"Brownes Road, Waterford",2021-11-24,10:00:00,9.779583333333333,15.96
158727,2021-11-25 19:00:00,22.46,17.38,,EPA-59,"Brownes Road, Waterford",2021-11-25,19:00:00,8.51125,17.38
158745,2021-11-26 13:00:00,22.37,10.17,,EPA-59,"Brownes Road, Waterford",2021-11-26,13:00:00,5.183333333333334,10.17
158773,2021-11-27 17:00:00,15.93,11.3,,EPA-59,"Brownes Road, Waterford",2021-11-27,17:00:00,5.995416666666666,11.3
158802,2021-11-28 22:00:00,42.23,40.63,,EPA-59,"Brownes Road, Waterford",2021-11-28,22:00:00,11.4425,40.63
158804,2021-11-29 00:00:00,18.5,16.47,,EPA-59,"Brownes Road, Waterford",2021-11-29,00:00:00,7.96875,16.47
158845,2021-11-30 17:00:00,14.61,11.38,,EPA-59,"Brownes Road, Waterford",2021-11-30,17:00:00,2.6870833333333333,11.38
158869,2021-12-01 17:00:00,20.02,9.71,,EPA-59,"Brownes Road, Waterford",2021-12-01,17:00:00,5.964583333333334,9.71
158893,2021-12-02 17:00:00,37.48,31.06,,EPA-59,"Brownes Road, Waterford",2021-12-02,17:00:00,9.239583333333334,31.06
158918,2021-12-03 18:00:00,92.99,87.02,,EPA-59,"Brownes Road, Waterford",2021-12-03,18:00:00,10.601666666666667,87.02
158944,2021-12-04 20:00:00,8.09,6.11,,EPA-59,"Brownes Road, Waterford",2021-12-04,20:00:00,3.83375,6.11
158969,2021-12-05 21:00:00,183.07,175.4,,EPA-59,"Brownes Road, Waterford",2021-12-05,21:00:00,23.329583333333332,175.4
158993,2021-12-06 21:00:00,31.22,27.02,,EPA-59,"Brownes Road, Waterford",2021-12-06,21:00:00,6.417083333333333,27.02
159007,2021-12-07 11:00:00,24.56,13.66,,EPA-59,"Brownes Road, Waterford",2021-12-07,11:00:00,7.445833333333333,13.66
159038,2021-12-08 18:00:00,18.34,10.43,,EPA-59,"Brownes Road, Waterford",2021-12-08,18:00:00,7.1499999999999995,10.43
159065,2021-12-09 21:00:00,15.95,11.67,,EPA-59,"Brownes Road, Waterford",2021-12-09,21:00:00,6.345416666666666,11.67
159090,2021-12-10 22:00:00,25.08,20.42,,EPA-59,"Brownes Road, Waterford",2021-12-10,22:00:00,6.8308333333333335,20.42
159093,2021-12-11 01:00:00,24.69,20.44,,EPA-59,"Brownes Road, Waterford",2021-12-11,01:00:00,8.727916666666667,20.44
159133,2021-12-12 17:00:00,22.97,15.04,,EPA-59,"Brownes Road, Waterford",2021-12-12,17:00:00,7.045000000000001,15.04
159158,2021-12-13 18:00:00,53.5,51.25,,EPA-59,"Brownes Road, Waterford",2021-12-13,18:00:00,16.02375,51.25
159164,2021-12-14 00:00:00,29.94,28.67,,EPA-59,"Brownes Road, Waterford",2021-12-14,00:00:00,12.506666666666668,28.67
159208,2021-12-15 20:00:00,45.36,42.94,,EPA-59,"Brownes Road, Waterford",2021-12-15,20:00:00,23.249166666666667,42.94
159231,2021-12-16 19:00:00,50.63,48.99,,EPA-59,"Brownes Road, Waterford",2021-12-16,19:00:00,38.331250000000004,48.99
159245,2021-12-17 09:00:00,38.02,35.77,,EPA-59,"Brownes Road, Waterford",2021-12-17,09:00:00,31.05416666666667,35.77
159376,2021-12-22 18:00:00,40.86,28.01,,EPA-59,"Brownes Road, Waterford",2021-12-22,18:00:00,23.472727272727273,28.01
159404,2021-12-23 22:00:00,39.76,24.5,,EPA-59,"Brownes Road, Waterford",2021-12-23,22:00:00,14.58375,24.5
159423,2021-12-24 17:00:00,32.42,22.07,,EPA-59,"Brownes Road, Waterford",2021-12-24,17:00:00,13.240833333333335,22.07
159449,2021-12-25 19:00:00,32.89,25.38,,EPA-59,"Brownes Road, Waterford",2021-12-25,19:00:00,10.119166666666667,25.38
159474,2021-12-26 20:00:00,87.29,84.84,,EPA-59,"Brownes Road, Waterford",2021-12-26,20:00:00,18.365833333333335,84.84
159497,2021-12-27 19:00:00,21.48,19.72,,EPA-59,"Brownes Road, Waterford",2021-12-27,19:00:00,9.355833333333333,19.72
159521,2021-12-28 19:00:00,72.89,64.08,,EPA-59,"Brownes Road, Waterford",2021-12-28,19:00:00,18.204583333333332,64.08
159544,2021-12-29 18:00:00,30.17,22.78,,EPA-59,"Brownes Road, Waterford",2021-12-29,18:00:00,8.864166666666668,22.78
159572,2021-12-30 22:00:00,27.23,19.07,,EPA-59,"Brownes Road, Waterford",2021-12-30,22:00:00,7.760000000000001,19.07
159592,2021-12-31 18:00:00,40.17,28.99,,EPA-59,"Brownes Road, Waterford",2021-12-31,18:00:00,20.659583333333334,28.99
159605,2022-01-01 07:00:00,47.3,29.9,,EPA-59,"Brownes Road, Waterford",2022-01-01,07:00:00,23.853333333333335,29.9
159622,2022-01-02 00:00:00,28.56,16.93,,EPA-59,"Brownes Road, Waterford",2022-01-02,00:00:00,10.960416666666667,16.93
159664,2022-01-03 18:00:00,30.57,21.01,,EPA-59,"Brownes Road, Waterford",2022-01-03,18:00:00,8.617083333333333,21.01
159693,2022-01-04 23:00:00,20.73,15.96,,EPA-59,"Brownes Road, Waterford",2022-01-04,23:00:00,6.7995833333333335,15.96
159716,2022-01-05 22:00:00,257.3,249.75,,EPA-59,"Brownes Road, Waterford",2022-01-05,22:00:00,49.81125,249.75
159718,2022-01-06 00:00:00,90.21,85.14,,EPA-59,"Brownes Road, Waterford",2022-01-06,00:00:00,10.925833333333332,85.14
159759,2022-01-07 17:00:00,26.89,22.01,,EPA-59,"Brownes Road, Waterford",2022-01-07,17:00:00,5.618333333333333,22.01
159767,2022-01-08 01:00:00,22.18,12.95,,EPA-59,"Brownes Road, Waterford",2022-01-08,01:00:00,7.503333333333333,12.95
159809,2022-01-09 19:00:00,67.5,64.08,,EPA-59,"Brownes Road, Waterford",2022-01-09,19:00:00,12.763333333333334,64.08
159831,2022-01-10 17:00:00,29.81,21.57,,EPA-59,"Brownes Road, Waterford",2022-01-10,17:00:00,11.66375,21.57
159860,2022-01-11 22:00:00,160.32,151.65,,EPA-59,"Brownes Road, Waterford",2022-01-11,22:00:00,33.93541666666667,151.65
159887,2022-01-12 23:00:00,173.03,168.31,,EPA-59,"Brownes Road, Waterford",2022-01-12,23:00:00,47.77125,168.31
159907,2022-01-13 19:00:00,270.25,260.39,,EPA-59,"Brownes Road, Waterford",2022-01-13,19:00:00,77.05708333333332,260.39
159933,2022-01-14 21:00:00,115.23,109.59,,EPA-59,"Brownes Road, Waterford",2022-01-14,21:00:00,32.05833333333333,109.59
159959,2022-01-15 23:00:00,82.08,78.8,,EPA-59,"Brownes Road, Waterford",2022-01-15,23:00:00,26.629583333333333,78.8
159960,2022-01-16 00:00:00,88.14,84.06,,EPA-59,"Brownes Road, Waterford",2022-01-16,00:00:00,23.82375,84.06
160004,2022-01-17 20:00:00,67.39,62.01,,EPA-59,"Brownes Road, Waterford",2022-01-17,20:00:00,28.123333333333335,62.01
160026,2022-01-18 18:00:00,28.06,21.6,,EPA-59,"Brownes Road, Waterford",2022-01-18,18:00:00,10.63625,21.6
160054,2022-01-19 22:00:00,33.82,27.81,,EPA-59,"Brownes Road, Waterford",2022-01-19,22:00:00,7.9725,27.81
160077,2022-01-20 21:00:00,77.36,68.18,,EPA-59,"Brownes Road, Waterford",2022-01-20,21:00:00,22.0325,68.18
160101,2022-01-21 21:00:00,55.81,50.31,,EPA-59,"Brownes Road, Waterford",2022-01-21,21:00:00,16.826666666666668,50.31
160122,2022-01-22 18:00:00,38.88,33.99,,EPA-59,"Brownes Road, Waterford",2022-01-22,18:00:00,10.69625,33.99
160147,2022-01-23 19:00:00,40.64,30.62,,EPA-59,"Brownes Road, Waterford",2022-01-23,19:00:00,13.633333333333333,30.62
160175,2022-01-24 23:00:00,45.34,40.87,,EPA-59,"Brownes Road, Waterford",2022-01-24,23:00:00,22.799583333333334,40.87
160198,2022-01-25 22:00:00,128.74,114.6,,EPA-59,"Brownes Road, Waterford",2022-01-25,22:00:00,38.35041666666667,114.6
160200,2022-01-26 00:00:00,62.26,53.41,,EPA-59,"Brownes Road, Waterford",2022-01-26,00:00:00,24.845,53.41
160245,2022-01-27 21:00:00,29.05,25.03,,EPA-59,"Brownes Road, Waterford",2022-01-27,21:00:00,7.5375000000000005,25.03
160249,2022-01-28 01:00:00,56.23,52.2,,EPA-59,"Brownes Road, Waterford",2022-01-28,01:00:00,15.169130434782607,52.2
160296,2022-01-29 22:00:00,47.7,38.06,,EPA-59,"Brownes Road, Waterford",2022-01-29,22:00:00,9.198695652173912,38.06
160300,2022-01-30 02:00:00,46.49,37.11,,EPA-59,"Brownes Road, Waterford",2022-01-30,02:00:00,14.591666666666667,37.11
160325,2022-01-31 03:00:00,17.17,8.97,,EPA-59,"Brownes Road, Waterford",2022-01-31,03:00:00,7.604166666666667,8.97
160346,2022-02-01 00:00:00,11.15,6.21,,EPA-59,"Brownes Road, Waterford",2022-02-01,00:00:00,2.6329166666666666,6.21
160390,2022-02-02 20:00:00,24.44,17.32,,EPA-59,"Brownes Road, Waterford",2022-02-02,20:00:00,8.15875,17.32
160413,2022-02-03 19:00:00,23.74,14.34,,EPA-59,"Brownes Road, Waterford",2022-02-03,19:00:00,6.285416666666666,14.34
160440,2022-02-04 22:00:00,11.97,6.84,,EPA-59,"Brownes Road, Waterford",2022-02-04,22:00:00,3.705,6.84
160454,2022-02-05 12:00:00,16.11,8.85,,EPA-59,"Brownes Road, Waterford",2022-02-05,12:00:00,5.2875000000000005,8.85
160488,2022-02-06 22:00:00,18.55,9.71,,EPA-59,"Brownes Road, Waterford",2022-02-06,22:00:00,4.582083333333333,9.71
160511,2022-02-07 21:00:00,23.89,15.64,,EPA-59,"Brownes Road, Waterford",2022-02-07,21:00:00,7.552083333333333,15.64
160535,2022-02-08 21:00:00,21.79,13.12,,EPA-59,"Brownes Road, Waterford",2022-02-08,21:00:00,10.894583333333335,13.12
160558,2022-02-09 20:00:00,21.64,14.93,,EPA-59,"Brownes Road, Waterford",2022-02-09,20:00:00,6.189166666666666,14.93
160582,2022-02-10 20:00:00,29.04,21.04,,EPA-59,"Brownes Road, Waterford",2022-02-10,20:00:00,8.00125,21.04
160596,2022-02-11 10:00:00,35.18,24.31,,EPA-59,"Brownes Road, Waterford",2022-02-11,10:00:00,10.750833333333333,24.31
160628,2022-02-12 18:00:00,24.13,15.43,,EPA-59,"Brownes Road, Waterford",2022-02-12,18:00:00,9.696666666666667,15.43
160634,2022-02-13 00:00:00,19.22,11.42,,EPA-59,"Brownes Road, Waterford",2022-02-13,00:00:00,3.36875,11.42
160678,2022-02-14 20:00:00,48.93,41.25,,EPA-59,"Brownes Road, Waterford",2022-02-14,20:00:00,6.634166666666666,41.25
160699,2022-02-15 17:00:00,37.05,23.3,,EPA-59,"Brownes Road, Waterford",2022-02-15,17:00:00,10.505833333333333,23.3
160711,2022-02-16 05:00:00,21.27,14.68,,EPA-59,"Brownes Road, Waterford",2022-02-16,05:00:00,8.373333333333333,14.68
160749,2022-02-17 19:00:00,37.6,30.19,,EPA-59,"Brownes Road, Waterford",2022-02-17,19:00:00,8.02125,30.19
160762,2022-02-18 08:00:00,31.28,18.19,,EPA-59,"Brownes Road, Waterford",2022-02-18,08:00:00,6.7043478260869565,18.19
160797,2022-02-19 18:00:00,23.04,16.65,,EPA-59,"Brownes Road, Waterford",2022-02-19,18:00:00,6.835833333333333,16.65
160808,2022-02-20 05:00:00,27.45,18.54,,EPA-59,"Brownes Road, Waterford",2022-02-20,05:00:00,9.155,18.54
160846,2022-02-21 19:00:00,42.33,27.75,,EPA-59,"Brownes Road, Waterford",2022-02-21,19:00:00,14.794166666666667,27.75
160872,2022-02-22 21:00:00,28.09,20.62,,EPA-59,"Brownes Road, Waterford",2022-02-22,21:00:00,11.649166666666666,20.62
160891,2022-02-23 16:00:00,23.54,13.93,,EPA-59,"Brownes Road, Waterford",2022-02-23,16:00:00,8.195,13.93
160908,2022-02-24 09:00:00,34.78,12.46,,EPA-59,"Brownes Road, Waterford",2022-02-24,09:00:00,4.65875,12.46
160941,2022-02-25 18:00:00,25.74,17.68,,EPA-59,"Brownes Road, Waterford",2022-02-25,18:00:00,8.9675,17.68
160966,2022-02-26 19:00:00,31.36,19.72,,EPA-59,"Brownes Road, Waterford",2022-02-26,19:00:00,11.154583333333333,19.72
160967,2022-02-26 20:00:00,33.48,19.72,,EPA-59,"Brownes Road, Waterford",2022-02-26,20:00:00,11.154583333333333,19.72
160991,2022-02-27 20:00:00,26.54,16.19,,EPA-59,"Brownes Road, Waterford",2022-02-27,20:00:00,10.895416666666668,16.19
161017,2022-02-28 22:00:00,42.91,36.17,,EPA-59,"Brownes Road, Waterford",2022-02-28,22:00:00,12.654166666666667,36.17
161039,2022-03-01 20:00:00,34.6,28.97,,EPA-59,"Brownes Road, Waterford",2022-03-01,20:00:00,13.515416666666667,28.97
161062,2022-03-02 19:00:00,22.04,16.9,,EPA-59,"Brownes Road, Waterford",2022-03-02,19:00:00,7.7924999999999995,16.9
161084,2022-03-03 17:00:00,33.37,12.5,,EPA-59,"Brownes Road, Waterford",2022-03-03,17:00:00,8.418750000000001,12.5
161113,2022-03-04 22:00:00,53.49,44.98,,EPA-59,"Brownes Road, Waterford",2022-03-04,22:00:00,10.347916666666666,44.98
161134,2022-03-05 19:00:00,49.62,43.63,,EPA-59,"Brownes Road, Waterford",2022-03-05,19:00:00,13.063749999999999,43.63
161159,2022-03-06 20:00:00,41.57,38.34,,EPA-59,"Brownes Road, Waterford",2022-03-06,20:00:00,11.208333333333334,38.34
161186,2022-03-07 23:00:00,23.17,16.93,,EPA-59,"Brownes Road, Waterford",2022-03-07,23:00:00,8.604999999999999,16.93
161189,2022-03-08 02:00:00,31.97,26.88,,EPA-59,"Brownes Road, Waterford",2022-03-08,02:00:00,19.432083333333335,26.88
161220,2022-03-09 09:00:00,25.98,16.82,,EPA-59,"Brownes Road, Waterford",2022-03-09,09:00:00,10.412916666666666,16.82
161240,2022-03-10 05:00:00,17.44,14.69,,EPA-59,"Brownes Road, Waterford",2022-03-10,05:00:00,8.88875,14.69
161279,2022-03-11 20:00:00,27.4,22.33,,EPA-59,"Brownes Road, Waterford",2022-03-11,20:00:00,10.000416666666666,22.33
161305,2022-03-12 22:00:00,28.17,16.55,,EPA-59,"Brownes Road, Waterford",2022-03-12,22:00:00,8.549166666666666,16.55
161307,2022-03-13 00:00:00,28.66,16.17,,EPA-59,"Brownes Road, Waterford",2022-03-13,00:00:00,8.369583333333333,16.17
161351,2022-03-14 20:00:00,49.82,38.83,,EPA-59,"Brownes Road, Waterford",2022-03-14,20:00:00,9.36125,38.83
170527,2021-08-07 09:00:00,10.98,4.93,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-07,09:00:00,1.9863636363636366,4.93
170538,2021-08-13 08:00:00,24.78,9.66,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-13,08:00:00,6.977727272727273,9.66
170577,2021-08-14 23:00:00,25.77,10.7,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-14,23:00:00,4.9525,10.7
170578,2021-08-15 00:00:00,22.75,9.6,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-15,00:00:00,3.4691666666666667,9.6
170605,2021-08-16 03:00:00,19.34,13.38,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-16,03:00:00,6.21625,13.38
170643,2021-08-17 17:00:00,18.66,7.08,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-17,17:00:00,3.470416666666667,7.08
170651,2021-08-18 01:00:00,9.51,5.0,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-18,01:00:00,1.7387499999999998,5.0
170697,2021-08-19 23:00:00,8.99,7.16,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-19,23:00:00,2.097272727272727,7.16
170711,2021-08-20 13:00:00,12.71,7.7,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-20,13:00:00,4.799090909090909,7.7
170722,2021-08-21 00:00:00,9.97,5.91,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-21,00:00:00,2.96125,5.91
170766,2021-08-22 20:00:00,8.63,5.04,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-22,20:00:00,3.3341666666666665,5.04
170774,2021-08-23 04:00:00,8.68,6.91,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-23,04:00:00,4.795833333333333,6.91
170804,2021-08-24 10:00:00,13.28,9.05,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-24,10:00:00,5.7820833333333335,9.05
170841,2021-08-25 23:00:00,12.35,8.15,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-25,23:00:00,6.12375,8.15
170846,2021-08-26 04:00:00,17.29,12.66,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-26,04:00:00,10.955217391304348,12.66
170870,2021-08-27 02:00:00,22.66,16.82,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-27,02:00:00,10.47304347826087,16.82
170892,2021-08-28 00:00:00,15.31,10.15,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-28,00:00:00,7.582173913043477,10.15
170893,2021-08-28 01:00:00,14.88,10.15,,EPA-60,"Cobh Carrignafoy, Co. Cork",2021-08-28,01:00:00,7.582173913043477,10.15
