,Date and Time,PM10,PM2.5,SO2,Site
9,2022-03-22 09:00:00,35.66,29.48,3.92,EPA-64
10,2022-03-22 10:00:00,33.0,26.51,5.31,EPA-64
11,2022-03-22 11:00:00,28.62,23.03,3.86,EPA-64
12,2022-03-22 12:00:00,26.13,19.5,3.16,EPA-64
13,2022-03-22 13:00:00,26.14,18.14,3.66,EPA-64
14,2022-03-22 14:00:00,27.25,20.19,3.11,EPA-64
15,2022-03-22 15:00:00,23.24,13.06,3.39,EPA-64
16,2022-03-22 16:00:00,16.6,9.5,2.87,EPA-64
17,2022-03-22 17:00:00,13.89,7.32,3.26,EPA-64
18,2022-03-22 18:00:00,14.44,8.83,3.53,EPA-64
19,2022-03-22 19:00:00,34.72,27.13,4.5,EPA-64
20,2022-03-22 20:00:00,38.79,33.13,11.23,EPA-64
21,2022-03-22 21:00:00,39.3,33.41,6.93,EPA-64
22,2022-03-22 22:00:00,31.66,26.31,9.27,EPA-64
23,2022-03-22 23:00:00,32.16,26.87,9.54,EPA-64
0,2022-03-22 00:00:00,27.71,22.2,,EPA-106
1,2022-03-22 01:00:00,26.86,21.26,,EPA-106
2,2022-03-22 02:00:00,27.4,21.93,,EPA-106
3,2022-03-22 03:00:00,22.55,18.15,,EPA-106
4,2022-03-22 04:00:00,23.82,19.14,,EPA-106
5,2022-03-22 05:00:00,30.22,25.11,,EPA-106
6,2022-03-22 06:00:00,31.0,26.22,,EPA-106
7,2022-03-22 07:00:00,31.21,26.96,,EPA-106
8,2022-03-22 08:00:00,30.49,25.24,,EPA-106
9,2022-03-22 09:00:00,27.86,20.11,,EPA-106
10,2022-03-22 10:00:00,25.88,16.28,,EPA-106
11,2022-03-22 11:00:00,22.37,13.79,,EPA-106
12,2022-03-22 12:00:00,23.2,13.64,,EPA-106
13,2022-03-22 13:00:00,24.22,14.32,,EPA-106
14,2022-03-22 14:00:00,25.29,14.7,,EPA-106
15,2022-03-22 15:00:00,21.38,9.8,,EPA-106
16,2022-03-22 16:00:00,28.27,11.23,,EPA-106
17,2022-03-22 17:00:00,26.68,14.91,,EPA-106
18,2022-03-22 18:00:00,29.12,16.76,,EPA-106
19,2022-03-22 19:00:00,40.89,25.11,,EPA-106
20,2022-03-22 20:00:00,47.4,33.61,,EPA-106
21,2022-03-22 21:00:00,29.64,21.68,,EPA-106
22,2022-03-22 22:00:00,32.92,25.93,,EPA-106
23,2022-03-22 23:00:00,22.6,15.44,,EPA-106
0,2022-03-22 00:00:00,24.05,19.81,,EPA-44
1,2022-03-22 01:00:00,25.39,20.24,,EPA-44
2,2022-03-22 02:00:00,19.38,16.19,,EPA-44
3,2022-03-22 03:00:00,16.41,13.67,,EPA-44
4,2022-03-22 04:00:00,16.51,12.96,,EPA-44
5,2022-03-22 05:00:00,14.23,10.57,,EPA-44
6,2022-03-22 06:00:00,16.87,12.75,,EPA-44
7,2022-03-22 07:00:00,22.98,18.93,,EPA-44
8,2022-03-22 08:00:00,25.54,19.51,,EPA-44
9,2022-03-22 09:00:00,18.39,11.31,,EPA-44
10,2022-03-22 10:00:00,22.82,14.54,,EPA-44
11,2022-03-22 11:00:00,22.3,13.68,,EPA-44
12,2022-03-22 12:00:00,19.7,13.35,,EPA-44
13,2022-03-22 13:00:00,22.03,13.8,,EPA-44
14,2022-03-22 14:00:00,14.82,8.92,,EPA-44
15,2022-03-22 15:00:00,16.38,10.47,,EPA-44
16,2022-03-22 16:00:00,17.19,11.37,,EPA-44
17,2022-03-22 17:00:00,18.78,12.48,,EPA-44
18,2022-03-22 18:00:00,23.66,15.15,,EPA-44
19,2022-03-22 19:00:00,27.72,18.04,,EPA-44
20,2022-03-22 20:00:00,36.94,28.68,,EPA-44
21,2022-03-22 21:00:00,39.72,29.83,,EPA-44
22,2022-03-22 22:00:00,18.47,12.69,,EPA-44
23,2022-03-22 23:00:00,18.55,12.93,,EPA-44
0,2022-03-22 00:00:00,17.04,12.31,6.93,EPA-74
1,2022-03-22 01:00:00,15.53,10.68,7.11,EPA-74
2,2022-03-22 02:00:00,15.44,10.45,7.01,EPA-74
3,2022-03-22 03:00:00,15.34,10.23,7.24,EPA-74
4,2022-03-22 04:00:00,15.73,10.54,7.28,EPA-74
5,2022-03-22 05:00:00,15.67,10.28,7.22,EPA-74
6,2022-03-22 06:00:00,15.48,10.68,7.23,EPA-74
7,2022-03-22 07:00:00,16.03,11.97,7.2,EPA-74
8,2022-03-22 08:00:00,17.99,12.56,7.25,EPA-74
9,2022-03-22 09:00:00,19.39,14.2,7.6,EPA-74
10,2022-03-22 10:00:00,20.11,15.06,7.62,EPA-74
11,2022-03-22 11:00:00,20.32,15.19,7.33,EPA-74
12,2022-03-22 12:00:00,18.36,13.49,6.96,EPA-74
13,2022-03-22 13:00:00,18.22,12.68,6.88,EPA-74
14,2022-03-22 14:00:00,18.19,12.9,6.85,EPA-74
15,2022-03-22 15:00:00,15.99,10.77,7.05,EPA-74
16,2022-03-22 16:00:00,17.55,11.91,6.7,EPA-74
17,2022-03-22 17:00:00,17.96,12.35,7.23,EPA-74
18,2022-03-22 18:00:00,20.44,14.53,6.94,EPA-74
19,2022-03-22 19:00:00,22.08,16.53,7.11,EPA-74
20,2022-03-22 20:00:00,22.96,17.61,6.83,EPA-74
21,2022-03-22 21:00:00,23.85,18.48,6.81,EPA-74
22,2022-03-22 22:00:00,23.96,18.37,6.82,EPA-74
23,2022-03-22 23:00:00,24.1,17.94,6.86,EPA-74
0,2022-03-22 00:00:00,31.81,26.91,,EPA-70
1,2022-03-22 01:00:00,29.37,24.58,,EPA-70
2,2022-03-22 02:00:00,26.14,22.53,,EPA-70
3,2022-03-22 03:00:00,20.98,17.34,,EPA-70
4,2022-03-22 04:00:00,16.39,13.84,,EPA-70
5,2022-03-22 05:00:00,14.27,11.26,,EPA-70
6,2022-03-22 06:00:00,14.57,11.82,,EPA-70
7,2022-03-22 07:00:00,17.8,14.43,,EPA-70
8,2022-03-22 08:00:00,19.26,15.48,,EPA-70
9,2022-03-22 09:00:00,20.0,16.27,,EPA-70
10,2022-03-22 10:00:00,21.64,16.67,,EPA-70
11,2022-03-22 11:00:00,22.85,17.16,,EPA-70
12,2022-03-22 12:00:00,25.26,16.72,,EPA-70
13,2022-03-22 13:00:00,21.66,15.28,,EPA-70
14,2022-03-22 14:00:00,20.38,14.08,,EPA-70
15,2022-03-22 15:00:00,17.58,11.18,,EPA-70
16,2022-03-22 16:00:00,16.47,10.23,,EPA-70
17,2022-03-22 17:00:00,19.97,12.36,,EPA-70
18,2022-03-22 18:00:00,15.21,11.09,,EPA-70
19,2022-03-22 19:00:00,17.64,12.99,,EPA-70
20,2022-03-22 20:00:00,23.24,18.5,,EPA-70
21,2022-03-22 21:00:00,23.63,18.26,,EPA-70
22,2022-03-22 22:00:00,21.79,18.1,,EPA-70
23,2022-03-22 23:00:00,18.22,13.76,,EPA-70
0,2022-03-22 00:00:00,11.4,9.27,,TNT1296-EPA
1,2022-03-22 01:00:00,11.95,9.58,,TNT1296-EPA
2,2022-03-22 02:00:00,11.5,10.1,,TNT1296-EPA
3,2022-03-22 03:00:00,12.7,11.38,,TNT1296-EPA
4,2022-03-22 04:00:00,13.3,11.56,,TNT1296-EPA
5,2022-03-22 05:00:00,12.53,11.5,,TNT1296-EPA
6,2022-03-22 06:00:00,12.65,11.38,,TNT1296-EPA
7,2022-03-22 07:00:00,11.6,10.46,,TNT1296-EPA
8,2022-03-22 08:00:00,12.22,10.42,,TNT1296-EPA
9,2022-03-22 09:00:00,10.25,8.51,,TNT1296-EPA
10,2022-03-22 10:00:00,9.93,7.96,,TNT1296-EPA
11,2022-03-22 11:00:00,9.75,7.64,,TNT1296-EPA
12,2022-03-22 12:00:00,9.08,7.25,,TNT1296-EPA
13,2022-03-22 13:00:00,10.3,7.65,,TNT1296-EPA
14,2022-03-22 14:00:00,11.15,8.28,,TNT1296-EPA
15,2022-03-22 15:00:00,9.88,7.83,,TNT1296-EPA
16,2022-03-22 16:00:00,9.3,7.06,,TNT1296-EPA
17,2022-03-22 17:00:00,8.57,6.67,,TNT1296-EPA
18,2022-03-22 18:00:00,10.33,7.91,,TNT1296-EPA
19,2022-03-22 19:00:00,12.22,10.03,,TNT1296-EPA
20,2022-03-22 20:00:00,11.67,9.14,,TNT1296-EPA
21,2022-03-22 21:00:00,10.65,8.76,,TNT1296-EPA
22,2022-03-22 22:00:00,9.9,8.19,,TNT1296-EPA
23,2022-03-22 23:00:00,8.95,7.24,,TNT1296-EPA
0,2022-03-22 00:00:00,24.05,19.67,,EPA-83
1,2022-03-22 01:00:00,20.19,16.53,,EPA-83
2,2022-03-22 02:00:00,14.65,11.84,,EPA-83
3,2022-03-22 03:00:00,13.55,10.61,,EPA-83
4,2022-03-22 04:00:00,16.29,12.66,,EPA-83
5,2022-03-22 05:00:00,20.48,16.64,,EPA-83
6,2022-03-22 06:00:00,19.75,15.59,,EPA-83
7,2022-03-22 07:00:00,19.95,14.89,,EPA-83
8,2022-03-22 08:00:00,20.97,15.13,,EPA-83
9,2022-03-22 09:00:00,19.8,14.55,,EPA-83
10,2022-03-22 10:00:00,20.62,13.88,,EPA-83
11,2022-03-22 11:00:00,24.44,12.96,,EPA-83
12,2022-03-22 12:00:00,24.81,11.72,,EPA-83
13,2022-03-22 13:00:00,22.46,9.43,,EPA-83
14,2022-03-22 14:00:00,17.44,9.42,,EPA-83
15,2022-03-22 15:00:00,16.09,9.46,,EPA-83
16,2022-03-22 16:00:00,19.12,12.24,,EPA-83
17,2022-03-22 17:00:00,18.89,11.21,,EPA-83
18,2022-03-22 18:00:00,21.23,13.03,,EPA-83
19,2022-03-22 19:00:00,29.29,18.83,,EPA-83
20,2022-03-22 20:00:00,29.87,23.03,,EPA-83
21,2022-03-22 21:00:00,22.39,15.6,,EPA-83
22,2022-03-22 22:00:00,22.2,14.84,,EPA-83
23,2022-03-22 23:00:00,18.3,13.21,,EPA-83
0,2022-03-22 00:00:00,21.77,15.39,,TNO4438-EPA
1,2022-03-22 01:00:00,21.65,15.9,,TNO4438-EPA
2,2022-03-22 02:00:00,19.1,13.89,,TNO4438-EPA
3,2022-03-22 03:00:00,18.88,13.64,,TNO4438-EPA
4,2022-03-22 04:00:00,18.25,13.28,,TNO4438-EPA
5,2022-03-22 05:00:00,20.08,14.89,,TNO4438-EPA
6,2022-03-22 06:00:00,19.3,15.15,,TNO4438-EPA
7,2022-03-22 07:00:00,19.5,15.1,,TNO4438-EPA
8,2022-03-22 08:00:00,19.88,14.27,,TNO4438-EPA
9,2022-03-22 09:00:00,20.43,12.28,,TNO4438-EPA
10,2022-03-22 10:00:00,21.05,12.0,,TNO4438-EPA
11,2022-03-22 11:00:00,18.23,10.76,,TNO4438-EPA
12,2022-03-22 12:00:00,18.72,10.84,,TNO4438-EPA
13,2022-03-22 13:00:00,22.08,12.33,,TNO4438-EPA
14,2022-03-22 14:00:00,19.62,11.21,,TNO4438-EPA
15,2022-03-22 15:00:00,18.55,9.89,,TNO4438-EPA
16,2022-03-22 16:00:00,20.33,10.96,,TNO4438-EPA
17,2022-03-22 17:00:00,21.65,12.33,,TNO4438-EPA
18,2022-03-22 18:00:00,27.25,14.34,,TNO4438-EPA
19,2022-03-22 19:00:00,31.08,16.35,,TNO4438-EPA
20,2022-03-22 20:00:00,25.55,16.13,,TNO4438-EPA
21,2022-03-22 21:00:00,28.0,19.59,,TNO4438-EPA
22,2022-03-22 22:00:00,20.38,13.71,,TNO4438-EPA
23,2022-03-22 23:00:00,21.15,14.45,,TNO4438-EPA
0,2022-03-22 00:00:00,33.97,27.51,,EPA-78
1,2022-03-22 01:00:00,35.32,28.76,,EPA-78
2,2022-03-22 02:00:00,33.7,28.07,,EPA-78
3,2022-03-22 03:00:00,31.14,26.06,,EPA-78
4,2022-03-22 04:00:00,28.99,23.79,,EPA-78
5,2022-03-22 05:00:00,26.68,22.08,,EPA-78
6,2022-03-22 06:00:00,27.22,22.56,,EPA-78
7,2022-03-22 07:00:00,32.02,27.34,,EPA-78
8,2022-03-22 08:00:00,33.19,28.58,,EPA-78
9,2022-03-22 09:00:00,30.54,26.42,,EPA-78
10,2022-03-22 10:00:00,27.37,21.65,,EPA-78
11,2022-03-22 11:00:00,26.15,18.94,,EPA-78
12,2022-03-22 12:00:00,26.2,17.19,,EPA-78
13,2022-03-22 13:00:00,23.91,14.12,,EPA-78
14,2022-03-22 14:00:00,20.81,12.01,,EPA-78
15,2022-03-22 15:00:00,21.36,11.81,,EPA-78
16,2022-03-22 16:00:00,27.33,12.95,,EPA-78
17,2022-03-22 17:00:00,25.92,13.79,,EPA-78
18,2022-03-22 18:00:00,26.82,15.21,,EPA-78
19,2022-03-22 19:00:00,27.18,18.1,,EPA-78
20,2022-03-22 20:00:00,37.31,29.25,,EPA-78
21,2022-03-22 21:00:00,38.24,30.04,,EPA-78
22,2022-03-22 22:00:00,34.1,25.56,,EPA-78
23,2022-03-22 23:00:00,35.87,25.46,,EPA-78
0,2022-03-22 00:00:00,38.64,32.39,,EPA-53
1,2022-03-22 01:00:00,33.4,28.46,,EPA-53
2,2022-03-22 02:00:00,33.37,28.29,,EPA-53
3,2022-03-22 03:00:00,30.52,26.06,,EPA-53
4,2022-03-22 04:00:00,25.1,20.37,,EPA-53
5,2022-03-22 05:00:00,20.28,16.8,,EPA-53
6,2022-03-22 06:00:00,17.42,13.68,,EPA-53
7,2022-03-22 07:00:00,15.59,12.61,,EPA-53
8,2022-03-22 08:00:00,19.45,14.97,,EPA-53
9,2022-03-22 09:00:00,21.12,16.19,,EPA-53
10,2022-03-22 10:00:00,21.26,16.61,,EPA-53
11,2022-03-22 11:00:00,24.09,17.58,,EPA-53
12,2022-03-22 12:00:00,24.35,17.73,,EPA-53
13,2022-03-22 13:00:00,26.56,19.29,,EPA-53
14,2022-03-22 14:00:00,24.46,17.63,,EPA-53
15,2022-03-22 15:00:00,23.97,16.6,,EPA-53
16,2022-03-22 16:00:00,24.03,16.88,,EPA-53
17,2022-03-22 17:00:00,16.76,11.09,,EPA-53
18,2022-03-22 18:00:00,21.11,15.0,,EPA-53
19,2022-03-22 19:00:00,24.87,18.59,,EPA-53
20,2022-03-22 20:00:00,30.72,24.04,,EPA-53
21,2022-03-22 21:00:00,34.9,29.07,,EPA-53
22,2022-03-22 22:00:00,32.54,26.57,,EPA-53
23,2022-03-22 23:00:00,37.73,31.11,,EPA-53
0,2022-03-22 00:00:00,19.85,15.17,,TNO3839
1,2022-03-22 01:00:00,17.65,13.53,,TNO3839
2,2022-03-22 02:00:00,15.14,11.78,,TNO3839
3,2022-03-22 03:00:00,14.93,11.69,,TNO3839
4,2022-03-22 04:00:00,13.75,10.37,,TNO3839
5,2022-03-22 05:00:00,14.89,11.6,,TNO3839
6,2022-03-22 06:00:00,17.57,14.42,,TNO3839
7,2022-03-22 07:00:00,20.03,16.47,,TNO3839
8,2022-03-22 08:00:00,26.87,18.58,,TNO3839
9,2022-03-22 09:00:00,22.08,16.79,,TNO3839
10,2022-03-22 10:00:00,21.97,17.42,,TNO3839
11,2022-03-22 11:00:00,22.26,17.5,,TNO3839
12,2022-03-22 12:00:00,20.6,15.28,,TNO3839
13,2022-03-22 13:00:00,17.89,14.36,,TNO3839
14,2022-03-22 14:00:00,19.58,14.89,,TNO3839
15,2022-03-22 15:00:00,18.37,13.47,,TNO3839
16,2022-03-22 16:00:00,17.21,12.16,,TNO3839
17,2022-03-22 17:00:00,33.12,18.1,,TNO3839
18,2022-03-22 18:00:00,26.45,17.49,,TNO3839
19,2022-03-22 19:00:00,92.8,31.52,,TNO3839
20,2022-03-22 20:00:00,24.63,16.96,,TNO3839
21,2022-03-22 21:00:00,23.17,16.58,,TNO3839
22,2022-03-22 22:00:00,21.9,15.6,,TNO3839
23,2022-03-22 23:00:00,20.69,14.77,,TNO3839
0,2022-03-22 00:00:00,28.57,22.16,1.6,EPA-22
1,2022-03-22 01:00:00,26.35,20.0,1.42,EPA-22
2,2022-03-22 02:00:00,27.51,22.04,1.48,EPA-22
3,2022-03-22 03:00:00,26.76,22.45,1.53,EPA-22
4,2022-03-22 04:00:00,25.04,21.25,1.97,EPA-22
5,2022-03-22 05:00:00,29.58,25.13,2.07,EPA-22
6,2022-03-22 06:00:00,32.57,28.18,1.17,EPA-22
7,2022-03-22 07:00:00,31.7,27.44,1.57,EPA-22
8,2022-03-22 08:00:00,27.78,22.93,1.78,EPA-22
9,2022-03-22 09:00:00,20.43,16.39,2.0,EPA-22
10,2022-03-22 10:00:00,21.51,15.5,1.91,EPA-22
11,2022-03-22 11:00:00,19.37,14.21,1.53,EPA-22
12,2022-03-22 12:00:00,20.02,14.16,1.81,EPA-22
13,2022-03-22 13:00:00,23.0,15.44,2.23,EPA-22
14,2022-03-22 14:00:00,19.5,13.39,1.92,EPA-22
15,2022-03-22 15:00:00,18.34,13.06,1.98,EPA-22
16,2022-03-22 16:00:00,23.16,16.07,2.08,EPA-22
17,2022-03-22 17:00:00,23.84,17.35,2.18,EPA-22
18,2022-03-22 18:00:00,23.8,17.87,1.4,EPA-22
19,2022-03-22 19:00:00,25.77,20.01,1.67,EPA-22
20,2022-03-22 20:00:00,29.76,23.3,2.09,EPA-22
21,2022-03-22 21:00:00,34.53,27.08,2.34,EPA-22
22,2022-03-22 22:00:00,26.57,21.66,2.19,EPA-22
23,2022-03-22 23:00:00,27.56,22.42,2.29,EPA-22
0,2022-03-22 00:00:00,33.42,28.05,,EPA-80
1,2022-03-22 01:00:00,35.78,29.47,,EPA-80
2,2022-03-22 02:00:00,31.64,27.91,,EPA-80
3,2022-03-22 03:00:00,28.75,25.21,,EPA-80
4,2022-03-22 04:00:00,22.26,18.92,,EPA-80
5,2022-03-22 05:00:00,17.91,15.04,,EPA-80
6,2022-03-22 06:00:00,19.64,16.98,,EPA-80
7,2022-03-22 07:00:00,20.02,17.06,,EPA-80
8,2022-03-22 08:00:00,24.05,20.53,,EPA-80
9,2022-03-22 09:00:00,27.77,23.32,,EPA-80
10,2022-03-22 10:00:00,37.24,24.21,,EPA-80
11,2022-03-22 11:00:00,46.82,22.81,,EPA-80
12,2022-03-22 12:00:00,41.81,20.67,,EPA-80
13,2022-03-22 13:00:00,28.48,15.99,,EPA-80
14,2022-03-22 14:00:00,24.82,14.29,,EPA-80
15,2022-03-22 15:00:00,18.92,8.68,,EPA-80
16,2022-03-22 16:00:00,18.05,9.05,,EPA-80
17,2022-03-22 17:00:00,17.79,10.44,,EPA-80
18,2022-03-22 18:00:00,18.27,11.05,,EPA-80
19,2022-03-22 19:00:00,21.23,13.39,,EPA-80
20,2022-03-22 20:00:00,25.79,17.39,,EPA-80
21,2022-03-22 21:00:00,26.98,19.63,,EPA-80
22,2022-03-22 22:00:00,29.62,23.03,,EPA-80
23,2022-03-22 23:00:00,27.3,21.73,,EPA-80
0,2022-03-22 00:00:00,25.45,11.95,,TNO4324-EPA
1,2022-03-22 01:00:00,25.4,11.68,,TNO4324-EPA
2,2022-03-22 02:00:00,25.13,12.07,,TNO4324-EPA
3,2022-03-22 03:00:00,25.8,12.56,,TNO4324-EPA
4,2022-03-22 04:00:00,26.55,13.75,,TNO4324-EPA
5,2022-03-22 05:00:00,25.63,14.1,,TNO4324-EPA
6,2022-03-22 06:00:00,25.72,14.55,,TNO4324-EPA
7,2022-03-22 07:00:00,25.83,14.71,,TNO4324-EPA
8,2022-03-22 08:00:00,27.6,14.75,,TNO4324-EPA
9,2022-03-22 09:00:00,22.47,10.56,,TNO4324-EPA
10,2022-03-22 10:00:00,24.33,10.75,,TNO4324-EPA
11,2022-03-22 11:00:00,25.35,10.39,,TNO4324-EPA
12,2022-03-22 12:00:00,24.65,10.66,,TNO4324-EPA
13,2022-03-22 13:00:00,25.8,11.74,,TNO4324-EPA
14,2022-03-22 14:00:00,29.9,13.11,,TNO4324-EPA
15,2022-03-22 15:00:00,27.57,11.19,,TNO4324-EPA
16,2022-03-22 16:00:00,25.85,10.58,,TNO4324-EPA
17,2022-03-22 17:00:00,30.9,12.15,,TNO4324-EPA
18,2022-03-22 18:00:00,31.25,12.54,,TNO4324-EPA
19,2022-03-22 19:00:00,30.83,12.92,,TNO4324-EPA
20,2022-03-22 20:00:00,36.55,14.94,,TNO4324-EPA
21,2022-03-22 21:00:00,31.83,14.04,,TNO4324-EPA
22,2022-03-22 22:00:00,25.43,11.73,,TNO4324-EPA
23,2022-03-22 23:00:00,23.7,10.02,,TNO4324-EPA
0,2022-03-22 00:00:00,,7.7,,EPA-13
1,2022-03-22 01:00:00,,7.7,,EPA-13
2,2022-03-22 02:00:00,,7.7,,EPA-13
3,2022-03-22 03:00:00,,7.7,,EPA-13
4,2022-03-22 04:00:00,,7.7,,EPA-13
5,2022-03-22 05:00:00,,15.35,,EPA-13
6,2022-03-22 06:00:00,,17.9,,EPA-13
7,2022-03-22 07:00:00,,17.9,,EPA-13
8,2022-03-22 08:00:00,,17.9,,EPA-13
9,2022-03-22 09:00:00,,17.9,,EPA-13
10,2022-03-22 10:00:00,,17.9,,EPA-13
11,2022-03-22 11:00:00,,17.9,,EPA-13
12,2022-03-22 12:00:00,,17.9,,EPA-13
13,2022-03-22 13:00:00,,17.9,,EPA-13
14,2022-03-22 14:00:00,,17.9,,EPA-13
15,2022-03-22 15:00:00,,17.9,,EPA-13
16,2022-03-22 16:00:00,,17.9,,EPA-13
17,2022-03-22 17:00:00,,17.9,,EPA-13
18,2022-03-22 18:00:00,,17.9,,EPA-13
19,2022-03-22 19:00:00,,17.9,,EPA-13
20,2022-03-22 20:00:00,,17.9,,EPA-13
21,2022-03-22 21:00:00,,17.9,,EPA-13
22,2022-03-22 22:00:00,,17.9,,EPA-13
23,2022-03-22 23:00:00,,17.9,,EPA-13
0,2022-03-22 00:00:00,17.03,11.41,,TNO4390-EPA
1,2022-03-22 01:00:00,17.93,12.18,,TNO4390-EPA
2,2022-03-22 02:00:00,17.0,12.12,,TNO4390-EPA
3,2022-03-22 03:00:00,16.72,12.11,,TNO4390-EPA
4,2022-03-22 04:00:00,18.15,13.27,,TNO4390-EPA
5,2022-03-22 05:00:00,17.55,13.4,,TNO4390-EPA
6,2022-03-22 06:00:00,16.65,13.22,,TNO4390-EPA
7,2022-03-22 07:00:00,17.08,13.15,,TNO4390-EPA
8,2022-03-22 08:00:00,16.0,12.18,,TNO4390-EPA
9,2022-03-22 09:00:00,14.65,9.86,,TNO4390-EPA
10,2022-03-22 10:00:00,14.67,9.38,,TNO4390-EPA
11,2022-03-22 11:00:00,17.28,9.74,,TNO4390-EPA
12,2022-03-22 12:00:00,17.05,9.58,,TNO4390-EPA
13,2022-03-22 13:00:00,16.5,10.21,,TNO4390-EPA
14,2022-03-22 14:00:00,19.05,11.09,,TNO4390-EPA
15,2022-03-22 15:00:00,17.52,9.91,,TNO4390-EPA
16,2022-03-22 16:00:00,20.33,10.24,,TNO4390-EPA
17,2022-03-22 17:00:00,17.85,10.5,,TNO4390-EPA
18,2022-03-22 18:00:00,16.03,10.18,,TNO4390-EPA
19,2022-03-22 19:00:00,16.9,10.6,,TNO4390-EPA
20,2022-03-22 20:00:00,23.18,13.67,,TNO4390-EPA
21,2022-03-22 21:00:00,19.75,11.98,,TNO4390-EPA
22,2022-03-22 22:00:00,15.8,10.46,,TNO4390-EPA
23,2022-03-22 23:00:00,16.45,10.92,,TNO4390-EPA
0,2022-03-22 00:00:00,12.1,8.07,,TNO4160
1,2022-03-22 01:00:00,10.0,7.08,,TNO4160
2,2022-03-22 02:00:00,9.4,6.21,,TNO4160
3,2022-03-22 03:00:00,8.6,5.53,,TNO4160
4,2022-03-22 04:00:00,8.55,5.6,,TNO4160
5,2022-03-22 05:00:00,12.0,8.37,,TNO4160
6,2022-03-22 06:00:00,13.85,10.03,,TNO4160
7,2022-03-22 07:00:00,14.87,10.92,,TNO4160
8,2022-03-22 08:00:00,15.12,10.53,,TNO4160
9,2022-03-22 09:00:00,16.2,9.23,,TNO4160
10,2022-03-22 10:00:00,19.2,8.39,,TNO4160
11,2022-03-22 11:00:00,12.87,6.54,,TNO4160
12,2022-03-22 12:00:00,14.7,7.76,,TNO4160
13,2022-03-22 13:00:00,15.45,8.53,,TNO4160
14,2022-03-22 14:00:00,13.8,7.21,,TNO4160
15,2022-03-22 15:00:00,9.8,5.14,,TNO4160
16,2022-03-22 16:00:00,9.35,4.99,,TNO4160
17,2022-03-22 17:00:00,11.55,5.97,,TNO4160
18,2022-03-22 18:00:00,12.2,6.65,,TNO4160
19,2022-03-22 19:00:00,14.33,7.73,,TNO4160
20,2022-03-22 20:00:00,19.35,10.24,,TNO4160
21,2022-03-22 21:00:00,15.6,8.81,,TNO4160
22,2022-03-22 22:00:00,13.02,8.26,,TNO4160
23,2022-03-22 23:00:00,11.95,7.89,,TNO4160
0,2022-03-22 14:00:00,17.4,11.48,,TNO2579-EPA
1,2022-03-22 15:00:00,16.18,10.42,,TNO2579-EPA
2,2022-03-22 16:00:00,20.2,12.54,,TNO2579-EPA
3,2022-03-22 17:00:00,20.28,12.23,,TNO2579-EPA
4,2022-03-22 18:00:00,20.72,13.79,,TNO2579-EPA
5,2022-03-22 19:00:00,24.81,17.58,,TNO2579-EPA
6,2022-03-22 20:00:00,22.22,14.35,,TNO2579-EPA
7,2022-03-22 21:00:00,22.43,15.16,,TNO2579-EPA
8,2022-03-22 22:00:00,18.71,12.87,,TNO2579-EPA
9,2022-03-22 23:00:00,16.46,10.08,,TNO2579-EPA
0,2022-03-22 00:00:00,36.05,28.14,,EPA-50
1,2022-03-22 01:00:00,31.88,25.39,,EPA-50
2,2022-03-22 02:00:00,31.28,24.66,,EPA-50
3,2022-03-22 03:00:00,29.65,24.26,,EPA-50
4,2022-03-22 04:00:00,28.9,24.25,,EPA-50
5,2022-03-22 05:00:00,33.35,27.51,,EPA-50
6,2022-03-22 06:00:00,35.01,30.35,,EPA-50
7,2022-03-22 07:00:00,35.07,29.54,,EPA-50
8,2022-03-22 08:00:00,29.0,23.13,,EPA-50
9,2022-03-22 09:00:00,23.69,18.15,,EPA-50
10,2022-03-22 10:00:00,27.63,18.68,,EPA-50
11,2022-03-22 11:00:00,24.06,16.16,,EPA-50
12,2022-03-22 12:00:00,22.74,15.93,,EPA-50
13,2022-03-22 13:00:00,26.56,16.87,,EPA-50
14,2022-03-22 14:00:00,22.04,14.4,,EPA-50
15,2022-03-22 15:00:00,21.66,14.49,,EPA-50
16,2022-03-22 16:00:00,24.01,16.17,,EPA-50
17,2022-03-22 17:00:00,30.8,20.49,,EPA-50
18,2022-03-22 18:00:00,35.83,22.42,,EPA-50
19,2022-03-22 19:00:00,37.17,25.83,,EPA-50
20,2022-03-22 20:00:00,27.59,21.41,,EPA-50
21,2022-03-22 21:00:00,29.42,21.66,,EPA-50
22,2022-03-22 22:00:00,26.83,21.03,,EPA-50
23,2022-03-22 23:00:00,31.8,23.74,,EPA-50
0,2022-03-22 00:00:00,12.93,11.28,,TNO4157
1,2022-03-22 01:00:00,10.2,8.87,,TNO4157
2,2022-03-22 02:00:00,9.97,8.71,,TNO4157
3,2022-03-22 03:00:00,10.05,8.74,,TNO4157
4,2022-03-22 04:00:00,10.45,9.25,,TNO4157
5,2022-03-22 05:00:00,10.38,9.1,,TNO4157
6,2022-03-22 06:00:00,10.6,9.04,,TNO4157
7,2022-03-22 07:00:00,11.55,9.92,,TNO4157
8,2022-03-22 08:00:00,13.17,11.13,,TNO4157
9,2022-03-22 09:00:00,13.67,11.51,,TNO4157
10,2022-03-22 10:00:00,14.13,11.92,,TNO4157
11,2022-03-22 11:00:00,14.3,12.05,,TNO4157
12,2022-03-22 12:00:00,15.25,12.8,,TNO4157
13,2022-03-22 13:00:00,15.55,12.89,,TNO4157
