,Date and Time,PM10,PM2.5,SO2,Site,location,date,time
810,2022-03-13 16:00:00,7.09,5.56,,EPA-43,Longford Town,2022-03-13,16:00:00
811,2022-03-13 17:00:00,8.19,5.76,,EPA-43,Longford Town,2022-03-13,17:00:00
812,2022-03-13 18:00:00,8.22,5.8,,EPA-43,Longford Town,2022-03-13,18:00:00
813,2022-03-13 19:00:00,13.51,10.4,,EPA-43,Longford Town,2022-03-13,19:00:00
814,2022-03-13 20:00:00,18.2,14.52,,EPA-43,Longford Town,2022-03-13,20:00:00
815,2022-03-13 21:00:00,32.37,26.59,,EPA-43,Longford Town,2022-03-13,21:00:00
816,2022-03-13 22:00:00,21.87,15.89,,EPA-43,Longford Town,2022-03-13,22:00:00
817,2022-03-13 23:00:00,17.3,12.12,,EPA-43,Longford Town,2022-03-13,23:00:00
818,2022-03-12 00:00:00,9.14,7.46,,EPA-46,"Finglas, Dublin 11",2022-03-12,00:00:00
819,2022-03-12 01:00:00,5.3,4.17,,EPA-46,"Finglas, Dublin 11",2022-03-12,01:00:00
820,2022-03-12 02:00:00,5.98,4.4,,EPA-46,"Finglas, Dublin 11",2022-03-12,02:00:00
821,2022-03-12 03:00:00,5.45,3.76,,EPA-46,"Finglas, Dublin 11",2022-03-12,03:00:00
822,2022-03-12 04:00:00,5.28,3.41,,EPA-46,"Finglas, Dublin 11",2022-03-12,04:00:00
823,2022-03-12 05:00:00,5.28,3.38,,EPA-46,"Finglas, Dublin 11",2022-03-12,05:00:00
824,2022-03-12 06:00:00,6.25,3.73,,EPA-46,"Finglas, Dublin 11",2022-03-12,06:00:00
825,2022-03-12 07:00:00,6.67,4.24,,EPA-46,"Finglas, Dublin 11",2022-03-12,07:00:00
826,2022-03-12 08:00:00,3.86,2.71,,EPA-46,"Finglas, Dublin 11",2022-03-12,08:00:00
827,2022-03-12 09:00:00,3.65,2.23,,EPA-46,"Finglas, Dublin 11",2022-03-12,09:00:00
828,2022-03-12 10:00:00,6.21,2.86,,EPA-46,"Finglas, Dublin 11",2022-03-12,10:00:00
829,2022-03-12 11:00:00,5.85,2.69,,EPA-46,"Finglas, Dublin 11",2022-03-12,11:00:00
830,2022-03-12 12:00:00,7.7,3.57,,EPA-46,"Finglas, Dublin 11",2022-03-12,12:00:00
831,2022-03-12 13:00:00,6.96,3.55,,EPA-46,"Finglas, Dublin 11",2022-03-12,13:00:00
832,2022-03-12 14:00:00,7.99,4.0,,EPA-46,"Finglas, Dublin 11",2022-03-12,14:00:00
833,2022-03-12 15:00:00,13.44,6.4,,EPA-46,"Finglas, Dublin 11",2022-03-12,15:00:00
834,2022-03-12 16:00:00,15.32,7.88,,EPA-46,"Finglas, Dublin 11",2022-03-12,16:00:00
835,2022-03-12 17:00:00,11.16,6.21,,EPA-46,"Finglas, Dublin 11",2022-03-12,17:00:00
836,2022-03-12 18:00:00,13.02,6.78,,EPA-46,"Finglas, Dublin 11",2022-03-12,18:00:00
837,2022-03-12 19:00:00,15.63,8.63,,EPA-46,"Finglas, Dublin 11",2022-03-12,19:00:00
838,2022-03-12 20:00:00,15.41,9.07,,EPA-46,"Finglas, Dublin 11",2022-03-12,20:00:00
839,2022-03-12 21:00:00,13.77,8.03,,EPA-46,"Finglas, Dublin 11",2022-03-12,21:00:00
840,2022-03-12 22:00:00,14.62,7.84,,EPA-46,"Finglas, Dublin 11",2022-03-12,22:00:00
841,2022-03-12 23:00:00,13.57,7.12,,EPA-46,"Finglas, Dublin 11",2022-03-12,23:00:00
842,2022-03-13 00:00:00,13.24,7.46,,EPA-46,"Finglas, Dublin 11",2022-03-13,00:00:00
843,2022-03-13 01:00:00,12.78,7.47,,EPA-46,"Finglas, Dublin 11",2022-03-13,01:00:00
844,2022-03-13 02:00:00,22.28,12.55,,EPA-46,"Finglas, Dublin 11",2022-03-13,02:00:00
845,2022-03-13 03:00:00,26.95,15.0,,EPA-46,"Finglas, Dublin 11",2022-03-13,03:00:00
846,2022-03-13 04:00:00,21.89,13.72,,EPA-46,"Finglas, Dublin 11",2022-03-13,04:00:00
847,2022-03-13 05:00:00,24.22,14.24,,EPA-46,"Finglas, Dublin 11",2022-03-13,05:00:00
848,2022-03-13 06:00:00,21.89,13.02,,EPA-46,"Finglas, Dublin 11",2022-03-13,06:00:00
849,2022-03-13 07:00:00,13.14,8.2,,EPA-46,"Finglas, Dublin 11",2022-03-13,07:00:00
850,2022-03-13 08:00:00,10.95,6.81,,EPA-46,"Finglas, Dublin 11",2022-03-13,08:00:00
851,2022-03-13 09:00:00,4.32,2.84,,EPA-46,"Finglas, Dublin 11",2022-03-13,09:00:00
852,2022-03-13 10:00:00,3.7,2.36,,EPA-46,"Finglas, Dublin 11",2022-03-13,10:00:00
853,2022-03-13 11:00:00,4.62,2.66,,EPA-46,"Finglas, Dublin 11",2022-03-13,11:00:00
854,2022-03-13 12:00:00,5.12,2.86,,EPA-46,"Finglas, Dublin 11",2022-03-13,12:00:00
855,2022-03-13 13:00:00,5.37,3.22,,EPA-46,"Finglas, Dublin 11",2022-03-13,13:00:00
856,2022-03-13 14:00:00,3.61,1.84,,EPA-46,"Finglas, Dublin 11",2022-03-13,14:00:00
857,2022-03-13 15:00:00,2.39,1.32,,EPA-46,"Finglas, Dublin 11",2022-03-13,15:00:00
858,2022-03-13 16:00:00,3.73,1.99,,EPA-46,"Finglas, Dublin 11",2022-03-13,16:00:00
859,2022-03-13 17:00:00,4.85,2.58,,EPA-46,"Finglas, Dublin 11",2022-03-13,17:00:00
860,2022-03-13 18:00:00,8.23,4.98,,EPA-46,"Finglas, Dublin 11",2022-03-13,18:00:00
861,2022-03-13 19:00:00,11.51,6.79,,EPA-46,"Finglas, Dublin 11",2022-03-13,19:00:00
862,2022-03-13 20:00:00,13.06,7.35,,EPA-46,"Finglas, Dublin 11",2022-03-13,20:00:00
863,2022-03-13 21:00:00,11.72,6.95,,EPA-46,"Finglas, Dublin 11",2022-03-13,21:00:00
864,2022-03-13 22:00:00,11.15,6.24,,EPA-46,"Finglas, Dublin 11",2022-03-13,22:00:00
865,2022-03-13 23:00:00,11.51,5.89,,EPA-46,"Finglas, Dublin 11",2022-03-13,23:00:00
866,2022-03-12 00:00:00,20.11,16.46,,EPA-66,Tipperary Town,2022-03-12,00:00:00
867,2022-03-12 01:00:00,13.44,8.26,,EPA-66,Tipperary Town,2022-03-12,01:00:00
868,2022-03-12 02:00:00,12.75,7.52,,EPA-66,Tipperary Town,2022-03-12,02:00:00
869,2022-03-12 03:00:00,9.31,5.84,,EPA-66,Tipperary Town,2022-03-12,03:00:00
870,2022-03-12 04:00:00,4.05,2.36,,EPA-66,Tipperary Town,2022-03-12,04:00:00
871,2022-03-12 05:00:00,5.07,2.26,,EPA-66,Tipperary Town,2022-03-12,05:00:00
872,2022-03-12 06:00:00,8.98,3.9,,EPA-66,Tipperary Town,2022-03-12,06:00:00
873,2022-03-12 07:00:00,7.87,3.97,,EPA-66,Tipperary Town,2022-03-12,07:00:00
874,2022-03-12 08:00:00,8.84,4.41,,EPA-66,Tipperary Town,2022-03-12,08:00:00
875,2022-03-12 09:00:00,11.92,7.04,,EPA-66,Tipperary Town,2022-03-12,09:00:00
876,2022-03-12 10:00:00,8.38,4.08,,EPA-66,Tipperary Town,2022-03-12,10:00:00
877,2022-03-12 11:00:00,10.39,4.56,,EPA-66,Tipperary Town,2022-03-12,11:00:00
878,2022-03-12 12:00:00,15.02,6.91,,EPA-66,Tipperary Town,2022-03-12,12:00:00
879,2022-03-12 13:00:00,15.99,7.98,,EPA-66,Tipperary Town,2022-03-12,13:00:00
880,2022-03-12 14:00:00,17.27,8.28,,EPA-66,Tipperary Town,2022-03-12,14:00:00
881,2022-03-12 15:00:00,11.97,6.39,,EPA-66,Tipperary Town,2022-03-12,15:00:00
882,2022-03-12 16:00:00,5.77,4.12,,EPA-66,Tipperary Town,2022-03-12,16:00:00
883,2022-03-12 17:00:00,5.18,4.12,,EPA-66,Tipperary Town,2022-03-12,17:00:00
884,2022-03-12 18:00:00,12.99,10.54,,EPA-66,Tipperary Town,2022-03-12,18:00:00
885,2022-03-12 19:00:00,25.4,23.0,,EPA-66,Tipperary Town,2022-03-12,19:00:00
886,2022-03-12 20:00:00,33.18,24.66,,EPA-66,Tipperary Town,2022-03-12,20:00:00
887,2022-03-12 21:00:00,20.02,17.94,,EPA-66,Tipperary Town,2022-03-12,21:00:00
888,2022-03-12 22:00:00,17.19,12.05,,EPA-66,Tipperary Town,2022-03-12,22:00:00
889,2022-03-12 23:00:00,28.4,18.99,,EPA-66,Tipperary Town,2022-03-12,23:00:00
890,2022-03-13 00:00:00,18.63,13.78,,EPA-66,Tipperary Town,2022-03-13,00:00:00
891,2022-03-13 01:00:00,12.33,8.65,,EPA-66,Tipperary Town,2022-03-13,01:00:00
892,2022-03-13 02:00:00,11.72,6.99,,EPA-66,Tipperary Town,2022-03-13,02:00:00
893,2022-03-13 03:00:00,8.68,5.3,,EPA-66,Tipperary Town,2022-03-13,03:00:00
894,2022-03-13 04:00:00,7.02,4.29,,EPA-66,Tipperary Town,2022-03-13,04:00:00
895,2022-03-13 05:00:00,5.07,2.74,,EPA-66,Tipperary Town,2022-03-13,05:00:00
896,2022-03-13 06:00:00,2.56,1.24,,EPA-66,Tipperary Town,2022-03-13,06:00:00
897,2022-03-13 07:00:00,4.08,1.66,,EPA-66,Tipperary Town,2022-03-13,07:00:00
898,2022-03-13 08:00:00,25.45,6.61,,EPA-66,Tipperary Town,2022-03-13,08:00:00
899,2022-03-13 09:00:00,38.16,9.59,,EPA-66,Tipperary Town,2022-03-13,09:00:00
900,2022-03-13 10:00:00,26.36,7.29,,EPA-66,Tipperary Town,2022-03-13,10:00:00
901,2022-03-13 11:00:00,8.1,3.64,,EPA-66,Tipperary Town,2022-03-13,11:00:00
902,2022-03-13 12:00:00,4.73,2.69,,EPA-66,Tipperary Town,2022-03-13,12:00:00
903,2022-03-13 13:00:00,4.84,2.64,,EPA-66,Tipperary Town,2022-03-13,13:00:00
904,2022-03-13 14:00:00,7.47,3.4,,EPA-66,Tipperary Town,2022-03-13,14:00:00
905,2022-03-13 15:00:00,7.86,3.78,,EPA-66,Tipperary Town,2022-03-13,15:00:00
906,2022-03-13 16:00:00,7.06,3.76,,EPA-66,Tipperary Town,2022-03-13,16:00:00
907,2022-03-13 17:00:00,11.63,5.84,,EPA-66,Tipperary Town,2022-03-13,17:00:00
908,2022-03-13 18:00:00,13.36,6.6,,EPA-66,Tipperary Town,2022-03-13,18:00:00
909,2022-03-13 19:00:00,13.0,6.37,,EPA-66,Tipperary Town,2022-03-13,19:00:00
910,2022-03-13 20:00:00,15.28,7.73,,EPA-66,Tipperary Town,2022-03-13,20:00:00
911,2022-03-13 21:00:00,23.09,14.86,,EPA-66,Tipperary Town,2022-03-13,21:00:00
912,2022-03-13 22:00:00,21.8,13.75,,EPA-66,Tipperary Town,2022-03-13,22:00:00
913,2022-03-13 23:00:00,20.19,11.61,,EPA-66,Tipperary Town,2022-03-13,23:00:00
914,2022-03-12 00:00:00,10.69,8.74,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,00:00:00
915,2022-03-12 01:00:00,7.39,5.88,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,01:00:00
916,2022-03-12 02:00:00,6.37,4.51,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,02:00:00
917,2022-03-12 03:00:00,8.3,4.74,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,03:00:00
918,2022-03-12 04:00:00,9.02,6.36,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,04:00:00
919,2022-03-12 05:00:00,8.93,5.97,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,05:00:00
920,2022-03-12 06:00:00,8.12,5.64,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,06:00:00
921,2022-03-12 07:00:00,8.59,6.25,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,07:00:00
922,2022-03-12 08:00:00,6.05,3.83,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,08:00:00
923,2022-03-12 09:00:00,4.13,2.42,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,09:00:00
924,2022-03-12 10:00:00,6.23,4.1,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,10:00:00
925,2022-03-12 11:00:00,13.64,4.21,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,11:00:00
926,2022-03-12 12:00:00,7.73,3.29,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,12:00:00
927,2022-03-12 13:00:00,15.92,5.16,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,13:00:00
928,2022-03-12 14:00:00,11.37,4.23,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,14:00:00
929,2022-03-12 15:00:00,12.91,5.3,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,15:00:00
930,2022-03-12 16:00:00,16.32,7.06,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,16:00:00
931,2022-03-12 17:00:00,11.71,6.14,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,17:00:00
932,2022-03-12 18:00:00,9.76,5.52,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,18:00:00
933,2022-03-12 19:00:00,9.63,6.06,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,19:00:00
934,2022-03-12 20:00:00,10.63,7.25,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,20:00:00
935,2022-03-12 21:00:00,10.6,7.45,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,21:00:00
936,2022-03-12 22:00:00,11.68,7.01,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,22:00:00
937,2022-03-12 23:00:00,11.56,6.65,,EPA-29,"Blanchardstown, Dublin 15",2022-03-12,23:00:00
938,2022-03-13 00:00:00,11.81,7.26,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,00:00:00
939,2022-03-13 01:00:00,8.89,5.51,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,01:00:00
940,2022-03-13 02:00:00,15.05,9.35,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,02:00:00
941,2022-03-13 03:00:00,21.66,13.07,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,03:00:00
942,2022-03-13 04:00:00,18.49,12.32,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,04:00:00
943,2022-03-13 05:00:00,17.63,11.33,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,05:00:00
944,2022-03-13 06:00:00,15.97,10.45,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,06:00:00
945,2022-03-13 07:00:00,10.46,6.99,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,07:00:00
946,2022-03-13 08:00:00,7.76,4.86,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,08:00:00
947,2022-03-13 09:00:00,3.13,2.19,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,09:00:00
948,2022-03-13 10:00:00,4.6,2.78,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,10:00:00
949,2022-03-13 11:00:00,6.69,3.51,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,11:00:00
950,2022-03-13 12:00:00,5.25,2.96,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,12:00:00
951,2022-03-13 13:00:00,6.29,3.67,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,13:00:00
952,2022-03-13 14:00:00,4.88,2.66,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,14:00:00
953,2022-03-13 15:00:00,4.76,2.35,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,15:00:00
954,2022-03-13 16:00:00,5.27,2.33,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,16:00:00
955,2022-03-13 17:00:00,6.71,3.12,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,17:00:00
956,2022-03-13 18:00:00,10.98,4.8,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,18:00:00
957,2022-03-13 19:00:00,14.1,6.57,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,19:00:00
958,2022-03-13 20:00:00,13.75,7.91,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,20:00:00
959,2022-03-13 21:00:00,16.21,9.78,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,21:00:00
960,2022-03-13 22:00:00,14.35,8.75,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,22:00:00
961,2022-03-13 23:00:00,12.93,7.44,,EPA-29,"Blanchardstown, Dublin 15",2022-03-13,23:00:00
962,2022-03-12 00:00:00,15.97,12.95,5.39,EPA-17,"Ringsend, Dublin 4",2022-03-12,00:00:00
963,2022-03-12 01:00:00,7.21,5.26,4.8,EPA-17,"Ringsend, Dublin 4",2022-03-12,01:00:00
964,2022-03-12 02:00:00,5.99,4.6,4.49,EPA-17,"Ringsend, Dublin 4",2022-03-12,02:00:00
965,2022-03-12 03:00:00,5.92,4.14,4.42,EPA-17,"Ringsend, Dublin 4",2022-03-12,03:00:00
966,2022-03-12 04:00:00,5.41,3.63,4.45,EPA-17,"Ringsend, Dublin 4",2022-03-12,04:00:00
967,2022-03-12 05:00:00,5.44,3.55,4.38,EPA-17,"Ringsend, Dublin 4",2022-03-12,05:00:00
968,2022-03-12 06:00:00,5.82,4.05,4.2,EPA-17,"Ringsend, Dublin 4",2022-03-12,06:00:00
969,2022-03-12 07:00:00,7.04,4.85,4.26,EPA-17,"Ringsend, Dublin 4",2022-03-12,07:00:00
970,2022-03-12 08:00:00,3.99,2.83,4.18,EPA-17,"Ringsend, Dublin 4",2022-03-12,08:00:00
971,2022-03-12 09:00:00,5.0,2.3,4.78,EPA-17,"Ringsend, Dublin 4",2022-03-12,09:00:00
972,2022-03-12 10:00:00,7.19,3.2,5.15,EPA-17,"Ringsend, Dublin 4",2022-03-12,10:00:00
973,2022-03-12 11:00:00,9.26,3.62,4.79,EPA-17,"Ringsend, Dublin 4",2022-03-12,11:00:00
974,2022-03-12 12:00:00,8.32,3.95,4.77,EPA-17,"Ringsend, Dublin 4",2022-03-12,12:00:00
975,2022-03-12 13:00:00,15.64,4.93,3.99,EPA-17,"Ringsend, Dublin 4",2022-03-12,13:00:00
976,2022-03-12 14:00:00,16.17,5.65,3.61,EPA-17,"Ringsend, Dublin 4",2022-03-12,14:00:00
977,2022-03-12 15:00:00,21.18,7.84,3.97,EPA-17,"Ringsend, Dublin 4",2022-03-12,15:00:00
978,2022-03-12 16:00:00,20.56,8.44,4.05,EPA-17,"Ringsend, Dublin 4",2022-03-12,16:00:00
979,2022-03-12 17:00:00,14.37,6.16,4.22,EPA-17,"Ringsend, Dublin 4",2022-03-12,17:00:00
980,2022-03-12 18:00:00,19.8,8.59,4.11,EPA-17,"Ringsend, Dublin 4",2022-03-12,18:00:00
981,2022-03-12 19:00:00,22.96,10.7,4.12,EPA-17,"Ringsend, Dublin 4",2022-03-12,19:00:00
982,2022-03-12 20:00:00,23.04,11.61,4.23,EPA-17,"Ringsend, Dublin 4",2022-03-12,20:00:00
983,2022-03-12 21:00:00,21.15,10.53,4.38,EPA-17,"Ringsend, Dublin 4",2022-03-12,21:00:00
984,2022-03-12 22:00:00,17.48,8.62,4.36,EPA-17,"Ringsend, Dublin 4",2022-03-12,22:00:00
985,2022-03-12 23:00:00,16.93,8.33,4.33,EPA-17,"Ringsend, Dublin 4",2022-03-12,23:00:00
986,2022-03-13 00:00:00,18.74,9.34,4.36,EPA-17,"Ringsend, Dublin 4",2022-03-13,00:00:00
987,2022-03-13 01:00:00,17.53,9.83,4.28,EPA-17,"Ringsend, Dublin 4",2022-03-13,01:00:00
988,2022-03-13 02:00:00,27.04,15.07,4.38,EPA-17,"Ringsend, Dublin 4",2022-03-13,02:00:00
989,2022-03-13 03:00:00,27.2,15.78,3.32,EPA-17,"Ringsend, Dublin 4",2022-03-13,03:00:00
990,2022-03-13 04:00:00,28.53,17.0,3.85,EPA-17,"Ringsend, Dublin 4",2022-03-13,04:00:00
991,2022-03-13 05:00:00,30.44,17.35,4.47,EPA-17,"Ringsend, Dublin 4",2022-03-13,05:00:00
992,2022-03-13 06:00:00,28.5,16.3,4.45,EPA-17,"Ringsend, Dublin 4",2022-03-13,06:00:00
993,2022-03-13 07:00:00,26.83,15.21,4.5,EPA-17,"Ringsend, Dublin 4",2022-03-13,07:00:00
994,2022-03-13 08:00:00,20.4,11.91,4.68,EPA-17,"Ringsend, Dublin 4",2022-03-13,08:00:00
995,2022-03-13 09:00:00,8.91,5.4,4.49,EPA-17,"Ringsend, Dublin 4",2022-03-13,09:00:00
996,2022-03-13 10:00:00,3.67,2.32,4.96,EPA-17,"Ringsend, Dublin 4",2022-03-13,10:00:00
997,2022-03-13 11:00:00,8.4,3.59,4.72,EPA-17,"Ringsend, Dublin 4",2022-03-13,11:00:00
998,2022-03-13 12:00:00,4.88,2.85,4.57,EPA-17,"Ringsend, Dublin 4",2022-03-13,12:00:00
999,2022-03-13 13:00:00,3.84,2.44,4.75,EPA-17,"Ringsend, Dublin 4",2022-03-13,13:00:00
1000,2022-03-13 14:00:00,4.15,2.91,4.65,EPA-17,"Ringsend, Dublin 4",2022-03-13,14:00:00
1001,2022-03-13 15:00:00,3.21,2.08,5.1,EPA-17,"Ringsend, Dublin 4",2022-03-13,15:00:00
1002,2022-03-13 16:00:00,3.63,2.4,4.79,EPA-17,"Ringsend, Dublin 4",2022-03-13,16:00:00
1003,2022-03-13 17:00:00,5.43,3.08,4.46,EPA-17,"Ringsend, Dublin 4",2022-03-13,17:00:00
1004,2022-03-13 18:00:00,6.89,4.29,4.23,EPA-17,"Ringsend, Dublin 4",2022-03-13,18:00:00
1005,2022-03-13 19:00:00,10.11,6.09,3.8,EPA-17,"Ringsend, Dublin 4",2022-03-13,19:00:00
1006,2022-03-13 20:00:00,13.95,8.81,4.38,EPA-17,"Ringsend, Dublin 4",2022-03-13,20:00:00
1007,2022-03-13 21:00:00,12.73,8.44,5.01,EPA-17,"Ringsend, Dublin 4",2022-03-13,21:00:00
1008,2022-03-13 22:00:00,12.14,7.79,4.67,EPA-17,"Ringsend, Dublin 4",2022-03-13,22:00:00
1009,2022-03-13 23:00:00,11.96,7.01,4.48,EPA-17,"Ringsend, Dublin 4",2022-03-13,23:00:00
1010,2022-03-12 00:00:00,22.18,19.37,,EPA-84,"Drogheda, Co. Louth",2022-03-12,00:00:00
1011,2022-03-12 01:00:00,14.4,12.79,,EPA-84,"Drogheda, Co. Louth",2022-03-12,01:00:00
1012,2022-03-12 02:00:00,11.15,9.77,,EPA-84,"Drogheda, Co. Louth",2022-03-12,02:00:00
1013,2022-03-12 03:00:00,8.31,6.29,,EPA-84,"Drogheda, Co. Louth",2022-03-12,03:00:00
1014,2022-03-12 04:00:00,8.04,4.7,,EPA-84,"Drogheda, Co. Louth",2022-03-12,04:00:00
1015,2022-03-12 05:00:00,9.14,4.3,,EPA-84,"Drogheda, Co. Louth",2022-03-12,05:00:00
1016,2022-03-12 06:00:00,8.5,5.02,,EPA-84,"Drogheda, Co. Louth",2022-03-12,06:00:00
1017,2022-03-12 07:00:00,8.72,5.7,,EPA-84,"Drogheda, Co. Louth",2022-03-12,07:00:00
1018,2022-03-12 08:00:00,7.95,5.21,,EPA-84,"Drogheda, Co. Louth",2022-03-12,08:00:00
1019,2022-03-12 09:00:00,3.69,2.79,,EPA-84,"Drogheda, Co. Louth",2022-03-12,09:00:00
1020,2022-03-12 10:00:00,3.47,2.27,,EPA-84,"Drogheda, Co. Louth",2022-03-12,10:00:00
1021,2022-03-12 11:00:00,5.56,3.15,,EPA-84,"Drogheda, Co. Louth",2022-03-12,11:00:00
1022,2022-03-12 12:00:00,9.53,3.97,,EPA-84,"Drogheda, Co. Louth",2022-03-12,12:00:00
1023,2022-03-12 13:00:00,8.41,3.38,,EPA-84,"Drogheda, Co. Louth",2022-03-12,13:00:00
1024,2022-03-12 14:00:00,9.17,3.89,,EPA-84,"Drogheda, Co. Louth",2022-03-12,14:00:00
1025,2022-03-12 15:00:00,10.35,4.82,,EPA-84,"Drogheda, Co. Louth",2022-03-12,15:00:00
1026,2022-03-12 16:00:00,13.46,6.27,,EPA-84,"Drogheda, Co. Louth",2022-03-12,16:00:00
1027,2022-03-12 17:00:00,14.15,7.1,,EPA-84,"Drogheda, Co. Louth",2022-03-12,17:00:00
1028,2022-03-12 18:00:00,9.46,4.73,,EPA-84,"Drogheda, Co. Louth",2022-03-12,18:00:00
1029,2022-03-12 19:00:00,11.6,6.13,,EPA-84,"Drogheda, Co. Louth",2022-03-12,19:00:00
1030,2022-03-12 20:00:00,13.98,7.64,,EPA-84,"Drogheda, Co. Louth",2022-03-12,20:00:00
1031,2022-03-12 21:00:00,16.03,9.21,,EPA-84,"Drogheda, Co. Louth",2022-03-12,21:00:00
1032,2022-03-12 22:00:00,15.71,7.9,,EPA-84,"Drogheda, Co. Louth",2022-03-12,22:00:00
1033,2022-03-12 23:00:00,11.59,5.64,,EPA-84,"Drogheda, Co. Louth",2022-03-12,23:00:00
1034,2022-03-13 00:00:00,12.93,6.41,,EPA-84,"Drogheda, Co. Louth",2022-03-13,00:00:00
1035,2022-03-13 01:00:00,15.34,7.94,,EPA-84,"Drogheda, Co. Louth",2022-03-13,01:00:00
1036,2022-03-13 02:00:00,20.85,11.36,,EPA-84,"Drogheda, Co. Louth",2022-03-13,02:00:00
1037,2022-03-13 03:00:00,23.18,12.93,,EPA-84,"Drogheda, Co. Louth",2022-03-13,03:00:00
1038,2022-03-13 04:00:00,23.0,13.27,,EPA-84,"Drogheda, Co. Louth",2022-03-13,04:00:00
1039,2022-03-13 05:00:00,24.57,14.19,,EPA-84,"Drogheda, Co. Louth",2022-03-13,05:00:00
1040,2022-03-13 06:00:00,24.26,14.54,,EPA-84,"Drogheda, Co. Louth",2022-03-13,06:00:00
1041,2022-03-13 07:00:00,21.65,13.31,,EPA-84,"Drogheda, Co. Louth",2022-03-13,07:00:00
1042,2022-03-13 08:00:00,20.24,12.29,,EPA-84,"Drogheda, Co. Louth",2022-03-13,08:00:00
1043,2022-03-13 09:00:00,16.58,9.99,,EPA-84,"Drogheda, Co. Louth",2022-03-13,09:00:00
1044,2022-03-13 10:00:00,10.89,6.47,,EPA-84,"Drogheda, Co. Louth",2022-03-13,10:00:00
1045,2022-03-13 11:00:00,5.63,2.99,,EPA-84,"Drogheda, Co. Louth",2022-03-13,11:00:00
1046,2022-03-13 12:00:00,6.14,3.33,,EPA-84,"Drogheda, Co. Louth",2022-03-13,12:00:00
1047,2022-03-13 13:00:00,7.72,3.6,,EPA-84,"Drogheda, Co. Louth",2022-03-13,13:00:00
1048,2022-03-13 14:00:00,6.63,3.44,,EPA-84,"Drogheda, Co. Louth",2022-03-13,14:00:00
1049,2022-03-13 15:00:00,4.68,2.2,,EPA-84,"Drogheda, Co. Louth",2022-03-13,15:00:00
1050,2022-03-13 16:00:00,4.91,2.74,,EPA-84,"Drogheda, Co. Louth",2022-03-13,16:00:00
1051,2022-03-13 17:00:00,5.67,3.77,,EPA-84,"Drogheda, Co. Louth",2022-03-13,17:00:00
1052,2022-03-13 18:00:00,7.58,4.69,,EPA-84,"Drogheda, Co. Louth",2022-03-13,18:00:00
1053,2022-03-13 19:00:00,12.43,7.6,,EPA-84,"Drogheda, Co. Louth",2022-03-13,19:00:00
1054,2022-03-13 20:00:00,15.79,9.86,,EPA-84,"Drogheda, Co. Louth",2022-03-13,20:00:00
1055,2022-03-13 21:00:00,15.04,9.01,,EPA-84,"Drogheda, Co. Louth",2022-03-13,21:00:00
