,Date and Time,PM10,PM2.5,SO2,Site,location,date,time
0,2022-03-12 00:00:00,48.49,43.53,18.54,EPA-25,"Ennis, Co. Clare",2022-03-12,00:00:00
1,2022-03-12 01:00:00,28.25,24.44,14.09,EPA-25,"Ennis, Co. Clare",2022-03-12,01:00:00
2,2022-03-12 02:00:00,11.33,8.2,12.43,EPA-25,"Ennis, Co. Clare",2022-03-12,02:00:00
3,2022-03-12 03:00:00,3.28,2.16,9.13,EPA-25,"Ennis, Co. Clare",2022-03-12,03:00:00
4,2022-03-12 04:00:00,4.38,2.29,7.91,EPA-25,"Ennis, Co. Clare",2022-03-12,04:00:00
5,2022-03-12 05:00:00,3.1,2.14,6.29,EPA-25,"Ennis, Co. Clare",2022-03-12,05:00:00
6,2022-03-12 06:00:00,4.16,2.22,6.05,EPA-25,"Ennis, Co. Clare",2022-03-12,06:00:00
7,2022-03-12 07:00:00,4.53,2.66,5.26,EPA-25,"Ennis, Co. Clare",2022-03-12,07:00:00
8,2022-03-12 08:00:00,10.44,7.27,5.68,EPA-25,"Ennis, Co. Clare",2022-03-12,08:00:00
9,2022-03-12 09:00:00,8.5,5.65,7.04,EPA-25,"Ennis, Co. Clare",2022-03-12,09:00:00
10,2022-03-12 10:00:00,9.13,5.63,8.14,EPA-25,"Ennis, Co. Clare",2022-03-12,10:00:00
11,2022-03-12 11:00:00,11.66,7.68,7.5,EPA-25,"Ennis, Co. Clare",2022-03-12,11:00:00
12,2022-03-12 12:00:00,10.17,5.33,6.85,EPA-25,"Ennis, Co. Clare",2022-03-12,12:00:00
13,2022-03-12 13:00:00,12.73,7.41,6.3,EPA-25,"Ennis, Co. Clare",2022-03-12,13:00:00
14,2022-03-12 14:00:00,13.39,7.73,5.97,EPA-25,"Ennis, Co. Clare",2022-03-12,14:00:00
15,2022-03-12 15:00:00,13.26,7.12,5.92,EPA-25,"Ennis, Co. Clare",2022-03-12,15:00:00
16,2022-03-12 16:00:00,10.69,6.83,5.25,EPA-25,"Ennis, Co. Clare",2022-03-12,16:00:00
17,2022-03-12 17:00:00,5.39,4.27,4.94,EPA-25,"Ennis, Co. Clare",2022-03-12,17:00:00
18,2022-03-12 18:00:00,5.48,4.64,4.76,EPA-25,"Ennis, Co. Clare",2022-03-12,18:00:00
19,2022-03-12 19:00:00,6.73,5.94,5.12,EPA-25,"Ennis, Co. Clare",2022-03-12,19:00:00
20,2022-03-12 20:00:00,15.36,13.48,5.77,EPA-25,"Ennis, Co. Clare",2022-03-12,20:00:00
21,2022-03-12 21:00:00,20.84,16.39,6.16,EPA-25,"Ennis, Co. Clare",2022-03-12,21:00:00
22,2022-03-12 22:00:00,13.8,10.65,6.11,EPA-25,"Ennis, Co. Clare",2022-03-12,22:00:00
23,2022-03-12 23:00:00,11.51,7.19,5.52,EPA-25,"Ennis, Co. Clare",2022-03-12,23:00:00
24,2022-03-13 00:00:00,11.16,7.62,5.28,EPA-25,"Ennis, Co. Clare",2022-03-13,00:00:00
25,2022-03-13 01:00:00,7.6,5.7,5.34,EPA-25,"Ennis, Co. Clare",2022-03-13,01:00:00
26,2022-03-13 02:00:00,8.33,5.54,5.55,EPA-25,"Ennis, Co. Clare",2022-03-13,02:00:00
27,2022-03-13 03:00:00,6.37,4.06,3.81,EPA-25,"Ennis, Co. Clare",2022-03-13,03:00:00
28,2022-03-13 04:00:00,5.4,3.51,5.41,EPA-25,"Ennis, Co. Clare",2022-03-13,04:00:00
29,2022-03-13 05:00:00,5.19,3.76,5.25,EPA-25,"Ennis, Co. Clare",2022-03-13,05:00:00
30,2022-03-13 06:00:00,2.69,1.64,5.17,EPA-25,"Ennis, Co. Clare",2022-03-13,06:00:00
31,2022-03-13 07:00:00,4.43,2.41,4.8,EPA-25,"Ennis, Co. Clare",2022-03-13,07:00:00
32,2022-03-13 08:00:00,8.92,5.56,4.8,EPA-25,"Ennis, Co. Clare",2022-03-13,08:00:00
33,2022-03-13 09:00:00,12.57,6.85,5.07,EPA-25,"Ennis, Co. Clare",2022-03-13,09:00:00
34,2022-03-13 10:00:00,12.47,6.61,5.1,EPA-25,"Ennis, Co. Clare",2022-03-13,10:00:00
35,2022-03-13 11:00:00,14.24,7.91,5.56,EPA-25,"Ennis, Co. Clare",2022-03-13,11:00:00
36,2022-03-13 12:00:00,19.81,15.15,5.07,EPA-25,"Ennis, Co. Clare",2022-03-13,12:00:00
37,2022-03-13 13:00:00,16.02,11.23,6.97,EPA-25,"Ennis, Co. Clare",2022-03-13,13:00:00
38,2022-03-13 14:00:00,19.59,14.47,6.93,EPA-25,"Ennis, Co. Clare",2022-03-13,14:00:00
39,2022-03-13 15:00:00,23.28,17.18,5.36,EPA-25,"Ennis, Co. Clare",2022-03-13,15:00:00
40,2022-03-13 16:00:00,23.55,17.54,6.65,EPA-25,"Ennis, Co. Clare",2022-03-13,16:00:00
41,2022-03-13 17:00:00,20.63,15.96,7.1,EPA-25,"Ennis, Co. Clare",2022-03-13,17:00:00
42,2022-03-13 18:00:00,27.92,21.05,7.39,EPA-25,"Ennis, Co. Clare",2022-03-13,18:00:00
43,2022-03-13 19:00:00,62.17,52.9,8.96,EPA-25,"Ennis, Co. Clare",2022-03-13,19:00:00
44,2022-03-13 20:00:00,69.58,59.73,12.85,EPA-25,"Ennis, Co. Clare",2022-03-13,20:00:00
45,2022-03-13 21:00:00,94.09,83.85,18.67,EPA-25,"Ennis, Co. Clare",2022-03-13,21:00:00
46,2022-03-13 22:00:00,36.51,27.46,17.69,EPA-25,"Ennis, Co. Clare",2022-03-13,22:00:00
47,2022-03-13 23:00:00,53.2,45.69,19.12,EPA-25,"Ennis, Co. Clare",2022-03-13,23:00:00
48,2022-03-12 00:00:00,66.07,62.68,92.63,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,00:00:00
49,2022-03-12 01:00:00,64.91,60.5,110.45,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,01:00:00
50,2022-03-12 02:00:00,41.65,36.48,84.06,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,02:00:00
51,2022-03-12 03:00:00,40.46,35.19,92.22,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,03:00:00
52,2022-03-12 04:00:00,15.99,12.79,55.2,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,04:00:00
53,2022-03-12 05:00:00,13.45,10.79,48.98,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,05:00:00
54,2022-03-12 06:00:00,10.11,7.97,17.28,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,06:00:00
55,2022-03-12 07:00:00,10.75,9.15,19.37,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,07:00:00
56,2022-03-12 08:00:00,11.03,9.22,17.36,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,08:00:00
57,2022-03-12 09:00:00,3.91,2.45,11.07,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,09:00:00
58,2022-03-12 10:00:00,3.72,2.35,11.08,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,10:00:00
59,2022-03-12 11:00:00,4.23,3.15,9.57,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,11:00:00
60,2022-03-12 12:00:00,3.66,2.61,9.07,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,12:00:00
61,2022-03-12 13:00:00,4.48,3.15,8.86,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,13:00:00
62,2022-03-12 14:00:00,7.74,4.64,9.0,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,14:00:00
63,2022-03-12 15:00:00,12.33,8.2,6.92,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,15:00:00
64,2022-03-12 16:00:00,7.28,2.86,4.7,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,16:00:00
65,2022-03-12 17:00:00,5.59,3.0,4.4,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,17:00:00
66,2022-03-12 18:00:00,13.13,8.56,7.66,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,18:00:00
67,2022-03-12 19:00:00,24.01,21.01,12.47,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,19:00:00
68,2022-03-12 20:00:00,19.89,17.14,10.08,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,20:00:00
69,2022-03-12 21:00:00,13.47,11.96,9.68,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,21:00:00
70,2022-03-12 22:00:00,9.94,9.12,8.4,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,22:00:00
71,2022-03-12 23:00:00,4.57,3.94,7.94,EPA-64,"Letterkenny, Co. Donegal",2022-03-12,23:00:00
72,2022-03-13 00:00:00,5.03,3.33,6.15,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,00:00:00
73,2022-03-13 01:00:00,5.68,3.66,5.6,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,01:00:00
74,2022-03-13 02:00:00,7.92,4.22,3.42,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,02:00:00
75,2022-03-13 03:00:00,8.05,4.7,3.19,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,03:00:00
76,2022-03-13 04:00:00,6.43,4.17,2.96,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,04:00:00
77,2022-03-13 05:00:00,12.99,7.81,3.2,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,05:00:00
78,2022-03-13 06:00:00,10.82,7.1,2.89,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,06:00:00
79,2022-03-13 07:00:00,12.02,7.58,2.82,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,07:00:00
80,2022-03-13 08:00:00,10.11,6.67,2.63,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,08:00:00
81,2022-03-13 09:00:00,9.42,6.25,2.68,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,09:00:00
82,2022-03-13 10:00:00,6.84,4.71,2.57,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,10:00:00
83,2022-03-13 11:00:00,2.76,2.04,2.67,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,11:00:00
84,2022-03-13 12:00:00,1.34,1.19,3.43,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,12:00:00
85,2022-03-13 13:00:00,2.31,1.67,3.51,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,13:00:00
86,2022-03-13 14:00:00,4.79,3.89,3.87,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,14:00:00
87,2022-03-13 15:00:00,6.85,6.05,5.4,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,15:00:00
88,2022-03-13 16:00:00,5.88,4.73,6.16,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,16:00:00
89,2022-03-13 17:00:00,9.25,6.94,7.0,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,17:00:00
90,2022-03-13 18:00:00,17.14,13.54,8.12,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,18:00:00
91,2022-03-13 19:00:00,22.91,17.79,10.51,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,19:00:00
92,2022-03-13 20:00:00,18.87,15.81,9.13,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,20:00:00
93,2022-03-13 21:00:00,16.72,12.46,12.33,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,21:00:00
94,2022-03-13 22:00:00,8.35,5.94,11.07,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,22:00:00
95,2022-03-13 23:00:00,17.53,13.41,10.2,EPA-64,"Letterkenny, Co. Donegal",2022-03-13,23:00:00
96,2022-03-12 00:00:00,23.22,19.47,,EPA-39,"People's Park, Limerick",2022-03-12,00:00:00
97,2022-03-12 01:00:00,18.42,15.41,,EPA-39,"People's Park, Limerick",2022-03-12,01:00:00
98,2022-03-12 02:00:00,11.61,8.33,,EPA-39,"People's Park, Limerick",2022-03-12,02:00:00
99,2022-03-12 03:00:00,4.25,2.69,,EPA-39,"People's Park, Limerick",2022-03-12,03:00:00
100,2022-03-12 04:00:00,5.21,2.39,,EPA-39,"People's Park, Limerick",2022-03-12,04:00:00
101,2022-03-12 05:00:00,6.78,3.14,,EPA-39,"People's Park, Limerick",2022-03-12,05:00:00
102,2022-03-12 06:00:00,7.76,4.01,,EPA-39,"People's Park, Limerick",2022-03-12,06:00:00
103,2022-03-12 07:00:00,6.44,3.59,,EPA-39,"People's Park, Limerick",2022-03-12,07:00:00
104,2022-03-12 08:00:00,7.96,4.64,,EPA-39,"People's Park, Limerick",2022-03-12,08:00:00
105,2022-03-12 09:00:00,7.07,4.18,,EPA-39,"People's Park, Limerick",2022-03-12,09:00:00
106,2022-03-12 10:00:00,7.66,4.2,,EPA-39,"People's Park, Limerick",2022-03-12,10:00:00
107,2022-03-12 11:00:00,8.4,4.27,,EPA-39,"People's Park, Limerick",2022-03-12,11:00:00
108,2022-03-12 12:00:00,10.51,4.57,,EPA-39,"People's Park, Limerick",2022-03-12,12:00:00
109,2022-03-12 13:00:00,13.2,6.43,,EPA-39,"People's Park, Limerick",2022-03-12,13:00:00
110,2022-03-12 14:00:00,14.12,7.37,,EPA-39,"People's Park, Limerick",2022-03-12,14:00:00
111,2022-03-12 15:00:00,11.59,6.59,,EPA-39,"People's Park, Limerick",2022-03-12,15:00:00
112,2022-03-12 16:00:00,6.98,5.47,,EPA-39,"People's Park, Limerick",2022-03-12,16:00:00
113,2022-03-12 17:00:00,5.19,4.54,,EPA-39,"People's Park, Limerick",2022-03-12,17:00:00
114,2022-03-12 18:00:00,6.98,6.35,,EPA-39,"People's Park, Limerick",2022-03-12,18:00:00
115,2022-03-12 19:00:00,13.41,10.43,,EPA-39,"People's Park, Limerick",2022-03-12,19:00:00
116,2022-03-12 20:00:00,16.34,11.18,,EPA-39,"People's Park, Limerick",2022-03-12,20:00:00
117,2022-03-12 21:00:00,11.64,7.78,,EPA-39,"People's Park, Limerick",2022-03-12,21:00:00
118,2022-03-12 22:00:00,11.42,8.08,,EPA-39,"People's Park, Limerick",2022-03-12,22:00:00
119,2022-03-12 23:00:00,21.43,13.12,,EPA-39,"People's Park, Limerick",2022-03-12,23:00:00
120,2022-03-13 00:00:00,9.23,6.24,,EPA-39,"People's Park, Limerick",2022-03-13,00:00:00
121,2022-03-13 01:00:00,7.4,4.87,,EPA-39,"People's Park, Limerick",2022-03-13,01:00:00
122,2022-03-13 02:00:00,8.14,5.16,,EPA-39,"People's Park, Limerick",2022-03-13,02:00:00
123,2022-03-13 03:00:00,4.81,3.1,,EPA-39,"People's Park, Limerick",2022-03-13,03:00:00
124,2022-03-13 04:00:00,6.61,4.0,,EPA-39,"People's Park, Limerick",2022-03-13,04:00:00
125,2022-03-13 05:00:00,3.57,2.18,,EPA-39,"People's Park, Limerick",2022-03-13,05:00:00
126,2022-03-13 06:00:00,1.99,1.33,,EPA-39,"People's Park, Limerick",2022-03-13,06:00:00
127,2022-03-13 07:00:00,3.98,2.14,,EPA-39,"People's Park, Limerick",2022-03-13,07:00:00
128,2022-03-13 08:00:00,7.04,3.9,,EPA-39,"People's Park, Limerick",2022-03-13,08:00:00
129,2022-03-13 09:00:00,9.13,5.26,,EPA-39,"People's Park, Limerick",2022-03-13,09:00:00
130,2022-03-13 10:00:00,11.14,6.1,,EPA-39,"People's Park, Limerick",2022-03-13,10:00:00
131,2022-03-13 11:00:00,9.76,5.99,,EPA-39,"People's Park, Limerick",2022-03-13,11:00:00
132,2022-03-13 12:00:00,7.94,4.26,,EPA-39,"People's Park, Limerick",2022-03-13,12:00:00
133,2022-03-13 13:00:00,7.99,4.41,,EPA-39,"People's Park, Limerick",2022-03-13,13:00:00
134,2022-03-13 14:00:00,8.1,4.37,,EPA-39,"People's Park, Limerick",2022-03-13,14:00:00
135,2022-03-13 15:00:00,10.29,5.03,,EPA-39,"People's Park, Limerick",2022-03-13,15:00:00
136,2022-03-13 16:00:00,13.28,6.42,,EPA-39,"People's Park, Limerick",2022-03-13,16:00:00
137,2022-03-13 17:00:00,12.29,6.75,,EPA-39,"People's Park, Limerick",2022-03-13,17:00:00
138,2022-03-13 18:00:00,12.07,6.19,,EPA-39,"People's Park, Limerick",2022-03-13,18:00:00
139,2022-03-13 19:00:00,18.69,12.37,,EPA-39,"People's Park, Limerick",2022-03-13,19:00:00
140,2022-03-13 20:00:00,21.36,11.67,,EPA-39,"People's Park, Limerick",2022-03-13,20:00:00
141,2022-03-13 21:00:00,34.89,27.0,,EPA-39,"People's Park, Limerick",2022-03-13,21:00:00
142,2022-03-13 22:00:00,25.87,18.35,,EPA-39,"People's Park, Limerick",2022-03-13,22:00:00
143,2022-03-13 23:00:00,19.81,12.9,,EPA-39,"People's Park, Limerick",2022-03-13,23:00:00
144,2022-03-12 00:00:00,11.68,9.13,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,00:00:00
145,2022-03-12 01:00:00,13.37,10.67,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,01:00:00
146,2022-03-12 02:00:00,14.19,11.42,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,02:00:00
147,2022-03-12 03:00:00,14.52,11.64,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,03:00:00
148,2022-03-12 04:00:00,10.9,8.41,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,04:00:00
149,2022-03-12 05:00:00,7.82,5.57,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,05:00:00
150,2022-03-12 06:00:00,4.43,3.35,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,06:00:00
151,2022-03-12 07:00:00,3.35,2.17,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,07:00:00
152,2022-03-12 08:00:00,3.69,1.88,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,08:00:00
153,2022-03-12 09:00:00,3.88,2.31,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,09:00:00
154,2022-03-12 10:00:00,3.88,2.08,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,10:00:00
155,2022-03-12 11:00:00,5.45,2.89,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,11:00:00
156,2022-03-12 12:00:00,7.32,4.04,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,12:00:00
157,2022-03-12 13:00:00,8.8,4.43,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,13:00:00
158,2022-03-12 14:00:00,10.11,5.13,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,14:00:00
159,2022-03-12 15:00:00,14.1,7.74,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,15:00:00
160,2022-03-12 16:00:00,14.29,9.83,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,16:00:00
161,2022-03-12 17:00:00,8.47,5.9,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,17:00:00
162,2022-03-12 18:00:00,5.98,5.22,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,18:00:00
163,2022-03-12 19:00:00,4.85,4.41,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,19:00:00
164,2022-03-12 20:00:00,6.18,5.4,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,20:00:00
165,2022-03-12 21:00:00,6.59,5.18,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,21:00:00
166,2022-03-12 22:00:00,12.59,9.89,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,22:00:00
167,2022-03-12 23:00:00,13.68,8.97,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-12,23:00:00
168,2022-03-13 00:00:00,10.96,7.12,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,00:00:00
169,2022-03-13 01:00:00,11.99,7.98,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,01:00:00
170,2022-03-13 02:00:00,14.06,8.52,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,02:00:00
171,2022-03-13 03:00:00,8.95,5.84,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,03:00:00
172,2022-03-13 04:00:00,7.21,4.48,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,04:00:00
173,2022-03-13 05:00:00,6.45,4.09,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,05:00:00
174,2022-03-13 06:00:00,5.92,3.7,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,06:00:00
175,2022-03-13 07:00:00,1.55,1.15,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,07:00:00
176,2022-03-13 08:00:00,1.17,0.83,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,08:00:00
177,2022-03-13 09:00:00,1.48,0.99,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,09:00:00
178,2022-03-13 10:00:00,3.14,1.92,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,10:00:00
179,2022-03-13 11:00:00,7.85,4.6,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,11:00:00
180,2022-03-13 12:00:00,6.87,4.13,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,12:00:00
181,2022-03-13 13:00:00,6.93,4.62,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,13:00:00
182,2022-03-13 14:00:00,9.79,7.59,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,14:00:00
183,2022-03-13 15:00:00,10.09,7.19,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,15:00:00
184,2022-03-13 16:00:00,9.46,5.46,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,16:00:00
185,2022-03-13 17:00:00,18.66,13.0,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,17:00:00
186,2022-03-13 18:00:00,25.65,17.84,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,18:00:00
187,2022-03-13 19:00:00,15.89,10.57,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,19:00:00
188,2022-03-13 20:00:00,31.4,24.9,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,20:00:00
189,2022-03-13 21:00:00,21.56,13.6,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,21:00:00
190,2022-03-13 22:00:00,14.72,8.27,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,22:00:00
191,2022-03-13 23:00:00,12.38,7.5,,EPA-70,"Athlone Civic Centre & Library, Co. Westmeath",2022-03-13,23:00:00
192,2022-03-12 00:00:00,34.97,33.32,1.73,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,00:00:00
193,2022-03-12 01:00:00,28.12,26.79,1.42,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,01:00:00
194,2022-03-12 02:00:00,20.97,19.43,1.33,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,02:00:00
195,2022-03-12 03:00:00,18.02,15.75,1.2,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,03:00:00
196,2022-03-12 04:00:00,14.4,11.85,0.98,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,04:00:00
197,2022-03-12 05:00:00,10.66,7.97,1.04,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,05:00:00
198,2022-03-12 06:00:00,8.53,6.11,0.82,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,06:00:00
199,2022-03-12 07:00:00,8.01,6.82,1.01,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,07:00:00
200,2022-03-12 08:00:00,14.3,12.76,1.04,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,08:00:00
201,2022-03-12 09:00:00,10.4,8.61,1.02,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,09:00:00
202,2022-03-12 10:00:00,9.45,8.31,1.44,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,10:00:00
203,2022-03-12 11:00:00,14.47,12.72,2.78,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,11:00:00
204,2022-03-12 12:00:00,21.45,17.99,2.58,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,12:00:00
205,2022-03-12 13:00:00,27.89,23.06,2.61,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,13:00:00
206,2022-03-12 14:00:00,43.37,37.57,3.52,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,14:00:00
207,2022-03-12 15:00:00,48.4,42.56,3.61,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,15:00:00
208,2022-03-12 16:00:00,30.68,25.43,2.41,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,16:00:00
209,2022-03-12 17:00:00,12.73,11.02,2.29,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,17:00:00
210,2022-03-12 18:00:00,8.86,7.99,2.17,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,18:00:00
211,2022-03-12 19:00:00,11.18,10.46,1.72,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,19:00:00
212,2022-03-12 20:00:00,20.22,17.99,2.53,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,20:00:00
213,2022-03-12 21:00:00,52.67,46.14,3.02,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,21:00:00
214,2022-03-12 22:00:00,20.74,14.65,2.23,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,22:00:00
215,2022-03-12 23:00:00,22.14,16.25,1.92,EPA-102,"Edenderry Library, Co. Offaly",2022-03-12,23:00:00
216,2022-03-13 00:00:00,16.07,11.24,1.88,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,00:00:00
217,2022-03-13 01:00:00,18.56,11.19,1.66,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,01:00:00
218,2022-03-13 02:00:00,17.85,10.68,1.54,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,02:00:00
219,2022-03-13 03:00:00,15.08,9.49,1.56,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,03:00:00
220,2022-03-13 04:00:00,15.55,9.55,1.62,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,04:00:00
221,2022-03-13 05:00:00,11.24,6.73,1.64,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,05:00:00
222,2022-03-13 06:00:00,10.28,6.2,1.61,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,06:00:00
223,2022-03-13 07:00:00,8.75,5.45,1.58,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,07:00:00
224,2022-03-13 08:00:00,7.79,5.36,1.6,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,08:00:00
225,2022-03-13 09:00:00,11.55,8.26,1.79,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,09:00:00
226,2022-03-13 10:00:00,17.49,15.43,1.99,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,10:00:00
227,2022-03-13 11:00:00,17.82,15.35,2.42,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,11:00:00
228,2022-03-13 12:00:00,17.66,15.27,3.86,EPA-102,"Edenderry Library, Co. Offaly",2022-03-13,12:00:00
