,Date and Time,PM10,PM2.5,SO2,Site,location,date and time,date,time,daily mean,daily max,daily max mean
57967,30/03/2021 23:00,42.34,39.33,11.01,EPA-25,"Ennis, Co. Clare",2021-03-30 23:00:00,2021-03-30,23:00:00,8.106666666666667,39.33,99.57333333333332
57991,31/03/2021 23:00,55.95,53.32,13.02,EPA-25,"Ennis, Co. Clare",2021-03-31 23:00:00,2021-03-31,23:00:00,11.914166666666667,53.32,99.57333333333332
57992,01/04/2021 00:00,70.96,68.72,14.44,EPA-25,"Ennis, Co. Clare",2021-04-01 00:00:00,2021-04-01,00:00:00,21.312499999999996,68.72,99.57333333333332
58039,02/04/2021 23:00,163.72,154.18,22.44,EPA-25,"Ennis, Co. Clare",2021-04-02 23:00:00,2021-04-02,23:00:00,18.875416666666666,154.18,99.57333333333332
58062,03/04/2021 22:00,176.09,165.58,26.44,EPA-25,"Ennis, Co. Clare",2021-04-03 22:00:00,2021-04-03,22:00:00,28.07875,165.58,99.57333333333332
58064,04/04/2021 00:00,103.0,99.29,31.14,EPA-25,"Ennis, Co. Clare",2021-04-04 00:00:00,2021-04-04,00:00:00,25.582083333333333,99.29,99.57333333333332
58088,05/04/2021 00:00,19.1,13.64,10.86,EPA-25,"Ennis, Co. Clare",2021-04-05 00:00:00,2021-04-05,00:00:00,8.17153846153846,13.64,99.57333333333332
58121,06/04/2021 20:00,36.26,29.91,8.3,EPA-25,"Ennis, Co. Clare",2021-04-06 20:00:00,2021-04-06,20:00:00,8.50736842105263,29.91,99.57333333333332
58143,07/04/2021 21:00,62.08,51.62,24.22,EPA-25,"Ennis, Co. Clare",2021-04-07 21:00:00,2021-04-07,21:00:00,13.765454545454544,51.62,99.57333333333332
58167,08/04/2021 21:00,22.61,19.24,8.35,EPA-25,"Ennis, Co. Clare",2021-04-08 21:00:00,2021-04-08,21:00:00,8.4325,19.24,99.57333333333332
58170,09/04/2021 00:00,11.03,7.79,6.7,EPA-25,"Ennis, Co. Clare",2021-04-09 00:00:00,2021-04-09,00:00:00,5.5717647058823525,7.79,99.57333333333332
58208,12/04/2021 21:00,43.57,40.71,18.26,EPA-25,"Ennis, Co. Clare",2021-04-12 21:00:00,2021-04-12,21:00:00,10.825000000000001,40.71,99.57333333333332
58211,13/04/2021 00:00,77.09,73.29,39.85,EPA-25,"Ennis, Co. Clare",2021-04-13 00:00:00,2021-04-13,00:00:00,13.53708333333333,73.29,99.57333333333332
58256,14/04/2021 21:00,53.84,48.4,16.21,EPA-25,"Ennis, Co. Clare",2021-04-14 21:00:00,2021-04-14,21:00:00,12.702083333333334,48.4,99.57333333333332
58282,15/04/2021 23:00,35.75,31.19,7.07,EPA-25,"Ennis, Co. Clare",2021-04-15 23:00:00,2021-04-15,23:00:00,11.376666666666665,31.19,99.57333333333332
58283,16/04/2021 00:00,31.83,27.85,8.03,EPA-25,"Ennis, Co. Clare",2021-04-16 00:00:00,2021-04-16,00:00:00,15.46375,27.85,99.57333333333332
58328,17/04/2021 21:00,27.5,24.06,6.85,EPA-25,"Ennis, Co. Clare",2021-04-17 21:00:00,2021-04-17,21:00:00,9.8575,24.06,99.57333333333332
58331,18/04/2021 00:00,19.49,17.48,4.71,EPA-25,"Ennis, Co. Clare",2021-04-18 00:00:00,2021-04-18,00:00:00,9.450000000000001,17.48,99.57333333333332
58378,19/04/2021 23:00,20.92,19.96,5.82,EPA-25,"Ennis, Co. Clare",2021-04-19 23:00:00,2021-04-19,23:00:00,14.236666666666666,19.96,99.57333333333332
58401,20/04/2021 22:00,34.45,21.44,2.89,EPA-25,"Ennis, Co. Clare",2021-04-20 22:00:00,2021-04-20,22:00:00,12.925416666666669,21.44,99.57333333333332
58424,21/04/2021 21:00,51.63,44.89,4.39,EPA-25,"Ennis, Co. Clare",2021-04-21 21:00:00,2021-04-21,21:00:00,14.909166666666664,44.89,99.57333333333332
58429,22/04/2021 02:00,53.72,48.16,4.41,EPA-25,"Ennis, Co. Clare",2021-04-22 02:00:00,2021-04-22,02:00:00,25.800416666666678,48.16,99.57333333333332
58472,23/04/2021 21:00,29.13,21.68,5.99,EPA-25,"Ennis, Co. Clare",2021-04-23 21:00:00,2021-04-23,21:00:00,12.823333333333332,21.68,99.57333333333332
58475,24/04/2021 00:00,31.02,22.52,17.18,EPA-25,"Ennis, Co. Clare",2021-04-24 00:00:00,2021-04-24,00:00:00,11.071000000000002,22.52,99.57333333333332
58507,26/04/2021 22:00,27.5,22.9,5.74,EPA-25,"Ennis, Co. Clare",2021-04-26 22:00:00,2021-04-26,22:00:00,12.455454545454545,22.9,99.57333333333332
58531,27/04/2021 22:00,25.77,23.5,3.23,EPA-25,"Ennis, Co. Clare",2021-04-27 22:00:00,2021-04-27,22:00:00,7.070416666666667,23.5,99.57333333333332
58545,28/04/2021 12:00,90.85,16.66,2.83,EPA-25,"Ennis, Co. Clare",2021-04-28 12:00:00,2021-04-28,12:00:00,7.610833333333331,16.66,99.57333333333332
58576,29/04/2021 19:00,31.9,29.97,7.42,EPA-25,"Ennis, Co. Clare",2021-04-29 19:00:00,2021-04-29,19:00:00,8.19375,29.97,99.57333333333332
58603,30/04/2021 22:00,100.14,95.14,26.16,EPA-25,"Ennis, Co. Clare",2021-04-30 22:00:00,2021-04-30,22:00:00,15.539999999999997,95.14,99.57333333333332
58628,01/05/2021 23:00,37.72,34.67,20.41,EPA-25,"Ennis, Co. Clare",2021-05-01 23:00:00,2021-05-01,23:00:00,14.365416666666668,34.67,99.57333333333332
58629,02/05/2021 00:00,49.27,46.13,30.83,EPA-25,"Ennis, Co. Clare",2021-05-02 00:00:00,2021-05-02,00:00:00,46.13,46.13,99.57333333333332
58650,04/05/2021 21:00,24.0,19.07,7.44,EPA-25,"Ennis, Co. Clare",2021-05-04 21:00:00,2021-05-04,21:00:00,8.021428571428572,19.07,99.57333333333332
58672,05/05/2021 19:00,20.66,18.45,11.66,EPA-25,"Ennis, Co. Clare",2021-05-05 19:00:00,2021-05-05,19:00:00,6.43875,18.45,99.57333333333332
58678,06/05/2021 01:00,23.84,20.8,6.35,EPA-25,"Ennis, Co. Clare",2021-05-06 01:00:00,2021-05-06,01:00:00,8.021904761904763,20.8,99.57333333333332
58700,07/05/2021 02:00,18.7,16.15,20.35,EPA-25,"Ennis, Co. Clare",2021-05-07 02:00:00,2021-05-07,02:00:00,7.109545454545455,16.15,99.57333333333332
58744,08/05/2021 22:00,20.98,14.29,6.13,EPA-25,"Ennis, Co. Clare",2021-05-08 22:00:00,2021-05-08,22:00:00,6.37375,14.29,99.57333333333332
58746,09/05/2021 00:00,18.22,11.68,3.96,EPA-25,"Ennis, Co. Clare",2021-05-09 00:00:00,2021-05-09,00:00:00,7.065263157894737,11.68,99.57333333333332
58786,10/05/2021 21:00,14.91,10.57,7.04,EPA-25,"Ennis, Co. Clare",2021-05-10 21:00:00,2021-05-10,21:00:00,5.400909090909092,10.57,99.57333333333332
58800,11/05/2021 11:00,38.06,14.32,3.05,EPA-25,"Ennis, Co. Clare",2021-05-11 11:00:00,2021-05-11,11:00:00,6.883181818181819,14.32,99.57333333333332
58835,12/05/2021 22:00,57.1,54.33,7.94,EPA-25,"Ennis, Co. Clare",2021-05-12 22:00:00,2021-05-12,22:00:00,7.5737499999999995,54.33,99.57333333333332
58837,13/05/2021 00:00,35.21,33.58,8.9,EPA-25,"Ennis, Co. Clare",2021-05-13 00:00:00,2021-05-13,00:00:00,7.634166666666665,33.58,99.57333333333332
58881,14/05/2021 20:00,14.61,13.4,4.03,EPA-25,"Ennis, Co. Clare",2021-05-14 20:00:00,2021-05-14,20:00:00,5.607499999999999,13.4,99.57333333333332
58906,17/05/2021 21:00,19.24,16.42,7.47,EPA-25,"Ennis, Co. Clare",2021-05-17 21:00:00,2021-05-17,21:00:00,5.092272727272728,16.42,99.57333333333332
58909,18/05/2021 00:00,14.79,11.83,9.25,EPA-25,"Ennis, Co. Clare",2021-05-18 00:00:00,2021-05-18,00:00:00,3.9799999999999986,11.83,99.57333333333332
58955,19/05/2021 22:00,17.6,13.56,4.87,EPA-25,"Ennis, Co. Clare",2021-05-19 22:00:00,2021-05-19,22:00:00,5.154545454545455,13.56,99.57333333333332
58976,20/05/2021 19:00,15.3,13.39,4.26,EPA-25,"Ennis, Co. Clare",2021-05-20 19:00:00,2021-05-20,19:00:00,4.65375,13.39,99.57333333333332
59004,21/05/2021 23:00,33.0,28.2,8.2,EPA-25,"Ennis, Co. Clare",2021-05-21 23:00:00,2021-05-21,23:00:00,9.062916666666666,28.2,99.57333333333332
59005,22/05/2021 00:00,26.07,21.37,6.48,EPA-25,"Ennis, Co. Clare",2021-05-22 00:00:00,2021-05-22,00:00:00,6.716190476190477,21.37,99.57333333333332
59046,24/05/2021 20:00,34.5,25.97,5.06,EPA-25,"Ennis, Co. Clare",2021-05-24 20:00:00,2021-05-24,20:00:00,8.742272727272727,25.97,99.57333333333332
59050,25/05/2021 00:00,16.81,11.71,4.34,EPA-25,"Ennis, Co. Clare",2021-05-25 00:00:00,2021-05-25,00:00:00,6.658333333333333,11.71,99.57333333333332
59070,26/05/2021 02:00,17.91,14.93,5.04,EPA-25,"Ennis, Co. Clare",2021-05-26 02:00:00,2021-05-26,02:00:00,5.002727272727273,14.93,99.57333333333332
59112,27/05/2021 20:00,41.65,40.41,7.0,EPA-25,"Ennis, Co. Clare",2021-05-27 20:00:00,2021-05-27,20:00:00,12.065416666666666,40.41,99.57333333333332
59135,28/05/2021 19:00,30.31,24.31,5.45,EPA-25,"Ennis, Co. Clare",2021-05-28 19:00:00,2021-05-28,19:00:00,8.680416666666668,24.31,99.57333333333332
59141,29/05/2021 01:00,20.36,15.77,6.47,EPA-25,"Ennis, Co. Clare",2021-05-29 01:00:00,2021-05-29,01:00:00,5.827619047619047,15.77,99.57333333333332
59167,31/05/2021 06:00,21.71,19.39,2.28,EPA-25,"Ennis, Co. Clare",2021-05-31 06:00:00,2021-05-31,06:00:00,13.753076923076922,19.39,99.57333333333332
59178,01/06/2021 02:00,22.12,18.98,2.48,EPA-25,"Ennis, Co. Clare",2021-06-01 02:00:00,2021-06-01,02:00:00,6.326363636363635,18.98,99.57333333333332
59223,02/06/2021 23:00,26.32,22.59,2.2,EPA-25,"Ennis, Co. Clare",2021-06-02 23:00:00,2021-06-02,23:00:00,12.292083333333332,22.59,99.57333333333332
59224,03/06/2021 00:00,27.63,24.79,2.58,EPA-25,"Ennis, Co. Clare",2021-06-03 00:00:00,2021-06-03,00:00:00,8.272083333333333,24.79,99.57333333333332
59266,04/06/2021 18:00,12.77,8.16,2.27,EPA-25,"Ennis, Co. Clare",2021-06-04 18:00:00,2021-06-04,18:00:00,5.547916666666666,8.16,99.57333333333332
59295,05/06/2021 23:00,24.38,21.39,7.32,EPA-25,"Ennis, Co. Clare",2021-06-05 23:00:00,2021-06-05,23:00:00,5.98125,21.39,99.57333333333332
59297,06/06/2021 01:00,16.06,12.99,5.26,EPA-25,"Ennis, Co. Clare",2021-06-06 01:00:00,2021-06-06,01:00:00,6.619583333333331,12.99,99.57333333333332
59343,07/06/2021 23:00,10.74,8.43,2.71,EPA-25,"Ennis, Co. Clare",2021-06-07 23:00:00,2021-06-07,23:00:00,5.030000000000001,8.43,99.57333333333332
59351,08/06/2021 07:00,4.33,3.16,2.5,EPA-25,"Ennis, Co. Clare",2021-06-08 07:00:00,2021-06-08,07:00:00,1.8079166666666664,3.16,99.57333333333332
59390,09/06/2021 22:00,7.5,5.76,2.03,EPA-25,"Ennis, Co. Clare",2021-06-09 22:00:00,2021-06-09,22:00:00,2.160833333333333,5.76,99.57333333333332
59414,10/06/2021 22:00,12.14,8.41,2.54,EPA-25,"Ennis, Co. Clare",2021-06-10 22:00:00,2021-06-10,22:00:00,3.3204166666666666,8.41,99.57333333333332
59424,11/06/2021 08:00,16.0,10.56,2.24,EPA-25,"Ennis, Co. Clare",2021-06-11 08:00:00,2021-06-11,08:00:00,5.24,10.56,99.57333333333332
59462,12/06/2021 22:00,15.63,12.05,2.25,EPA-25,"Ennis, Co. Clare",2021-06-12 22:00:00,2021-06-12,22:00:00,4.6275,12.05,99.57333333333332
59475,13/06/2021 11:00,17.08,13.58,2.17,EPA-25,"Ennis, Co. Clare",2021-06-13 11:00:00,2021-06-13,11:00:00,6.762916666666668,13.58,99.57333333333332
59509,14/06/2021 21:00,13.45,7.97,2.09,EPA-25,"Ennis, Co. Clare",2021-06-14 21:00:00,2021-06-14,21:00:00,5.380416666666668,7.97,99.57333333333332
59521,15/06/2021 09:00,12.69,7.21,3.94,EPA-25,"Ennis, Co. Clare",2021-06-15 09:00:00,2021-06-15,09:00:00,4.569166666666667,7.21,99.57333333333332
59544,16/06/2021 08:00,16.48,8.45,2.59,EPA-25,"Ennis, Co. Clare",2021-06-16 08:00:00,2021-06-16,08:00:00,4.674166666666666,8.45,99.57333333333332
59583,17/06/2021 23:00,15.66,11.38,2.5,EPA-25,"Ennis, Co. Clare",2021-06-17 23:00:00,2021-06-17,23:00:00,6.262499999999999,11.38,99.57333333333332
59585,18/06/2021 01:00,17.51,12.94,2.35,EPA-25,"Ennis, Co. Clare",2021-06-18 01:00:00,2021-06-18,01:00:00,6.329166666666666,12.94,99.57333333333332
59608,19/06/2021 00:00,18.78,14.71,2.92,EPA-25,"Ennis, Co. Clare",2021-06-19 00:00:00,2021-06-19,00:00:00,6.996666666666666,14.71,99.57333333333332
59651,20/06/2021 19:00,16.86,13.54,3.13,EPA-25,"Ennis, Co. Clare",2021-06-20 19:00:00,2021-06-20,19:00:00,8.370000000000001,13.54,99.57333333333332
59669,21/06/2021 13:00,94.25,25.65,10.49,EPA-25,"Ennis, Co. Clare",2021-06-21 13:00:00,2021-06-21,13:00:00,12.781666666666666,25.65,99.57333333333332
59691,22/06/2021 11:00,94.14,24.15,6.95,EPA-25,"Ennis, Co. Clare",2021-06-22 11:00:00,2021-06-22,11:00:00,13.356666666666667,24.15,99.57333333333332
59727,23/06/2021 23:00,14.37,11.36,2.8,EPA-25,"Ennis, Co. Clare",2021-06-23 23:00:00,2021-06-23,23:00:00,5.420416666666667,11.36,99.57333333333332
59750,24/06/2021 22:00,16.01,13.9,2.73,EPA-25,"Ennis, Co. Clare",2021-06-24 22:00:00,2021-06-24,22:00:00,6.515833333333334,13.9,99.57333333333332
59767,25/06/2021 15:00,21.59,5.42,2.26,EPA-25,"Ennis, Co. Clare",2021-06-25 15:00:00,2021-06-25,15:00:00,4.511666666666667,5.42,99.57333333333332
59792,26/06/2021 16:00,56.71,10.0,2.25,EPA-25,"Ennis, Co. Clare",2021-06-26 16:00:00,2021-06-26,16:00:00,5.120416666666666,10.0,99.57333333333332
59820,27/06/2021 20:00,11.59,8.62,3.16,EPA-25,"Ennis, Co. Clare",2021-06-27 20:00:00,2021-06-27,20:00:00,5.18125,8.62,99.57333333333332
59824,28/06/2021 00:00,11.98,10.62,2.44,EPA-25,"Ennis, Co. Clare",2021-06-28 00:00:00,2021-06-28,00:00:00,5.602916666666666,10.62,99.57333333333332
59871,29/06/2021 23:00,19.62,17.32,1.98,EPA-25,"Ennis, Co. Clare",2021-06-29 23:00:00,2021-06-29,23:00:00,9.605416666666667,17.32,99.57333333333332
59895,30/06/2021 23:00,16.0,11.4,1.82,EPA-25,"Ennis, Co. Clare",2021-06-30 23:00:00,2021-06-30,23:00:00,9.025833333333335,11.4,99.57333333333332
59919,01/07/2021 23:00,19.29,18.02,2.24,EPA-25,"Ennis, Co. Clare",2021-07-01 23:00:00,2021-07-01,23:00:00,8.854999999999999,18.02,99.57333333333332
59931,02/07/2021 11:00,36.08,11.28,2.35,EPA-25,"Ennis, Co. Clare",2021-07-02 11:00:00,2021-07-02,11:00:00,7.263333333333333,11.28,99.57333333333332
59944,03/07/2021 00:00,9.65,8.1,2.23,EPA-25,"Ennis, Co. Clare",2021-07-03 00:00:00,2021-07-03,00:00:00,4.559583333333333,8.1,99.57333333333332
59973,04/07/2021 05:00,11.56,8.15,2.49,EPA-25,"Ennis, Co. Clare",2021-07-04 05:00:00,2021-07-04,05:00:00,4.4799999999999995,8.15,99.57333333333332
60015,05/07/2021 23:00,14.18,10.59,2.78,EPA-25,"Ennis, Co. Clare",2021-07-05 23:00:00,2021-07-05,23:00:00,5.344166666666666,10.59,99.57333333333332
60034,06/07/2021 18:00,14.64,10.49,2.66,EPA-25,"Ennis, Co. Clare",2021-07-06 18:00:00,2021-07-06,18:00:00,4.857083333333334,10.49,99.57333333333332
60061,07/07/2021 21:00,13.89,11.43,2.09,EPA-25,"Ennis, Co. Clare",2021-07-07 21:00:00,2021-07-07,21:00:00,4.99125,11.43,99.57333333333332
60085,08/07/2021 21:00,14.89,12.56,3.02,EPA-25,"Ennis, Co. Clare",2021-07-08 21:00:00,2021-07-08,21:00:00,5.790416666666666,12.56,99.57333333333332
60096,09/07/2021 08:00,8.63,5.57,2.45,EPA-25,"Ennis, Co. Clare",2021-07-09 08:00:00,2021-07-09,08:00:00,4.076249999999999,5.57,99.57333333333332
60133,10/07/2021 21:00,5.69,4.73,2.12,EPA-25,"Ennis, Co. Clare",2021-07-10 21:00:00,2021-07-10,21:00:00,2.4220833333333336,4.73,99.57333333333332
60157,11/07/2021 21:00,11.22,7.74,2.67,EPA-25,"Ennis, Co. Clare",2021-07-11 21:00:00,2021-07-11,21:00:00,3.345,7.74,99.57333333333332
60183,12/07/2021 23:00,11.22,7.53,2.05,EPA-25,"Ennis, Co. Clare",2021-07-12 23:00:00,2021-07-12,23:00:00,3.2554166666666666,7.53,99.57333333333332
60185,13/07/2021 01:00,9.93,6.43,2.08,EPA-25,"Ennis, Co. Clare",2021-07-13 01:00:00,2021-07-13,01:00:00,4.254583333333334,6.43,99.57333333333332
60227,14/07/2021 19:00,10.73,8.76,2.02,EPA-25,"Ennis, Co. Clare",2021-07-14 19:00:00,2021-07-14,19:00:00,3.372083333333333,8.76,99.57333333333332
60247,15/07/2021 15:00,12.08,3.34,2.13,EPA-25,"Ennis, Co. Clare",2021-07-15 15:00:00,2021-07-15,15:00:00,1.6745833333333333,3.34,99.57333333333332
60257,16/07/2021 01:00,7.1,6.14,1.43,EPA-25,"Ennis, Co. Clare",2021-07-16 01:00:00,2021-07-16,01:00:00,2.657083333333333,6.14,99.57333333333332
60291,17/07/2021 11:00,20.58,9.64,2.06,EPA-25,"Ennis, Co. Clare",2021-07-17 11:00:00,2021-07-17,11:00:00,5.747916666666665,9.64,99.57333333333332
60321,18/07/2021 17:00,14.89,6.64,2.16,EPA-25,"Ennis, Co. Clare",2021-07-18 17:00:00,2021-07-18,17:00:00,4.6066666666666665,6.64,99.57333333333332
60341,19/07/2021 13:00,64.26,15.71,2.05,EPA-25,"Ennis, Co. Clare",2021-07-19 13:00:00,2021-07-19,13:00:00,6.605833333333332,15.71,99.57333333333332
60362,20/07/2021 10:00,16.73,12.91,2.27,EPA-25,"Ennis, Co. Clare",2021-07-20 10:00:00,2021-07-20,10:00:00,7.648333333333334,12.91,99.57333333333332
60396,21/07/2021 20:00,29.9,11.67,2.0,EPA-25,"Ennis, Co. Clare",2021-07-21 20:00:00,2021-07-21,20:00:00,8.913749999999999,11.67,99.57333333333332
60401,22/07/2021 01:00,19.63,11.71,2.11,EPA-25,"Ennis, Co. Clare",2021-07-22 01:00:00,2021-07-22,01:00:00,10.402500000000002,11.71,99.57333333333332
60434,23/07/2021 10:00,135.66,29.37,2.6,EPA-25,"Ennis, Co. Clare",2021-07-23 10:00:00,2021-07-23,10:00:00,12.590833333333334,29.37,99.57333333333332
60457,24/07/2021 09:00,24.82,18.76,2.31,EPA-25,"Ennis, Co. Clare",2021-07-24 09:00:00,2021-07-24,09:00:00,12.271666666666668,18.76,99.57333333333332
60472,25/07/2021 00:00,17.42,12.12,2.19,EPA-25,"Ennis, Co. Clare",2021-07-25 00:00:00,2021-07-25,00:00:00,9.027500000000002,12.12,99.57333333333332
60504,26/07/2021 08:00,14.82,9.69,2.5,EPA-25,"Ennis, Co. Clare",2021-07-26 08:00:00,2021-07-26,08:00:00,6.780833333333333,9.69,99.57333333333332
60520,27/07/2021 00:00,9.61,7.46,2.4,EPA-25,"Ennis, Co. Clare",2021-07-27 00:00:00,2021-07-27,00:00:00,2.720833333333333,7.46,99.57333333333332
60567,28/07/2021 23:00,10.13,6.69,2.44,EPA-25,"Ennis, Co. Clare",2021-07-28 23:00:00,2021-07-28,23:00:00,3.249166666666667,6.69,99.57333333333332
60589,29/07/2021 21:00,9.89,7.69,2.68,EPA-25,"Ennis, Co. Clare",2021-07-29 21:00:00,2021-07-29,21:00:00,3.9554166666666664,7.69,99.57333333333332
60614,30/07/2021 22:00,10.3,5.95,2.51,EPA-25,"Ennis, Co. Clare",2021-07-30 22:00:00,2021-07-30,22:00:00,2.7854166666666664,5.95,99.57333333333332
60639,31/07/2021 23:00,7.8,6.11,2.4,EPA-25,"Ennis, Co. Clare",2021-07-31 23:00:00,2021-07-31,23:00:00,2.4708333333333328,6.11,99.57333333333332
60663,01/08/2021 23:00,13.27,11.01,2.37,EPA-25,"Ennis, Co. Clare",2021-08-01 23:00:00,2021-08-01,23:00:00,4.2625,11.01,99.57333333333332
60686,02/08/2021 22:00,23.66,20.86,2.77,EPA-25,"Ennis, Co. Clare",2021-08-02 22:00:00,2021-08-02,22:00:00,6.717083333333332,20.86,99.57333333333332
60688,03/08/2021 00:00,21.59,18.35,2.91,EPA-25,"Ennis, Co. Clare",2021-08-03 00:00:00,2021-08-03,00:00:00,8.47875,18.35,99.57333333333332
60712,04/08/2021 00:00,10.46,8.34,2.59,EPA-25,"Ennis, Co. Clare",2021-08-04 00:00:00,2021-08-04,00:00:00,4.718750000000001,8.34,99.57333333333332
60759,05/08/2021 23:00,5.87,3.29,2.94,EPA-25,"Ennis, Co. Clare",2021-08-05 23:00:00,2021-08-05,23:00:00,2.0650000000000004,3.29,99.57333333333332
60780,06/08/2021 20:00,13.6,10.94,1.12,EPA-25,"Ennis, Co. Clare",2021-08-06 20:00:00,2021-08-06,20:00:00,4.752083333333334,10.94,99.57333333333332
60806,07/08/2021 22:00,18.01,13.02,1.18,EPA-25,"Ennis, Co. Clare",2021-08-07 22:00:00,2021-08-07,22:00:00,6.951666666666668,13.02,99.57333333333332
60808,08/08/2021 00:00,16.56,11.98,1.19,EPA-25,"Ennis, Co. Clare",2021-08-08 00:00:00,2021-08-08,00:00:00,5.8154166666666685,11.98,99.57333333333332
60853,09/08/2021 21:00,11.13,7.99,0.57,EPA-25,"Ennis, Co. Clare",2021-08-09 21:00:00,2021-08-09,21:00:00,4.4158333333333335,7.99,99.57333333333332
60856,10/08/2021 00:00,13.4,9.91,0.7,EPA-25,"Ennis, Co. Clare",2021-08-10 00:00:00,2021-08-10,00:00:00,5.008333333333334,9.91,99.57333333333332
60903,11/08/2021 23:00,15.18,9.81,0.98,EPA-25,"Ennis, Co. Clare",2021-08-11 23:00:00,2021-08-11,23:00:00,3.562083333333334,9.81,99.57333333333332
60926,12/08/2021 22:00,21.19,12.17,0.58,EPA-25,"Ennis, Co. Clare",2021-08-12 22:00:00,2021-08-12,22:00:00,6.9104166666666655,12.17,99.57333333333332
60948,13/08/2021 20:00,19.45,12.19,0.97,EPA-25,"Ennis, Co. Clare",2021-08-13 20:00:00,2021-08-13,20:00:00,7.790833333333334,12.19,99.57333333333332
60952,14/08/2021 00:00,15.43,9.6,0.95,EPA-25,"Ennis, Co. Clare",2021-08-14 00:00:00,2021-08-14,00:00:00,5.234583333333334,9.6,99.57333333333332
60999,15/08/2021 23:00,20.31,16.16,0.51,EPA-25,"Ennis, Co. Clare",2021-08-15 23:00:00,2021-08-15,23:00:00,5.069583333333333,16.16,99.57333333333332
61000,16/08/2021 00:00,20.66,15.39,0.74,EPA-25,"Ennis, Co. Clare",2021-08-16 00:00:00,2021-08-16,00:00:00,6.732083333333333,15.39,99.57333333333332
61043,17/08/2021 19:00,11.62,8.51,0.49,EPA-25,"Ennis, Co. Clare",2021-08-17 19:00:00,2021-08-17,19:00:00,5.41,8.51,99.57333333333332
61068,18/08/2021 20:00,8.88,6.26,0.49,EPA-25,"Ennis, Co. Clare",2021-08-18 20:00:00,2021-08-18,20:00:00,1.9154166666666665,6.26,99.57333333333332
61095,19/08/2021 23:00,14.56,5.46,1.0,EPA-25,"Ennis, Co. Clare",2021-08-19 23:00:00,2021-08-19,23:00:00,3.1370833333333326,5.46,99.57333333333332
61117,20/08/2021 21:00,21.07,17.68,1.02,EPA-25,"Ennis, Co. Clare",2021-08-20 21:00:00,2021-08-20,21:00:00,4.13375,17.68,99.57333333333332
61121,21/08/2021 01:00,17.59,14.26,1.11,EPA-25,"Ennis, Co. Clare",2021-08-21 01:00:00,2021-08-21,01:00:00,5.295416666666666,14.26,99.57333333333332
61167,22/08/2021 23:00,13.03,10.52,0.46,EPA-25,"Ennis, Co. Clare",2021-08-22 23:00:00,2021-08-22,23:00:00,3.92125,10.52,99.57333333333332
61169,23/08/2021 01:00,18.02,14.61,0.05,EPA-25,"Ennis, Co. Clare",2021-08-23 01:00:00,2021-08-23,01:00:00,9.439583333333333,14.61,99.57333333333332
61193,24/08/2021 01:00,22.44,17.79,0.16,EPA-25,"Ennis, Co. Clare",2021-08-24 01:00:00,2021-08-24,01:00:00,7.145416666666666,17.79,99.57333333333332
61239,25/08/2021 23:00,19.46,14.67,0.41,EPA-25,"Ennis, Co. Clare",2021-08-25 23:00:00,2021-08-25,23:00:00,9.18458333333333,14.67,99.57333333333332
61241,26/08/2021 01:00,27.27,22.78,0.78,EPA-25,"Ennis, Co. Clare",2021-08-26 01:00:00,2021-08-26,01:00:00,10.246666666666666,22.78,99.57333333333332
61264,27/08/2021 00:00,23.84,19.43,0.53,EPA-25,"Ennis, Co. Clare",2021-08-27 00:00:00,2021-08-27,00:00:00,11.173333333333332,19.43,99.57333333333332
61293,28/08/2021 05:00,30.58,21.87,0.18,EPA-25,"Ennis, Co. Clare",2021-08-28 05:00:00,2021-08-28,05:00:00,11.128749999999998,21.87,99.57333333333332
61313,29/08/2021 01:00,39.66,34.65,0.65,EPA-25,"Ennis, Co. Clare",2021-08-29 01:00:00,2021-08-29,01:00:00,10.302083333333334,34.65,99.57333333333332
61346,30/08/2021 10:00,62.97,13.33,0.55,EPA-25,"Ennis, Co. Clare",2021-08-30 10:00:00,2021-08-30,10:00:00,8.659999999999998,13.33,99.57333333333332
61370,31/08/2021 10:00,88.02,15.09,1.64,EPA-25,"Ennis, Co. Clare",2021-08-31 10:00:00,2021-08-31,10:00:00,7.3862499999999995,15.09,99.57333333333332
61401,01/09/2021 17:00,57.41,11.56,0.26,EPA-25,"Ennis, Co. Clare",2021-09-01 17:00:00,2021-09-01,17:00:00,7.9700000000000015,11.56,99.57333333333332
61431,02/09/2021 23:00,28.1,23.38,1.27,EPA-25,"Ennis, Co. Clare",2021-09-02 23:00:00,2021-09-02,23:00:00,11.68,23.38,99.57333333333332
61432,03/09/2021 00:00,24.73,20.13,1.09,EPA-25,"Ennis, Co. Clare",2021-09-03 00:00:00,2021-09-03,00:00:00,12.853333333333333,20.13,99.57333333333332
61475,04/09/2021 19:00,31.61,25.27,0.62,EPA-25,"Ennis, Co. Clare",2021-09-04 19:00:00,2021-09-04,19:00:00,14.467083333333337,25.27,99.57333333333332
61481,05/09/2021 01:00,27.9,24.37,0.73,EPA-25,"Ennis, Co. Clare",2021-09-05 01:00:00,2021-09-05,01:00:00,14.674166666666666,24.37,99.57333333333332
