,monitor_id,label,location,latitude,longitude,code,serial_number,last_calibrated,monitor_type_id,latest_reading_id,monitor_type,latest_reading,latest_averages,num_readings,current_rating
45,2492,TNO4438,"Weaver Park, Dublin 8",53.338252,-6.280805,TNO4438-EPA,TNO4438-EPA,0000-00-00,19,330249335.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330249335, 'monitor_id': 2492, 'project_id': 2497, 'recorded_at': '2022-03-15 14:51:12', 'pm10': 13.3, 'pm2_5': 6.03, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:51', 'secs_since': 675, 'time_since': '11 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 13.3, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 6.97, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",36028,1
46,1964,Station 11,"Winetavern Street, Dublin 8",53.344201,-6.271563,EPA-11,EPA-11,0000-00-00,25,330237426.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237426, 'monitor_id': 1964, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': None, 'pm2_5': None, 'no2': 12.8584, 'o3': None, 'so2': 3.8642000000000003, 'co': 0.5821000000000001, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3747, 'time_since': '1 hour', 'status': 'green'}","{'no2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 15.58, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'so2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 3.93, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'co': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 0.58, 'num_readings': 4, 'percentage_capture': 100, 'rating': None}}",65497,1
47,3787,Station 105,"Eyre Square, Galway",53.273966,-9.04846,EPA-105,EPA-105,,25,330237646.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237646, 'monitor_id': 3787, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': None, 'pm2_5': None, 'no2': 15.0259, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3747, 'time_since': '1 hour', 'status': 'green'}","{'no2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 17.3, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",6508,1
48,1993,Station 51,"Mace Head, Carna, Co. Galway",53.325311,-9.903634,EPA-51,EPA-51,0000-00-00,25,330241836.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330241836, 'monitor_id': 1993, 'project_id': 2399, 'recorded_at': '2022-03-15 12:00:00', 'pm10': None, 'pm2_5': None, 'no2': None, 'o3': 96.0331, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '12:00', 'secs_since': 10947, 'time_since': '3 hours', 'status': 'green'}","{'o3': {'start': '2022-03-15 04:01:00', 'end': '2022-03-15 12:00:00', 'value': 94.34, 'num_readings': 8, 'percentage_capture': 100, 'rating': 3}}",16355,3
49,3677,TNO4467 (Communication Issue),"Tuam, Co. Galway",53.51423,-8.85445,TNO4467,TNO4467,,19,314049099.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 314049099, 'monitor_id': 3677, 'project_id': 2497, 'recorded_at': '2022-02-02 09:30:00', 'pm10': 23.6, 'pm2_5': 17.58, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '02-02-2022', 'time': '09:30', 'secs_since': 3562347, 'time_since': '1 month', 'status': 'red'}","{'pm10': {'start': '2022-02-01 09:01:00', 'end': '2022-02-02 09:00:00', 'value': 10.31, 'num_readings': 95, 'percentage_capture': 98}, 'pm2_5': {'start': '2022-02-01 09:01:00', 'end': '2022-02-02 09:00:00', 'value': 8.43, 'num_readings': 95, 'percentage_capture': 98}}",7976,0
50,2013,Station 71,"Tralee Library, Co. Kerry",52.267115,-9.697958,EPA-71,EPA-71,0000-00-00,23,330237583.0,"{'monitor_type_id': 23, 'name': 'Fidas 200', 'manufacturer': 'Palas', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237583, 'monitor_id': 2013, 'project_id': 2399, 'recorded_at': '2022-03-15 14:15:00', 'pm10': 8.186, 'pm2_5': 4.477, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:15', 'secs_since': 2847, 'time_since': '47 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 17.15, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 11.25, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",65908,2
51,1987,Station 45 (Instrument Issue),"Valentia Observatory, Caherciveen, Co. Kerry",51.938529,-10.240088,EPA-45,EPA-45,0000-00-00,25,330237495.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237495, 'monitor_id': 1987, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': None, 'pm2_5': None, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3747, 'time_since': '1 hour', 'status': 'green'}",,65760,0
52,2092,TNO4160,"Celbridge, Co. Kildare",53.34442,-6.54432,TNO4160,TNO4160,0000-00-00,19,330247652.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330247652, 'monitor_id': 2092, 'project_id': 2497, 'recorded_at': '2022-03-15 14:45:00', 'pm10': 7.4, 'pm2_5': 5.78, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:45', 'secs_since': 1048, 'time_since': '17 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 8.49, 'num_readings': 95, 'percentage_capture': 98, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 6.58, 'num_readings': 95, 'percentage_capture': 98, 'rating': 1}}",50266,1
53,3834,Station 106,"Leixlip Library, Co. Kildare",53.371882,-6.486747,EPA-106,EPA-106,,23,330220162.0,"{'monitor_type_id': 23, 'name': 'Fidas 200', 'manufacturer': 'Palas', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330220162, 'monitor_id': 3834, 'project_id': 2399, 'recorded_at': '2022-03-15 13:00:00', 'pm10': 7.211, 'pm2_5': 3.4859999999999998, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '13:00', 'secs_since': 7348, 'time_since': '2 hours', 'status': 'green'}","{'pm10': {'start': '2022-03-14 13:01:00', 'end': '2022-03-15 13:00:00', 'value': 15.37, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 13:01:00', 'end': '2022-03-15 13:00:00', 'value': 10.64, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",2005,1
54,3090,Station 83,"Naas, Co. Kildare",53.218113,-6.659089,EPA-83,EPA-83,,23,330237618.0,"{'monitor_type_id': 23, 'name': 'Fidas 200', 'manufacturer': 'Palas', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237618, 'monitor_id': 3090, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 10.4, 'pm2_5': 5.009, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3748, 'time_since': '1 hour', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 13.94, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 9.9, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",30285,1
55,2086,TNO3953,"Newbridge, Co. Kildare",53.18019,-6.800826,TNO3953,TNO3953,0000-00-00,19,330247596.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330247596, 'monitor_id': 2086, 'project_id': 2497, 'recorded_at': '2022-03-15 14:45:00', 'pm10': 9.8, 'pm2_5': 6.62, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:45', 'secs_since': 1048, 'time_since': '17 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 11.29, 'num_readings': 95, 'percentage_capture': 98, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 8.08, 'num_readings': 95, 'percentage_capture': 98, 'rating': 1}}",70010,1
56,1983,Station 36,"Callan Road, Kilkenny",52.638327,-7.267609,EPA-36,EPA-36,0000-00-00,25,330246170.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330246170, 'monitor_id': 1983, 'project_id': 2399, 'recorded_at': '2022-03-15 14:30:00', 'pm10': 11, 'pm2_5': None, 'no2': 1.2431, 'o3': 83.5644, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:30', 'secs_since': 1948, 'time_since': '32 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 20.42, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'o3': {'start': '2022-03-15 06:01:00', 'end': '2022-03-15 14:00:00', 'value': 57.37, 'num_readings': 32, 'percentage_capture': 100, 'rating': 2}, 'no2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 1.07, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",65788,2
57,2089,TNO4157,"Thomastown, Co. Kilkenny",52.5302193,-7.1379192,TNO4157,TNO4157,0000-00-00,19,330247639.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330247639, 'monitor_id': 2089, 'project_id': 2497, 'recorded_at': '2022-03-15 14:45:00', 'pm10': 7.1, 'pm2_5': 5.95, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:45', 'secs_since': 1048, 'time_since': '17 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 9.49, 'num_readings': 95, 'percentage_capture': 98, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 7.82, 'num_readings': 95, 'percentage_capture': 98, 'rating': 1}}",95041,1
58,2004,Station 62,"Emo, Co. Laois",53.107617,-7.198317,EPA-62,EPA-62,0000-00-00,25,329472598.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 329472598, 'monitor_id': 2004, 'project_id': 2399, 'recorded_at': '2022-03-13 13:30:00', 'pm10': None, 'pm2_5': None, 'no2': 1.5279, 'o3': 79.1849, 'so2': None, 'co': None, 'date': '13-03-2022', 'time': '13:30', 'secs_since': 178348, 'time_since': '2 days', 'status': 'red'}","{'o3': {'start': '2022-03-13 05:01:00', 'end': '2022-03-13 13:00:00', 'value': 80.02, 'num_readings': 32, 'percentage_capture': 100}, 'no2': {'start': '2022-03-13 12:01:00', 'end': '2022-03-13 13:00:00', 'value': 1.25, 'num_readings': 4, 'percentage_capture': 100}}",63356,0
59,2087,TNO3954,"Mountrath, Co. Laois",53.0056521,-7.4686841,TNO3954,TNO3954,0000-00-00,19,330247607.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330247607, 'monitor_id': 2087, 'project_id': 2497, 'recorded_at': '2022-03-15 14:30:00', 'pm10': 6.9, 'pm2_5': 5.37, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:30', 'secs_since': 1948, 'time_since': '32 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 8.94, 'num_readings': 16, 'percentage_capture': 16, 'rating': 0}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 6.8100000000000005, 'num_readings': 16, 'percentage_capture': 16, 'rating': 0}}",70409,0
60,1967,Station 16,"Portlaoise, Co. Laois",53.036139,-7.288808,EPA-16,EPA-16,0000-00-00,25,330237432.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237432, 'monitor_id': 1967, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 7.1227, 'pm2_5': 3.9894, 'no2': 5.6801, 'o3': None, 'so2': 1.0378, 'co': 0.0824, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3748, 'time_since': '1 hour', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 13.34, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 8.39, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 5.32, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'so2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 1.3, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'co': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 0.1, 'num_readings': 4, 'percentage_capture': 100, 'rating': None}}",65142,1
61,2470,Station 80,"Carrick-on-Shannon, Co. Leitrim",53.944,-8.0865,EPA-80,EPA-80,0000-00-00,25,330220147.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330220147, 'monitor_id': 2470, 'project_id': 2399, 'recorded_at': '2022-03-15 13:00:00', 'pm10': 9.5183, 'pm2_5': 3.8222, 'no2': 6.0902, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '13:00', 'secs_since': 7348, 'time_since': '2 hours', 'status': 'green'}","{'pm10': {'start': '2022-03-14 13:01:00', 'end': '2022-03-15 13:00:00', 'value': 9.47, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 13:01:00', 'end': '2022-03-15 13:00:00', 'value': 4.73, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'no2': {'start': '2022-03-15 12:01:00', 'end': '2022-03-15 13:00:00', 'value': 7.17, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",43395,1
62,2084,TNO3951,"Abbeyfeale, Limerick",52.38613,-9.29821,TNO3951,TNO3951,0000-00-00,19,330247574.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330247574, 'monitor_id': 2084, 'project_id': 2497, 'recorded_at': '2022-03-15 14:45:00', 'pm10': 12.5, 'pm2_5': 11.13, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:45', 'secs_since': 1048, 'time_since': '17 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 11.75, 'num_readings': 287, 'percentage_capture': 298, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 8.85, 'num_readings': 287, 'percentage_capture': 298, 'rating': 1}}",94970,1
63,2016,Station 74,"Askeaton, Co. Limerick",52.590446,-8.970515,EPA-74,EPA-74,0000-00-00,25,330237591.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237591, 'monitor_id': 2016, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 5.8936, 'pm2_5': 2.8737, 'no2': None, 'o3': None, 'so2': 5.9634, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3748, 'time_since': '1 hour', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 9.81, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 5.11, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}, 'so2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 5.88, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",54894,1
64,2095,TNO3840,"Castletroy, Limerick",52.663114,-8.540401,TNO3840,TNO3840,0000-00-00,19,327120776.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 327120776, 'monitor_id': 2095, 'project_id': 2497, 'recorded_at': '2022-03-07 11:50:00', 'pm10': 5.9, 'pm2_5': 1.98, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '07-03-2022', 'time': '11:50', 'secs_since': 702748, 'time_since': '1 week', 'status': 'red'}","{'pm10': {'start': '2022-03-06 11:01:00', 'end': '2022-03-07 11:00:00', 'value': 3.49, 'num_readings': 287, 'percentage_capture': 99}, 'pm2_5': {'start': '2022-03-06 11:01:00', 'end': '2022-03-07 11:00:00', 'value': 1.72, 'num_readings': 287, 'percentage_capture': 99}}",156296,0
65,3268,Station 85,"Henry Street, Limerick",52.661291,-8.631649,EPA-85,EPA-85,0000-00-00,25,330220154.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330220154, 'monitor_id': 3268, 'project_id': 2399, 'recorded_at': '2022-03-15 12:00:00', 'pm10': 7.9167000000000005, 'pm2_5': 4.1678, 'no2': 10.0725, 'o3': 75.5506, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '12:00', 'secs_since': 10948, 'time_since': '3 hours', 'status': 'green'}","{'pm10': {'start': '2022-03-14 12:01:00', 'end': '2022-03-15 12:00:00', 'value': 24.47, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'pm2_5': {'start': '2022-03-14 12:01:00', 'end': '2022-03-15 12:00:00', 'value': 14.85, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'o3': {'start': '2022-03-15 04:01:00', 'end': '2022-03-15 12:00:00', 'value': 56.4, 'num_readings': 32, 'percentage_capture': 100, 'rating': 2}, 'no2': {'start': '2022-03-15 11:01:00', 'end': '2022-03-15 12:00:00', 'value': 11.52, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",24645,2
66,2096,TNO3841,"Mungret, Co. Limerick",52.640063,-8.677259,TNO3841,TNO3841,0000-00-00,19,327100552.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 327100552, 'monitor_id': 2096, 'project_id': 2497, 'recorded_at': '2022-03-07 10:35:00', 'pm10': 11.2, 'pm2_5': 6.59, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '07-03-2022', 'time': '10:35', 'secs_since': 707248, 'time_since': '1 week', 'status': 'red'}","{'pm10': {'start': '2022-03-06 10:01:00', 'end': '2022-03-07 10:00:00', 'value': 6.59, 'num_readings': 287, 'percentage_capture': 99}, 'pm2_5': {'start': '2022-03-06 10:01:00', 'end': '2022-03-07 10:00:00', 'value': 4.83, 'num_readings': 287, 'percentage_capture': 99}}",144729,0
67,2094,TNO3839 (Undergoing Calibration),"O'Connell St, Limerick",52.66385,-8.626646,TNO3839,TNO3839,0000-00-00,19,330247654.0,"{'monitor_type_id': 19, 'name': 'Osiris', 'manufacturer': 'Turnkey', 'category': 'air', 'sample_code': 'TNO1234', 'sample_serial_number': 'TNO1234'}","{'air_reading_id': 330247654, 'monitor_id': 2094, 'project_id': 2497, 'recorded_at': '2022-03-15 14:45:00', 'pm10': 15, 'pm2_5': 8.95, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:45', 'secs_since': 1048, 'time_since': '17 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 16.89, 'num_readings': 287, 'percentage_capture': 99, 'rating': 2}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 10.73, 'num_readings': 287, 'percentage_capture': 99, 'rating': 1}}",144418,2
68,1984,Station 39,"People's Park, Limerick",52.658656,-8.628739,EPA-39,EPA-39,0000-00-00,25,330246172.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330246172, 'monitor_id': 1984, 'project_id': 2399, 'recorded_at': '2022-03-15 14:30:00', 'pm10': 9.7423, 'pm2_5': 6.3374, 'no2': 5.1808, 'o3': 87.6888, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:30', 'secs_since': 1948, 'time_since': '32 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 25.46, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 18.17, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'o3': {'start': '2022-03-15 06:01:00', 'end': '2022-03-15 14:00:00', 'value': 79.22, 'num_readings': 32, 'percentage_capture': 100, 'rating': 3}, 'no2': {'start': '2022-03-15 13:01:00', 'end': '2022-03-15 14:00:00', 'value': 5.45, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}}",60858,3
69,1985,Station 43,Longford Town,53.725554,-7.791275,EPA-43,EPA-43,0000-00-00,23,330237487.0,"{'monitor_type_id': 23, 'name': 'Fidas 200', 'manufacturer': 'Palas', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237487, 'monitor_id': 1985, 'project_id': 2399, 'recorded_at': '2022-03-15 14:15:00', 'pm10': 11.56, 'pm2_5': 8.56, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:15', 'secs_since': 2848, 'time_since': '47 mins', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 18.61, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 14.11, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}}",38739,2
70,3096,Station 84,"Drogheda, Co. Louth",53.732182,-6.3200354,EPA-84,EPA-84,0000-00-00,23,330237622.0,"{'monitor_type_id': 23, 'name': 'Fidas 200', 'manufacturer': 'Palas', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330237622, 'monitor_id': 3096, 'project_id': 2399, 'recorded_at': '2022-03-15 14:00:00', 'pm10': 10.9, 'pm2_5': 4.285, 'no2': None, 'o3': None, 'so2': None, 'co': None, 'date': '15-03-2022', 'time': '14:00', 'secs_since': 3748, 'time_since': '1 hour', 'status': 'green'}","{'pm10': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 16.81, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'pm2_5': {'start': '2022-03-14 14:01:00', 'end': '2022-03-15 14:00:00', 'value': 8.71, 'num_readings': 96, 'percentage_capture': 100, 'rating': 1}}",30803,2
71,1971,Station 23,"Dundalk, Co. Louth",54.003141,-6.392611,EPA-23,EPA-23,0000-00-00,25,330246164.0,"{'monitor_type_id': 25, 'name': 'Multiple', 'manufacturer': 'Multiple', 'category': 'air', 'sample_code': '', 'sample_serial_number': ''}","{'air_reading_id': 330246164, 'monitor_id': 1971, 'project_id': 2399, 'recorded_at': '2022-03-15 13:30:00', 'pm10': 19.5, 'pm2_5': None, 'no2': 5.0023, 'o3': None, 'so2': 0.34590000000000004, 'co': 0.41390000000000005, 'date': '15-03-2022', 'time': '13:30', 'secs_since': 5548, 'time_since': '1 hour', 'status': 'green'}","{'pm10': {'start': '2022-03-14 13:01:00', 'end': '2022-03-15 13:00:00', 'value': 17.43, 'num_readings': 96, 'percentage_capture': 100, 'rating': 2}, 'no2': {'start': '2022-03-15 12:01:00', 'end': '2022-03-15 13:00:00', 'value': 19.56, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'so2': {'start': '2022-03-15 12:01:00', 'end': '2022-03-15 13:00:00', 'value': 0.6900000000000001, 'num_readings': 4, 'percentage_capture': 100, 'rating': 1}, 'co': {'start': '2022-03-15 12:01:00', 'end': '2022-03-15 13:00:00', 'value': 0.41000000000000003, 'num_readings': 4, 'percentage_capture': 100, 'rating': None}}",62587,2
